"НОМЕР ЗАЯВКИ","СТАТУС","ДАТА РЕГИСТРАЦИИ","ТИП ОБРАЩЕНИЯ","СЕРВИС","КРАТКОЕ ОПИСАНИЕ ПРОБЛЕМЫ","СРОК РЕШЕНИЯ","ПРОСРОЧЕН","ОБЩЕЕ ВРЕМЯ ОБРАБОТКИ (МИН.)","ГРУППА","ВРЕМЯ ОБРАБОТКИ ГРУППОЙ (МИН.)","КОЛ-ВО НАЗНАЧЕНИЙ НА ГРУППУ"
"TT16417098","Закрыта","25.07.2021 8:15:19","Претензия","SMS","Не получить SMS от другого оператора","26.07.2021 8:15:19","нет","378","OBO","378","1"
"TT16417099","Закрыта","25.07.2021 8:15:26","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.11.2021 0:15:26","нет","1127","Technology TT","1127","1"
"TT16417100","Закрыта","25.07.2021 8:15:29","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.07.2021 16:15:29","нет","59","OBO","59","1"
"TT16417101","Закрыта","25.07.2021 8:15:35","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","04.08.2021 8:15:35","нет","13256","OBO","13256","1"
"TT16417102","Закрыта","25.07.2021 8:15:50","Претензия","WebDealer","Нет соединения","28.07.2021 8:15:50","нет","3146","OBO","3146","1"
"TT16417106","Закрыта","25.07.2021 8:15:58","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:15:58","нет","526","OBO","526","1"
"TT16417109","Закрыта","25.07.2021 8:16:11","Претензия","CAMEL/внутрисетевой роуминг","Нет исходящей связи","28.07.2021 8:16:11","нет","366","OBO","366","1"
"TT16417111","Закрыта","25.07.2021 8:16:45","Претензия","Технологическая заявка","Длительные проблемы с сетью","25.07.2022 8:16:45","нет","1126","Technology TT","1126","1"
"TT16417112","Закрыта","25.07.2021 8:16:48","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.07.2021 8:16:48","нет","420","OBO","420","1"
"TT16417116","Закрыта","25.07.2021 8:17:05","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.07.2021 8:17:05","нет","2032","OBO","2032","1"
"TT16417120","Закрыта","25.07.2021 8:17:48","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.07.2021 8:17:48","нет","1919","OBO","1919","1"
"TT16417121","Закрыта","25.07.2021 8:17:59","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.07.2021 8:17:59","нет","1580","OBO","1580","1"
"TT16417122","Закрыта","25.07.2021 8:18:01","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","24.11.2021 0:18:01","нет","1124","Technology TT","1124","1"
"TT16417125","Закрыта","25.07.2021 8:18:13","Претензия","Черный список КЦ","Внесение абонента в черный список","25.07.2021 10:18:13","нет","2","Черный список КЦ","2","1"
"TT16417129","Закрыта","25.07.2021 8:18:23","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.07.2021 8:18:23","нет","2035","OBO","2035","1"
"TT16417130","Закрыта","25.07.2021 8:18:24","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.11.2021 0:18:24","нет","1124","Technology TT","1124","1"
"TT16417136","Закрыта","25.07.2021 8:19:23","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.11.2021 0:19:23","нет","1123","Technology TT","1123","1"
"TT16417138","Закрыта","25.07.2021 8:19:24","Претензия","USSD","Обещанный платеж","29.07.2021 8:19:24","нет","63","OBO","63","1"
"TT16417139","Закрыта","25.07.2021 8:19:32","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:19:32","нет","498","OBO","498","1"
"TT16417140","Закрыта","25.07.2021 8:20:10","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:20:10","нет","504","OBO","504","1"
"TT16417147","Закрыта","25.07.2021 8:21:09","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.11.2021 0:21:09","нет","1121","Technology TT","1121","1"
"TT16417156","Закрыта","25.07.2021 8:21:47","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:21:47","нет","504","OBO","504","1"
"TT16417162","Закрыта","25.07.2021 8:22:51","Претензия","CCB","Обратная связь на работу оператора КЦ","28.07.2021 8:22:51","нет","6503","Мониторинг","6503","1"
"TT16417164","Закрыта","25.07.2021 8:22:58","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:22:58","нет","497","OBO","497","1"
"TT16417165","Закрыта","25.07.2021 8:23:05","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","24.11.2021 0:23:05","нет","1119","Technology TT","1119","1"
"TT16417166","Закрыта","25.07.2021 8:23:07","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.11.2021 0:23:07","нет","1119","Technology TT","1119","1"
"TT16417167","Закрыта","25.07.2021 8:23:20","Претензия","CCB","Жалоба на сотрудника телемаркетинга","26.07.2021 8:23:20","нет","1119","Technology TT","1119","1"
"TT16417168","Закрыта","25.07.2021 8:23:41","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.11.2021 0:23:41","нет","1119","Technology TT","1119","1"
"TT16417169","Закрыта","25.07.2021 8:23:42","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.07.2021 8:23:42","нет","2028","OBO","2028","1"
"TT16417177","Закрыта","25.07.2021 8:24:38","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.11.2021 0:24:38","нет","1118","Technology TT","1118","1"
"TT16417178","Закрыта","25.07.2021 8:25:00","Администрирование","Администрирование B2C","Переоформление по смерти Абонента","30.07.2021 8:25:00","нет","463","OBO","463","1"
"TT16417185","Закрыта","25.07.2021 8:25:37","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","24.11.2021 0:25:37","нет","1117","Technology TT","1117","1"
"TT16417186","Закрыта","25.07.2021 8:25:56","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.07.2021 8:25:56","нет","1578","OBO","1578","1"
"TT16417192","Закрыта","25.07.2021 8:26:17","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:26:17","нет","499","OBO","499","1"
"TT16417195","Закрыта","25.07.2021 8:26:39","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.07.2021 16:26:39","нет","53","OBO","53","1"
"TT16417196","Закрыта","25.07.2021 8:26:45","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.11.2021 0:26:45","нет","1116","Technology TT","1116","1"
"TT16417200","Закрыта","25.07.2021 8:27:24","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.11.2021 0:27:24","нет","1115","Technology TT","1115","1"
"TT16417202","Закрыта","25.07.2021 8:27:26","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","24.11.2021 0:27:26","нет","1115","Technology TT","1115","1"
"TT16417204","Закрыта","25.07.2021 8:27:27","Претензия","Личный кабинет","Проблема в работе ЛК","29.07.2021 8:27:27","нет","1801","WEB Support","1367","2"
"TT16417204","Закрыта","25.07.2021 8:27:27","Претензия","Личный кабинет","Проблема в работе ЛК","29.07.2021 8:27:27","нет","1801","OBO","434","3"
"TT16417207","Закрыта","25.07.2021 8:27:49","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.07.2021 16:27:49","нет","56","OBO","56","1"
"TT16417208","Закрыта","25.07.2021 8:28:03","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.07.2021 16:28:03","нет","59","OBO","59","1"
"TT16417216","Закрыта","25.07.2021 8:29:04","Претензия","SMS","Не получить SMS от другого оператора","26.07.2021 8:29:04","нет","363","OBO","363","1"
"TT16417217","Закрыта","25.07.2021 8:29:17","Претензия","CCB","Жалоба на сотрудника телемаркетинга","26.07.2021 8:29:17","нет","1113","Technology TT","1113","1"
"TT16417218","Закрыта","25.07.2021 8:29:25","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","24.09.2021 8:29:25","нет","16690","OBO","16690","1"
"TT16417219","Закрыта","25.07.2021 8:29:42","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:29:42","нет","495","OBO","495","1"
"TT16417223","Закрыта","25.07.2021 8:29:51","Претензия","CCB","Обратная связь на работу оператора КЦ","28.07.2021 8:29:51","нет","6512","Мониторинг","6512","1"
"TT16417228","Закрыта","25.07.2021 8:30:22","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:30:22","нет","508","OBO","508","1"
"TT16417234","Закрыта","25.07.2021 8:31:02","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.11.2021 0:31:02","нет","1111","Technology TT","1111","1"
"TT16417238","Закрыта","25.07.2021 8:31:25","Претензия","Технологическая заявка","Проблема с безлимитными опциями","25.07.2022 8:31:25","нет","1111","Technology TT","1111","1"
"TT16417239","Закрыта","25.07.2021 8:31:36","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:31:36","нет","490","OBO","490","1"
"TT16417240","Закрыта","25.07.2021 8:31:39","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.11.2021 0:31:39","нет","1111","Technology TT","1111","1"
"TT16417244","Закрыта","25.07.2021 8:32:11","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:32:11","нет","498","OBO","498","1"
"TT16417249","Закрыта","25.07.2021 8:32:28","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.07.2021 8:32:28","нет","2023","OBO","2023","1"
"TT16417250","Закрыта","25.07.2021 8:32:32","Претензия","Проблемы с платежами","Автоплатеж","28.07.2021 8:32:32","нет","78","OBO","78","1"
"TT16417251","Закрыта","25.07.2021 8:33:06","Администрирование","Администрирование B2C","Заявка на замену сим 4G","11.08.2021 8:33:06","нет","3459","OBO","3459","1"
"TT16417255","Закрыта","25.07.2021 8:33:21","Претензия","Телефония","Исходящие местные вызовы","28.07.2021 8:33:21","нет","1629","OBO","1629","1"
"TT16417261","Закрыта","25.07.2021 8:33:32","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.11.2021 0:33:32","нет","1109","Technology TT","1109","1"
"TT16417262","Закрыта","25.07.2021 8:33:40","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.11.2021 0:33:40","нет","1109","Technology TT","1109","1"
"TT16417263","Закрыта","25.07.2021 8:33:46","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:33:46","нет","492","OBO","492","1"
"TT16417264","Закрыта","25.07.2021 8:34:26","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:34:26","нет","499","OBO","499","1"
"TT16417273","Закрыта","25.07.2021 8:35:00","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.07.2021 8:35:00","нет","1570","OBO","1570","1"
"TT16417281","Закрыта","25.07.2021 8:36:01","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","24.11.2021 0:36:01","нет","1106","Technology TT","1106","1"
"TT16417282","Закрыта","25.07.2021 8:36:03","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:36:03","нет","489","OBO","489","1"
"TT16417283","Закрыта","25.07.2021 8:36:20","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.11.2021 0:36:20","нет","1106","Technology TT","1106","1"
"TT16417284","Закрыта","25.07.2021 8:36:27","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","04.08.2021 8:36:27","нет","13240","OBO","13240","1"
"TT16417285","Закрыта","25.07.2021 8:36:35","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.11.2021 0:36:35","нет","1106","Technology TT","1106","1"
"TT16417298","Закрыта","25.07.2021 8:38:09","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.07.2021 16:38:09","нет","50","OBO","50","1"
"TT16417312","Закрыта","25.07.2021 8:39:29","Администрирование","Администрирование B2B","Переоформление с ФЛ на ЮЛ ","26.07.2021 8:39:29","нет","410","B2B Admin","410","1"
"TT16417313","Закрыта","25.07.2021 8:39:35","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.07.2021 8:39:35","нет","2020","OBO","2020","1"
"TT16417315","Закрыта","25.07.2021 8:39:42","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.11.2021 0:39:42","нет","1103","Technology TT","1103","1"
"TT16417316","Закрыта","25.07.2021 8:40:03","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:40:03","нет","486","OBO","486","1"
"TT16417317","Закрыта","25.07.2021 8:40:09","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.11.2021 0:40:09","нет","1102","Technology TT","1102","1"
"TT16417323","Закрыта","25.07.2021 8:40:35","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.11.2021 0:40:35","нет","1102","Technology TT","1102","1"
"TT16417326","Закрыта","25.07.2021 8:41:10","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.11.2021 0:41:10","нет","1101","Technology TT","1101","1"
"TT16417327","Закрыта","25.07.2021 8:41:14","Претензия","Технологическая заявка","Слабое покрытие в помещении","24.11.2021 0:41:14","нет","1101","Technology TT","1101","1"
"TT16417336","Закрыта","25.07.2021 8:41:57","Претензия","CCB","EMPW помощь абоненту","29.07.2021 8:41:57","да","2962","OBO","114","1"
"TT16417336","Закрыта","25.07.2021 8:41:57","Претензия","CCB","EMPW помощь абоненту","29.07.2021 8:41:57","да","2962","Contact_Center","0","1"
"TT16417336","Закрыта","25.07.2021 8:41:57","Претензия","CCB","EMPW помощь абоненту","29.07.2021 8:41:57","да","2962","Контроллинг","2848","1"
"TT16417337","Закрыта","25.07.2021 8:42:07","Администрирование","Администрирование B2C","Заявка на замену сим 4G","28.07.2021 8:42:07","нет","3499","OBO","3499","1"
"TT16417338","Закрыта","25.07.2021 8:42:31","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:42:31","нет","490","OBO","490","1"
"TT16417339","Закрыта","25.07.2021 8:42:51","Претензия","Сеть","Поиск сети","11.08.2021 8:42:51","нет","23752","Tech RYZ","3415","2"
"TT16417339","Закрыта","25.07.2021 8:42:51","Претензия","Сеть","Поиск сети","11.08.2021 8:42:51","нет","23752","OBO","20337","2"
"TT16417347","Закрыта","25.07.2021 8:43:03","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.07.2021 16:43:03","нет","50","OBO","50","1"
"TT16417348","Закрыта","25.07.2021 8:43:06","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.07.2021 8:43:06","нет","1565","OBO","1565","1"
"TT16417349","Закрыта","25.07.2021 8:43:31","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:43:31","нет","485","OBO","485","1"
"TT16417350","Закрыта","25.07.2021 8:43:42","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","04.08.2021 8:43:42","нет","13253","OBO","13253","1"
"TT16417351","Закрыта","25.07.2021 8:43:44","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","04.08.2021 8:43:44","нет","7813","OBO","7813","1"
"TT16417352","Закрыта","25.07.2021 8:43:52","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:43:52","нет","493","OBO","493","1"
"TT16417360","Закрыта","25.07.2021 8:44:27","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:44:27","нет","706","OBO","706","1"
"TT16417361","Закрыта","25.07.2021 8:44:39","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:44:39","нет","495","OBO","495","1"
"TT16417362","Закрыта","25.07.2021 8:44:46","Претензия","Передача данных","Нет соединения 4G","28.07.2021 8:44:46","нет","3182","OBO","3165","2"
"TT16417362","Закрыта","25.07.2021 8:44:46","Претензия","Передача данных","Нет соединения 4G","28.07.2021 8:44:46","нет","3182","Tech HAN","17","1"
"TT16417364","Закрыта","25.07.2021 8:45:11","Претензия","CCB","Обратная связь на работу оператора КЦ","28.07.2021 8:45:11","нет","8251","Мониторинг","8251","1"
"TT16417372","Закрыта","25.07.2021 8:46:09","Администрирование","Администрирование B2C","Заявка на замену сим пользователю (не владельцу по Договору)","30.07.2021 8:46:09","нет","6353","OBO","6353","1"
"TT16417373","Закрыта","25.07.2021 8:46:18","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.07.2021 8:46:18","нет","2012","OBO","2012","1"
"TT16417381","Закрыта","25.07.2021 8:46:34","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.11.2021 0:46:34","нет","1096","Technology TT","1096","1"
"TT16417382","Закрыта","25.07.2021 8:46:49","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.07.2021 8:46:49","нет","2014","OBO","2014","1"
"TT16417383","Закрыта","25.07.2021 8:46:52","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","24.11.2021 0:46:52","нет","1096","Technology TT","1096","1"
"TT16417384","Закрыта","25.07.2021 8:47:33","Претензия","CCB","Жалоба на сотрудника телемаркетинга","26.07.2021 8:47:33","нет","1095","Technology TT","1095","1"
"TT16417388","Закрыта","25.07.2021 8:47:37","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","04.08.2021 8:47:37","нет","13417","OBO","13417","1"
"TT16417393","Закрыта","25.07.2021 8:47:43","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.07.2021 16:47:43","нет","50","OBO","50","1"
"TT16417396","Закрыта","25.07.2021 8:47:47","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.11.2021 0:47:47","нет","1095","Technology TT","1095","1"
"TT16417397","Закрыта","25.07.2021 8:48:34","Претензия","Технологическая заявка","Слабое покрытие в помещении","24.11.2021 0:48:34","нет","1094","Technology TT","1094","1"
"TT16417398","Закрыта","25.07.2021 8:48:36","Претензия","CCB","Жалоба на сотрудника телемаркетинга","26.07.2021 8:48:36","нет","1094","Technology TT","1094","1"
"TT16417399","Закрыта","25.07.2021 8:48:40","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.11.2021 0:48:40","нет","1094","Technology TT","1094","1"
"TT16417401","Закрыта","25.07.2021 8:48:46","Претензия","CCB","Обратная связь на работу оператора КЦ","28.07.2021 8:48:46","нет","6534","Мониторинг","6534","1"
"TT16417409","Закрыта","25.07.2021 8:49:26","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.07.2021 8:49:26","нет","1559","OBO","1559","1"
"TT16417410","Закрыта","25.07.2021 8:49:36","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:49:36","нет","509","OBO","509","1"
"TT16417420","Закрыта","25.07.2021 8:50:29","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","24.11.2021 0:50:29","нет","1092","Technology TT","1092","1"
"TT16417421","Закрыта","25.07.2021 8:50:32","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:50:32","нет","477","OBO","477","1"
"TT16417422","Закрыта","25.07.2021 8:50:32","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.11.2021 0:50:32","нет","1092","Technology TT","1092","1"
"TT16417423","Закрыта","25.07.2021 8:50:48","Претензия","Тарификация","Тарификация минут/sms сверх пакета","29.07.2021 8:50:48","нет","292","OBO","292","1"
"TT16417424","Закрыта","25.07.2021 8:50:54","Претензия","Телефония","Шумы, помехи","28.07.2021 8:50:54","нет","3370","Tech ROS","3361","1"
"TT16417424","Закрыта","25.07.2021 8:50:54","Претензия","Телефония","Шумы, помехи","28.07.2021 8:50:54","нет","3370","OBO","9","1"
"TT16417425","Закрыта","25.07.2021 8:50:58","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","04.08.2021 8:50:58","нет","13418","OBO","13418","1"
"TT16417434","Закрыта","25.07.2021 8:51:18","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.07.2021 16:51:18","нет","46","OBO","46","1"
"TT16417435","Закрыта","25.07.2021 8:51:21","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.11.2021 0:51:21","нет","1091","Technology TT","1091","1"
"TT16417436","Закрыта","25.07.2021 8:52:12","Претензия","Проблема с SPR","Задвоение услуг в профиле","29.07.2021 8:52:12","нет","331","OBO","331","1"
"TT16417441","Закрыта","25.07.2021 8:52:23","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:52:23","нет","490","OBO","490","1"
"TT16417445","Закрыта","25.07.2021 8:52:37","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:52:37","нет","479","OBO","479","1"
"TT16417454","Закрыта","25.07.2021 8:53:45","Претензия","Технологическая заявка","Длительные проблемы с сетью","25.07.2022 8:53:45","нет","1089","Technology TT","1089","1"
"TT16417455","Закрыта","25.07.2021 8:54:25","Претензия","Тарификация","Интернет за границей Visa / MasterCard","29.07.2021 8:54:25","нет","1742","OBO","600","2"
"TT16417455","Закрыта","25.07.2021 8:54:25","Претензия","Тарификация","Интернет за границей Visa / MasterCard","29.07.2021 8:54:25","нет","1742","NPD_CC_PCI_troubles","1142","1"
"TT16417456","Закрыта","25.07.2021 8:54:27","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:54:27","нет","476","OBO","476","1"
"TT16417457","Закрыта","25.07.2021 8:54:38","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:54:38","нет","692","OBO","692","1"
"TT16417458","Закрыта","25.07.2021 8:54:39","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","04.08.2021 8:54:39","нет","13418","OBO","13418","1"
"TT16417467","Закрыта","25.07.2021 8:54:53","Претензия","Телефония","Тишина МГ/МН","28.07.2021 8:54:53","нет","3362","Tech SPB","2","1"
"TT16417467","Закрыта","25.07.2021 8:54:53","Претензия","Телефония","Тишина МГ/МН","28.07.2021 8:54:53","нет","3362","OBO","3360","2"
"TT16417468","Закрыта","25.07.2021 8:55:29","Претензия","CCB","Обратная связь на работу оператора КЦ","28.07.2021 8:55:29","нет","6560","Мониторинг","6560","1"
"TT16417469","Закрыта","25.07.2021 8:55:34","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.07.2021 16:55:34","нет","53","OBO","53","1"
"TT16417474","Закрыта","25.07.2021 8:55:57","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.11.2021 0:55:57","нет","1087","Technology TT","1087","1"
"TT16417478","Закрыта","25.07.2021 8:56:59","Администрирование","Администрирование B2C","Регистрационная форма","27.07.2021 8:56:59","нет","2025","OBO","2025","1"
"TT16417487","Закрыта","25.07.2021 8:57:17","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:57:17","нет","475","OBO","475","1"
"TT16417500","Закрыта","25.07.2021 8:58:46","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 20:58:46","нет","209","OBO","209","1"
"TT16417501","Закрыта","25.07.2021 8:58:53","Претензия","Сервисы","Ожидание вызова","29.07.2021 8:58:53","нет","1474","OBO","1474","1"
"TT16417507","Закрыта","25.07.2021 8:59:31","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.11.2021 0:59:31","нет","1083","Technology TT","1083","1"
"TT16417511","Закрыта","25.07.2021 8:59:45","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","24.11.2021 0:59:45","нет","1083","Technology TT","1083","1"
"TT16417513","Закрыта","25.07.2021 9:00:04","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","04.08.2021 9:00:04","нет","14229","OBO","14229","1"
"TT16417514","Закрыта","25.07.2021 9:00:13","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.07.2021 9:00:13","нет","2004","OBO","2004","1"
"TT16417515","Закрыта","25.07.2021 9:00:21","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","04.08.2021 9:00:21","нет","13238","OBO","13238","1"
"TT16417516","Закрыта","25.07.2021 9:00:23","Претензия","SMS","Не отправить SMS на другого оператора","26.07.2021 9:00:23","нет","346","OBO","346","1"
"TT16417517","Закрыта","25.07.2021 9:00:26","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","04.08.2021 9:00:26","нет","13227","OBO","13227","1"
"TT16417518","Закрыта","25.07.2021 9:00:26","Претензия","Телефония","Исходящие местные вызовы","28.07.2021 9:00:26","нет","3112","Tech OMS","2758","1"
"TT16417518","Закрыта","25.07.2021 9:00:26","Претензия","Телефония","Исходящие местные вызовы","28.07.2021 9:00:26","нет","3112","OBO","354","1"
"TT16417519","Закрыта","25.07.2021 9:00:30","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.07.2021 17:00:30","нет","53","OBO","53","1"
"TT16417528","Закрыта","25.07.2021 9:00:53","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на банковские реквизиты)","04.08.2021 9:00:53","нет","7799","OBO","7799","1"
"TT16417529","Закрыта","25.07.2021 9:01:07","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","24.11.2021 1:01:07","нет","1081","Technology TT","1081","1"
"TT16417530","Закрыта","25.07.2021 9:01:07","Претензия","Сеть","Поиск сети","28.07.2021 9:01:07","нет","3104","OBO","1259","1"
"TT16417530","Закрыта","25.07.2021 9:01:07","Претензия","Сеть","Поиск сети","28.07.2021 9:01:07","нет","3104","Tech KAZ","1845","1"
"TT16417531","Закрыта","25.07.2021 9:01:22","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.07.2021 17:01:22","нет","52","OBO","52","1"
"TT16417532","Закрыта","25.07.2021 9:01:38","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.07.2021 9:01:38","нет","2006","OBO","2006","1"
"TT16417535","Закрыта","25.07.2021 9:01:57","Претензия","Сеть","Поиск сети","28.07.2021 9:01:57","нет","3258","OBO","47","1"
"TT16417535","Закрыта","25.07.2021 9:01:57","Претензия","Сеть","Поиск сети","28.07.2021 9:01:57","нет","3258","Tech CHE","3211","1"
"TT16417542","Закрыта","25.07.2021 9:02:17","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.07.2021 9:02:17","нет","1549","OBO","1549","1"
"TT16417543","Закрыта","25.07.2021 9:02:36","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 21:02:36","нет","471","OBO","471","1"
"TT16417545","Закрыта","25.07.2021 9:02:51","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 21:02:51","нет","472","OBO","472","1"
"TT16417546","Закрыта","25.07.2021 9:03:34","Претензия","CCB","Жалоба на сотрудника телемаркетинга","26.07.2021 9:03:34","нет","1079","Technology TT","1079","1"
"TT16417548","Закрыта","25.07.2021 9:04:05","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.11.2021 1:04:05","нет","1078","Technology TT","1078","1"
"TT16417549","Закрыта","25.07.2021 9:04:13","Претензия","Сеть","Поиск сети","28.07.2021 9:04:13","нет","3302","Tech CHE","3227","1"
"TT16417549","Закрыта","25.07.2021 9:04:13","Претензия","Сеть","Поиск сети","28.07.2021 9:04:13","нет","3302","OBO","75","1"
"TT16417550","Закрыта","25.07.2021 9:04:31","Претензия","CAMEL/внутрисетевой роуминг","Нет входящей связи","28.07.2021 9:04:31","нет","329","OBO","329","1"
"TT16417551","Закрыта","25.07.2021 9:04:43","Претензия","MNP","Жалобы на отказ переноса со стороны оператора донора","02.08.2021 9:04:43","нет","3093","OBO","3093","1"
