"НОМЕР ЗАЯВКИ","СТАТУС","ДАТА РЕГИСТРАЦИИ","ТИП ОБРАЩЕНИЯ","СЕРВИС","КРАТКОЕ ОПИСАНИЕ ПРОБЛЕМЫ","СРОК РЕШЕНИЯ","ПРОСРОЧЕН","ОБЩЕЕ ВРЕМЯ ОБРАБОТКИ (МИН.)","ГРУППА","ВРЕМЯ ОБРАБОТКИ ГРУППОЙ (МИН.)","КОЛ-ВО НАЗНАЧЕНИЙ НА ГРУППУ"
"TT16416154","Закрыта","25.07.2021 4:22:07","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","23.11.2021 20:22:07","нет","1360","Technology TT","1360","1"
"TT16416159","Закрыта","25.07.2021 4:24:05","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 16:24:05","нет","719","OBO","719","1"
"TT16416169","Закрыта","25.07.2021 4:27:07","Претензия","Технологическая заявка","Низкая скорость передачи данных","23.11.2021 20:27:07","нет","1355","Technology TT","1355","1"
"TT16416185","Закрыта","25.07.2021 4:33:37","Претензия","Черный список КЦ","Внесение абонента в черный список","25.07.2021 6:33:37","нет","50","Черный список КЦ","50","1"
"TT16416193","Закрыта","25.07.2021 4:37:32","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","23.11.2021 20:37:32","нет","1345","Technology TT","1345","1"
"TT16416197","Закрыта","25.07.2021 4:38:26","Претензия","Черный список КЦ","Внесение абонента в черный список","25.07.2021 6:38:26","нет","48","Черный список КЦ","48","1"
"TT16416200","Закрыта","25.07.2021 4:39:48","Администрирование","Администрирование B2C","Переформление по смерти абонента","30.07.2021 4:39:48","нет","1743","OBO","1743","1"
"TT16416213","Закрыта","25.07.2021 4:43:17","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 16:43:17","нет","702","OBO","702","1"
"TT16416220","Закрыта","25.07.2021 4:46:29","Претензия","CCB","Обратная связь на работу оператора КЦ","28.07.2021 4:46:29","нет","7451","Мониторинг","7451","1"
"TT16416227","Закрыта","25.07.2021 4:47:59","Претензия","CCB","Перезвон ночному абоненту","26.07.2021 4:47:59","да","2076","Алиева Лейла","1363","1"
"TT16416227","Закрыта","25.07.2021 4:47:59","Претензия","CCB","Перезвон ночному абоненту","26.07.2021 4:47:59","да","2076","Contact_Center","713","1"
"TT16416228","Закрыта","25.07.2021 4:48:11","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.07.2021 12:48:11","нет","106","OBO","106","1"
"TT16416245","Закрыта","25.07.2021 4:53:58","Претензия","Технологическая заявка","Низкая скорость передачи данных","23.11.2021 20:53:58","нет","1329","Technology TT","1329","1"
"TT16416253","Закрыта","25.07.2021 4:56:44","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 16:56:44","нет","688","OBO","688","1"
"TT16416269","Закрыта","25.07.2021 5:02:51","Претензия","Технологическая заявка","Низкая скорость передачи данных","23.11.2021 21:02:51","нет","1320","Technology TT","1320","1"
"TT16416271","Закрыта","25.07.2021 5:03:17","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","04.08.2021 5:03:17","нет","11919","OBO","11919","1"
"TT16416276","Закрыта","25.07.2021 5:04:29","Претензия","Тарификация","Текущие акции компании","29.07.2021 5:04:29","нет","26","OBO","26","1"
"TT16416277","Закрыта","25.07.2021 5:04:57","Претензия","Тарификация","Текущие акции компании","29.07.2021 5:04:57","нет","26","OBO","26","1"
"TT16416279","Закрыта","25.07.2021 5:05:03","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 17:05:03","нет","683","OBO","683","1"
"TT16416286","Закрыта","25.07.2021 5:06:40","Претензия","Тарификация","Текущие акции компании","29.07.2021 5:06:40","нет","24","OBO","24","1"
"TT16416291","Закрыта","25.07.2021 5:08:12","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 17:08:12","нет","679","OBO","679","1"
"TT16416309","Закрыта","25.07.2021 5:13:46","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.07.2021 13:13:46","нет","99","OBO","99","1"
"TT16416320","Закрыта","25.07.2021 5:17:45","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","09.08.2021 5:17:45","нет","28238","OBO","28238","1"
"TT16416321","Закрыта","25.07.2021 5:17:53","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.07.2021 5:17:53","нет","1701","OBO","1701","1"
"TT16416323","Закрыта","25.07.2021 5:17:59","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","23.11.2021 21:17:59","нет","1304","Technology TT","1304","1"
"TT16416331","Закрыта","25.07.2021 5:19:56","Претензия","Сеть","Поиск сети","08.08.2021 5:19:56","нет","19601","Tech NIN","28","3"
"TT16416331","Закрыта","25.07.2021 5:19:56","Претензия","Сеть","Поиск сети","08.08.2021 5:19:56","нет","19601","OBO","19573","3"
"TT16416346","Закрыта","25.07.2021 5:23:41","Претензия","Проблемы с платежами","oplata.tele2.ru / card.tele2.ru","28.07.2021 5:23:41","нет","282","OBO","282","1"
"TT16416354","Закрыта","25.07.2021 5:25:53","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.07.2021 5:25:53","нет","2321","OBO","2321","1"
"TT16416356","Закрыта","25.07.2021 5:26:50","Администрирование","Администрирование B2C","Регистрационная форма","27.07.2021 5:26:50","нет","2169","OBO","2169","1"
"TT16416366","Закрыта","25.07.2021 5:30:22","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 17:30:22","нет","654","OBO","654","1"
"TT16416370","Закрыта","25.07.2021 5:32:03","Претензия","CCB","Обратная связь на работу оператора КЦ","28.07.2021 5:32:03","нет","7413","Мониторинг","7413","1"
"TT16416377","Закрыта","25.07.2021 5:34:17","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 17:34:17","нет","651","OBO","651","1"
"TT16416378","Закрыта","25.07.2021 5:34:25","Претензия","CCB","Жалоба на сотрудника телемаркетинга","26.07.2021 5:34:25","нет","1288","Technology TT","1288","1"
"TT16416382","Закрыта","25.07.2021 5:35:07","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 17:35:07","нет","652","OBO","652","1"
"TT16416386","Закрыта","25.07.2021 5:36:13","Претензия","Телефония","Не поступают входящие вызовы","11.08.2021 5:36:13","нет","23527","Tech KEM","1086","1"
"TT16416386","Закрыта","25.07.2021 5:36:13","Претензия","Телефония","Не поступают входящие вызовы","11.08.2021 5:36:13","нет","23527","OBO","22441","2"
"TT16416387","Закрыта","25.07.2021 5:36:43","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 17:36:43","нет","647","OBO","647","1"
"TT16416413","Закрыта","25.07.2021 5:41:39","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.07.2021 5:41:39","нет","3210","OBO","3210","1"
"TT16416424","Закрыта","25.07.2021 5:43:49","Претензия","Претензии к дилеру","Некорректная информация","01.08.2021 5:43:49","нет","10442","OBO","10442","1"
"TT16416427","Закрыта","25.07.2021 5:44:13","Претензия","Передача данных","Нет соединения 4G","28.07.2021 5:44:13","нет","3247","OBO","3247","1"
"TT16416433","Закрыта","25.07.2021 5:45:20","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","23.11.2021 21:45:20","нет","1277","Technology TT","1277","1"
"TT16416443","Закрыта","25.07.2021 5:47:41","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.07.2021 13:47:41","нет","164","OBO","164","1"
"TT16416447","Закрыта","25.07.2021 5:49:18","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.07.2021 5:49:18","нет","1676","OBO","1676","1"
"TT16416452","Закрыта","25.07.2021 5:50:37","Претензия","SERVICE VIP B2C","Требуется помощь куратора","28.07.2021 5:50:37","нет","7480","CURATOR VIP B2C","7480","1"
"TT16416461","Закрыта","25.07.2021 5:52:28","Претензия","CCB","Жалоба на сотрудника телемаркетинга","26.07.2021 5:52:28","нет","1270","Technology TT","1270","1"
"TT16416471","Закрыта","25.07.2021 5:54:15","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 17:54:15","нет","631","OBO","631","1"
"TT16416478","Закрыта","25.07.2021 5:56:45","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.07.2021 13:56:45","нет","60","OBO","60","1"
"TT16416491","Закрыта","25.07.2021 5:59:51","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 17:59:51","нет","651","OBO","651","1"
"TT16416513","Закрыта","25.07.2021 6:05:16","Претензия","Технологическая заявка","Длительные проблемы с сетью","25.07.2022 6:05:16","нет","1257","Technology TT","1257","1"
"TT16416514","Закрыта","25.07.2021 6:05:45","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.07.2021 14:05:45","нет","76","OBO","76","1"
"TT16416515","Закрыта","25.07.2021 6:06:14","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 18:06:14","нет","620","OBO","620","1"
"TT16416529","Закрыта","25.07.2021 6:07:52","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","23.11.2021 22:07:52","нет","1255","Technology TT","1255","1"
"TT16416534","Закрыта","25.07.2021 6:09:31","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.07.2021 6:09:31","нет","2135","OBO","2135","1"
"TT16416536","Закрыта","25.07.2021 6:09:42","Претензия","Технологическая заявка","Длительные проблемы с сетью","25.07.2022 6:09:42","нет","1253","Technology TT","1253","1"
"TT16416543","Закрыта","25.07.2021 6:10:05","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","23.11.2021 22:10:05","нет","1252","Technology TT","1252","1"
"TT16416544","Закрыта","25.07.2021 6:10:20","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 18:10:20","нет","624","OBO","624","1"
"TT16416549","Закрыта","25.07.2021 6:11:07","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 18:11:07","нет","375","OBO","375","1"
"TT16416550","Закрыта","25.07.2021 6:11:13","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 18:11:13","нет","619","OBO","619","1"
"TT16416551","Закрыта","25.07.2021 6:11:48","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 18:11:48","нет","613","OBO","613","1"
"TT16416562","Закрыта","25.07.2021 6:13:59","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 18:13:59","нет","613","OBO","613","1"
"TT16416570","Закрыта","25.07.2021 6:14:31","Претензия","CCB","Обратная связь на работу оператора КЦ","28.07.2021 6:14:31","нет","7386","Мониторинг","7386","1"
"TT16416578","Закрыта","25.07.2021 6:16:16","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.07.2021 14:16:16","нет","69","OBO","69","1"
"TT16416593","Закрыта","25.07.2021 6:18:24","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","23.11.2021 22:18:24","нет","1244","Technology TT","1244","1"
"TT16416594","Закрыта","25.07.2021 6:18:52","Претензия","CCB","Обратная связь на работу оператора КЦ","28.07.2021 6:18:52","нет","7404","Мониторинг","7404","1"
"TT16416599","Закрыта","25.07.2021 6:19:12","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","04.08.2021 6:19:12","нет","25926","OBO","25926","1"
"TT16416604","Закрыта","25.07.2021 6:20:21","Претензия","Сервисы","Проблемы с www.tele2.ru","29.07.2021 6:20:21","да","82702","PLM_CPC_troubles","67738","3"
"TT16416604","Закрыта","25.07.2021 6:20:21","Претензия","Сервисы","Проблемы с www.tele2.ru","29.07.2021 6:20:21","да","82702","OBO","14068","5"
"TT16416604","Закрыта","25.07.2021 6:20:21","Претензия","Сервисы","Проблемы с www.tele2.ru","29.07.2021 6:20:21","да","82702","NPD_CC_PCI_troubles","896","1"
"TT16416606","Закрыта","25.07.2021 6:20:47","Администрирование","Администрирование B2C","Смена номера","28.07.2021 6:20:47","нет","3480","Tech KYA-ETK","106","1"
"TT16416606","Закрыта","25.07.2021 6:20:47","Администрирование","Администрирование B2C","Смена номера","28.07.2021 6:20:47","нет","3480","OBO","3374","2"
"TT16416612","Закрыта","25.07.2021 6:21:57","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.07.2021 6:21:57","нет","1643","OBO","1643","1"
"TT16416621","Закрыта","25.07.2021 6:23:17","Претензия","Технологическая заявка","Длительные проблемы с сетью","25.07.2022 6:23:17","нет","1239","Technology TT","1239","1"
"TT16416632","Закрыта","25.07.2021 6:24:51","Администрирование","Администрирование B2C","Смена номера","28.07.2021 6:24:51","нет","3480","OBO","3373","2"
"TT16416632","Закрыта","25.07.2021 6:24:51","Администрирование","Администрирование B2C","Смена номера","28.07.2021 6:24:51","нет","3480","Tech KYA-ETK","107","1"
"TT16416633","Закрыта","25.07.2021 6:25:04","Претензия","CCB","Жалоба на сотрудника телемаркетинга","26.07.2021 6:25:04","нет","1237","Technology TT","1237","1"
"TT16416642","Закрыта","25.07.2021 6:28:02","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","09.08.2021 6:28:02","нет","28021","OBO","28021","1"
"TT16416645","Закрыта","25.07.2021 6:28:45","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","23.11.2021 22:28:45","нет","1234","Technology TT","1234","1"
"TT16416646","Закрыта","25.07.2021 6:29:07","Претензия","Телефония","Исходящие местные вызовы","08.08.2021 6:29:07","нет","20132","Tech NSK","1567","1"
"TT16416646","Закрыта","25.07.2021 6:29:07","Претензия","Телефония","Исходящие местные вызовы","08.08.2021 6:29:07","нет","20132","OBO","18565","1"
"TT16416647","Закрыта","25.07.2021 6:29:54","Претензия","Сеть","Поиск сети","28.07.2021 6:29:54","нет","3226","Tech YRL","0","1"
"TT16416647","Закрыта","25.07.2021 6:29:54","Претензия","Сеть","Поиск сети","28.07.2021 6:29:54","нет","3226","OBO","3226","1"
"TT16416648","Закрыта","25.07.2021 6:30:27","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 18:30:27","нет","600","OBO","600","1"
"TT16416649","Закрыта","25.07.2021 6:30:55","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 18:30:55","нет","596","OBO","596","1"
"TT16416650","Закрыта","25.07.2021 6:31:57","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","23.11.2021 22:31:57","нет","1231","Technology TT","1231","1"
"TT16416651","Закрыта","25.07.2021 6:32:09","Претензия","Письменная претензия","Ответ на письменную претензию","24.08.2021 6:32:09","нет","5549","OBO","5549","1"
"TT16416652","Закрыта","25.07.2021 6:32:22","MVNO","Передача данных (MVNO)","Нет соединения","28.07.2021 6:32:22","нет","203","VTB L2","168","1"
"TT16416652","Закрыта","25.07.2021 6:32:22","MVNO","Передача данных (MVNO)","Нет соединения","28.07.2021 6:32:22","нет","203","OBO","35","1"
"TT16416654","Закрыта","25.07.2021 6:35:22","Претензия","CCB","Жалоба на сотрудника телемаркетинга","26.07.2021 6:35:22","нет","1227","Technology TT","1227","1"
"TT16416656","Закрыта","25.07.2021 6:35:34","Претензия","Технологическая заявка","Длительные проблемы с сетью","25.07.2022 6:35:34","нет","1227","Technology TT","1227","1"
"TT16416659","Закрыта","25.07.2021 6:36:11","Претензия","Технологическая заявка","Низкая скорость передачи данных","23.11.2021 22:36:11","нет","1226","Technology TT","1226","1"
"TT16416661","Закрыта","25.07.2021 6:36:36","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.07.2021 6:36:36","нет","2102","OBO","2102","1"
"TT16416663","Закрыта","25.07.2021 6:38:20","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 18:38:20","нет","593","OBO","593","1"
"TT16416665","Закрыта","25.07.2021 6:41:01","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","23.11.2021 22:41:01","нет","1221","Technology TT","1221","1"
"TT16416667","Закрыта","25.07.2021 6:42:35","Администрирование","Документация В2С","Копии документов для Tele2","28.07.2021 6:42:35","нет","38986","OBO","38986","1"
"TT16416676","Закрыта","25.07.2021 6:44:51","Претензия","Телефония","Недостаточно средств","28.07.2021 6:44:51","нет","3208","OBO","3208","1"
"TT16416677","Закрыта","25.07.2021 6:45:03","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","23.11.2021 22:45:03","нет","1217","Technology TT","1217","1"
"TT16416684","Закрыта","25.07.2021 6:46:00","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.07.2021 6:46:00","нет","3268","OBO","3268","1"
"TT16416685","Закрыта","25.07.2021 6:46:21","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","04.08.2021 6:46:21","нет","13322","OBO","13322","1"
"TT16416686","Закрыта","25.07.2021 6:46:32","Претензия","CCB","Жалоба на сотрудника телемаркетинга","26.07.2021 6:46:32","нет","1216","Technology TT","1216","1"
"TT16416689","Закрыта","25.07.2021 6:47:19","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.07.2021 6:47:19","нет","2093","OBO","2093","1"
"TT16416690","Закрыта","25.07.2021 6:47:51","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.07.2021 6:47:51","нет","2094","OBO","2094","1"
"TT16416698","Закрыта","25.07.2021 6:50:26","Претензия","CCB","Жалоба на сотрудника телемаркетинга","26.07.2021 6:50:26","нет","1212","Technology TT","1212","1"
"TT16416700","Закрыта","25.07.2021 6:52:52","Администрирование","Администрирование B2C","Заявка на замену сим 4G","28.07.2021 6:52:52","нет","3329","OBO","3329","1"
"TT16416703","Закрыта","25.07.2021 6:54:50","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.07.2021 6:54:50","нет","2089","OBO","2089","1"
"TT16416704","Закрыта","25.07.2021 6:55:58","Претензия","Личный кабинет","Проблема в работе ЛК","29.07.2021 6:55:58","нет","1882","OBO","1882","1"
"TT16416705","Закрыта","25.07.2021 6:56:15","Претензия","CCB","Обратная связь на работу оператора КЦ","28.07.2021 6:56:15","нет","6629","Мониторинг","6629","1"
"TT16416706","Закрыта","25.07.2021 6:56:58","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.07.2021 6:56:58","нет","2088","OBO","2088","1"
"TT16416709","Закрыта","25.07.2021 6:59:14","Претензия","Претензии к дилеру","Некорректная информация","01.08.2021 6:59:14","нет","9474","OBO","9474","1"
"TT16416710","Закрыта","25.07.2021 6:59:24","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 18:59:24","нет","607","OBO","607","1"
"TT16416711","Закрыта","25.07.2021 7:00:02","Претензия","CCB","Обратная связь на работу оператора КЦ","28.07.2021 7:00:02","нет","7558","Мониторинг","7558","1"
"TT16416712","Закрыта","25.07.2021 7:00:08","Претензия","Телефония","Не поступают входящие вызовы","28.07.2021 7:00:08","нет","3202","OBO","3202","1"
"TT16416712","Закрыта","25.07.2021 7:00:08","Претензия","Телефония","Не поступают входящие вызовы","28.07.2021 7:00:08","нет","3202","Tech KEM","0","1"
"TT16416713","Закрыта","25.07.2021 7:01:06","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 19:01:06","нет","571","OBO","571","1"
"TT16416715","Закрыта","25.07.2021 7:01:45","Претензия","Телефония","Шумы, помехи","08.08.2021 7:01:45","нет","20131","Tech KYA-ETK","68","1"
"TT16416715","Закрыта","25.07.2021 7:01:45","Претензия","Телефония","Шумы, помехи","08.08.2021 7:01:45","нет","20131","Tech KHA-TYV","4792","1"
"TT16416715","Закрыта","25.07.2021 7:01:45","Претензия","Телефония","Шумы, помехи","08.08.2021 7:01:45","нет","20131","OBO","15271","2"
"TT16416718","Закрыта","25.07.2021 7:01:56","Администрирование","Документация В2С","Копии документов для Tele2","28.07.2021 7:01:56","да","42096","BO KEM","432","1"
"TT16416718","Закрыта","25.07.2021 7:01:56","Администрирование","Документация В2С","Копии документов для Tele2","28.07.2021 7:01:56","да","42096","OBO","41664","2"
"TT16416719","Закрыта","25.07.2021 7:01:57","Претензия","Тарификация","Роуминг","29.07.2021 7:01:57","нет","364","OBO","364","1"
"TT16416720","Закрыта","25.07.2021 7:02:03","Претензия","Тарификация","Роуминг","29.07.2021 7:02:03","нет","367","OBO","367","1"
"TT16416731","Закрыта","25.07.2021 7:04:58","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.07.2021 7:04:58","нет","2088","OBO","2088","1"
"TT16416732","Закрыта","25.07.2021 7:06:14","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 19:06:14","нет","563","OBO","563","1"
"TT16416733","Закрыта","25.07.2021 7:06:25","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 19:06:25","нет","570","OBO","570","1"
"TT16416736","Закрыта","25.07.2021 7:08:31","Претензия","Технологическая заявка","Длительные проблемы с сетью","25.07.2022 7:08:31","нет","1194","Technology TT","1194","1"
"TT16416737","Закрыта","25.07.2021 7:09:07","Претензия","CCB","Обратная связь на работу оператора КЦ","28.07.2021 7:09:07","нет","7275","Мониторинг","7275","1"
"TT16416738","Закрыта","25.07.2021 7:09:19","Администрирование","Администрирование B2C","Корректировка регистрационных данных","27.07.2021 7:09:19","нет","953","OBO","953","1"
"TT16416739","Закрыта","25.07.2021 7:09:39","Претензия","CCB","Жалоба на сотрудника телемаркетинга","26.07.2021 7:09:39","нет","1193","Technology TT","1193","1"
"TT16416743","Закрыта","25.07.2021 7:09:56","Администрирование","Администрирование B2C","Закрытие абонента","04.08.2021 7:09:56","нет","13302","OBO","13302","1"
"TT16416744","Закрыта","25.07.2021 7:10:34","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 19:10:34","нет","561","OBO","561","1"
"TT16416746","Закрыта","25.07.2021 7:11:14","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 19:11:14","нет","558","OBO","558","1"
"TT16416749","Закрыта","25.07.2021 7:12:45","Претензия","Письменная претензия","Ответ на письменную претензию","24.08.2021 7:12:45","нет","7438","OBO","7438","1"
"TT16416757","Закрыта","25.07.2021 7:14:13","Претензия","Контент","Абонент ничего не заказывал","27.07.2021 19:14:13","нет","559","OBO","559","1"
"TT16416758","Закрыта","25.07.2021 7:14:23","Претензия","Претензии к дилеру","Некорректная информация","01.08.2021 7:14:23","нет","9464","OBO","9464","1"
"TT16416760","Закрыта","25.07.2021 7:14:53","Администрирование","Администрирование B2C","Ошибочный наличный платёж","25.07.2021 15:14:53","нет","92","OBO","92","1"
"TT16416762","Закрыта","25.07.2021 7:15:30","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","23.11.2021 23:15:30","нет","1187","Technology TT","1187","1"
"TT16416765","Закрыта","25.07.2021 7:16:08","Претензия","Технологическая заявка","Проблема с безлимитными опциями","25.07.2022 7:16:08","нет","1186","Technology TT","1186","1"
"TT16416768","Закрыта","25.07.2021 7:17:41","Администрирование","Администрирование B2C","Заявка на замену сим 4G","28.07.2021 7:17:41","нет","3311","OBO","3311","1"
"TT16416770","Закрыта","25.07.2021 7:18:00","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","30.07.2021 7:18:00","нет","1594","OBO","1594","1"
"TT16416775","Закрыта","25.07.2021 7:19:04","Претензия","Телефония","Шумы, помехи","08.08.2021 7:19:04","нет","20122","OBO","20122","1"
"TT16416775","Закрыта","25.07.2021 7:19:04","Претензия","Телефония","Шумы, помехи","08.08.2021 7:19:04","нет","20122","Tech BRT","0","1"
"TT16416778","Закрыта","25.07.2021 7:19:39","MVNO","Телефония (MVNO)","Исходящие местные вызовы","08.08.2021 7:19:39","нет","17375","MVNO.CP","9","1"
"TT16416778","Закрыта","25.07.2021 7:19:39","MVNO","Телефония (MVNO)","Исходящие местные вызовы","08.08.2021 7:19:39","нет","17375","VTB L2","8155","3"
"TT16416778","Закрыта","25.07.2021 7:19:39","MVNO","Телефония (MVNO)","Исходящие местные вызовы","08.08.2021 7:19:39","нет","17375","Tech MOS","1996","3"
"TT16416778","Закрыта","25.07.2021 7:19:39","MVNO","Телефония (MVNO)","Исходящие местные вызовы","08.08.2021 7:19:39","нет","17375","OBO","7215","4"
