"НОМЕР ЗАЯВКИ","СТАТУС","ДАТА РЕГИСТРАЦИИ","ТИП ОБРАЩЕНИЯ","СЕРВИС","КРАТКОЕ ОПИСАНИЕ ПРОБЛЕМЫ","СРОК РЕШЕНИЯ","ПРОСРОЧЕН","ОБЩЕЕ ВРЕМЯ ОБРАБОТКИ (МИН.)","ГРУППА","ВРЕМЯ ОБРАБОТКИ ГРУППОЙ (МИН.)","КОЛ-ВО НАЗНАЧЕНИЙ НА ГРУППУ"
"TT16431812","Закрыта","27.07.2021 3:00:46","Претензия","Тарификация","Текущие акции компании","31.07.2021 3:00:46","нет","30","OBO","30","1"
"TT16431815","Закрыта","27.07.2021 3:03:47","Претензия","Телефония","Недостаточно средств","30.07.2021 3:03:47","нет","2904","OBO","2904","1"
"TT16431816","Закрыта","27.07.2021 3:03:50","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","06.08.2021 3:03:50","нет","13804","BO MOS","13804","1"
"TT16431817","Закрыта","27.07.2021 3:06:21","Претензия","CCB","Обратная связь на работу оператора КЦ","30.07.2021 3:06:21","нет","9083","Мониторинг","9083","1"
"TT16431818","Закрыта","27.07.2021 3:07:21","Администрирование","Администрирование B2C","Корректировка регистрационных данных","29.07.2021 3:07:21","нет","2194","OBO","2194","1"
"TT16431820","Закрыта","27.07.2021 3:09:25","Претензия","Мобильные переводы и оплата","Не удалось выполнить перевод/платеж","01.08.2021 3:09:25","нет","4906","OBO","4906","1"
"TT16431823","Закрыта","27.07.2021 3:13:33","Претензия","CCB","Обратная связь на работу оператора КЦ","30.07.2021 3:13:33","нет","9087","Мониторинг","9087","1"
"TT16431824","Закрыта","27.07.2021 3:14:18","Претензия","CCB","Обратная связь на работу оператора КЦ","30.07.2021 3:14:18","нет","9095","Мониторинг","9095","1"
"TT16431825","Закрыта","27.07.2021 3:14:19","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","25.11.2021 19:14:19","нет","1427","Technology TT","1427","1"
"TT16431827","Назначена на группу","27.07.2021 3:23:12","Претензия","Личный кабинет","Проблема в работе ЛК","31.07.2021 3:23:12","нет","81017","OBO","2983","2"
"TT16431827","Назначена на группу","27.07.2021 3:23:12","Претензия","Личный кабинет","Проблема в работе ЛК","31.07.2021 3:23:12","нет","81017","Billing Support","34742","1"
"TT16431827","Назначена на группу","27.07.2021 3:23:12","Претензия","Личный кабинет","Проблема в работе ЛК","31.07.2021 3:23:12","нет","81017","WEB Support","43292","3"
"TT16431848","Закрыта","27.07.2021 3:26:16","Претензия","Технологическая заявка","Длительные проблемы с сетью","27.07.2022 3:26:16","нет","1415","Technology TT","1415","1"
"TT16431850","Закрыта","27.07.2021 3:31:52","Претензия","CCB","Обратная связь на работу оператора КЦ","30.07.2021 3:31:52","нет","9086","Мониторинг","9086","1"
"TT16431853","Закрыта","27.07.2021 3:38:01","Администрирование","Администрирование B2B","Закон Кудрявцева. Предоставление списка номеров","28.07.2021 3:38:01","нет","660","CKBO B2B","660","1"
"TT16431856","Закрыта","27.07.2021 3:48:51","Администрирование","Администрирование B2B","Закон Кудрявцева. Предоставление списка номеров","28.07.2021 3:48:51","нет","684","CKBO B2B","684","1"
"TT16431857","Закрыта","27.07.2021 3:49:43","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 15:49:43","нет","405","OBO","405","1"
"TT16431858","Закрыта","27.07.2021 3:51:31","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.11.2021 19:51:31","нет","1390","Technology TT","1390","1"
"TT16431859","Закрыта","27.07.2021 3:53:52","Администрирование","Администрирование B2B","Перенос денежных средств","28.07.2021 3:53:52","нет","10","CKBO B2B","10","1"
"TT16431861","Закрыта","27.07.2021 3:54:30","Администрирование","Администрирование B2B","Закон Кудрявцева. Предоставление списка номеров","28.07.2021 3:54:30","нет","690","CKBO B2B","690","1"
"TT16431862","Закрыта","27.07.2021 3:54:36","Претензия","Интернет магазин","Жалоба на сайт ИМ","30.07.2021 3:54:36","нет","453","OBO","362","2"
"TT16431862","Закрыта","27.07.2021 3:54:36","Претензия","Интернет магазин","Жалоба на сайт ИМ","30.07.2021 3:54:36","нет","453","Интернет магазин МР СЗ","91","1"
"TT16431864","Закрыта","27.07.2021 3:57:29","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 15:57:29","нет","385","OBO","385","1"
"TT16431867","Закрыта","27.07.2021 4:01:24","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 16:01:24","нет","385","OBO","385","1"
"TT16431873","Закрыта","27.07.2021 4:08:20","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","01.08.2021 4:08:20","нет","2071","OBO","2071","1"
"TT16431892","Закрыта","27.07.2021 4:11:42","Администрирование","Администрирование B2C","Корректировка регистрационных данных","29.07.2021 4:11:42","нет","2133","OBO","2133","1"
"TT16431895","Закрыта","27.07.2021 4:12:29","Претензия","Технологическая заявка","Удержание MNP – Отмена переноса номера по желанию абонента (внутренний MNP)","25.11.2021 20:12:29","нет","1369","Technology TT","1369","1"
"TT16431900","Закрыта","27.07.2021 4:13:46","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","06.08.2021 4:13:46","нет","13218","OBO","13218","1"
"TT16431902","Закрыта","27.07.2021 4:14:07","MVNO","Передача данных (MVNO)","Низкая скорость","30.07.2021 4:14:07","нет","2273","OBO","368","2"
"TT16431902","Закрыта","27.07.2021 4:14:07","MVNO","Передача данных (MVNO)","Низкая скорость","30.07.2021 4:14:07","нет","2273","RT L2","1905","1"
"TT16431902","Закрыта","27.07.2021 4:14:07","MVNO","Передача данных (MVNO)","Низкая скорость","30.07.2021 4:14:07","нет","2273","Tech ORL","0","1"
"TT16431904","Закрыта","27.07.2021 4:15:18","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.11.2021 20:15:18","нет","1366","Technology TT","1366","1"
"TT16431907","Закрыта","27.07.2021 4:16:38","Претензия","Сеть","Поиск сети","30.07.2021 4:16:38","нет","434","OBO","177","1"
"TT16431907","Закрыта","27.07.2021 4:16:38","Претензия","Сеть","Поиск сети","30.07.2021 4:16:38","нет","434","Tech KRA","257","1"
"TT16431910","Закрыта","27.07.2021 4:17:54","Администрирование","Администрирование B2B","Заявка от действующего клиента","28.07.2021 4:17:54","нет","13","Telesales","13","1"
"TT16431912","Закрыта","27.07.2021 4:18:47","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","25.11.2021 20:18:47","нет","1363","Technology TT","1363","1"
"TT16431913","Закрыта","27.07.2021 4:18:48","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","06.08.2021 4:18:48","нет","13216","OBO","13216","1"
"TT16431925","Закрыта","27.07.2021 4:20:13","Претензия","CCB","Обратная связь на работу оператора КЦ","30.07.2021 4:20:13","нет","9043","Мониторинг","9043","1"
"TT16431941","Закрыта","27.07.2021 4:21:45","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","25.11.2021 20:21:45","нет","1360","Technology TT","1360","1"
"TT16431944","Закрыта","27.07.2021 4:24:31","Администрирование","Администрирование B2B","Разблокировка номеров","30.07.2021 16:24:31","нет","4956","B2B Admin","4956","1"
"TT16431946","Закрыта","27.07.2021 4:26:37","Претензия","Передача данных","Нет соединения 4G","30.07.2021 4:26:37","нет","3441","OBO","3441","1"
"TT16431948","Закрыта","27.07.2021 4:27:34","Претензия","Интернет магазин","Жалоба на сайт ИМ","30.07.2021 4:27:34","нет","2144","OBO","892","2"
"TT16431948","Закрыта","27.07.2021 4:27:34","Претензия","Интернет магазин","Жалоба на сайт ИМ","30.07.2021 4:27:34","нет","2144","Интернет магазин МР Урал","1252","1"
"TT16431951","Закрыта","27.07.2021 4:28:15","Администрирование","Администрирование B2C","Перечисление на номер телефона","11.08.2021 4:28:15","нет","11989","OBO","11989","1"
"TT16431952","Закрыта","27.07.2021 4:28:24","Претензия","Сервисы","Ошибка заявок","30.07.2021 4:28:24","нет","1797","OBO","1797","1"
"TT16431956","Закрыта","27.07.2021 4:31:07","MVNO","Телефония (MVNO)","Исходящие МГ/МН вызовы","30.07.2021 4:31:07","нет","12018","Tech MOS","10","1"
"TT16431956","Закрыта","27.07.2021 4:31:07","MVNO","Телефония (MVNO)","Исходящие МГ/МН вызовы","30.07.2021 4:31:07","нет","12018","OBO","486","2"
"TT16431956","Закрыта","27.07.2021 4:31:07","MVNO","Телефония (MVNO)","Исходящие МГ/МН вызовы","30.07.2021 4:31:07","нет","12018","VTB L2","11522","2"
"TT16431958","Закрыта","27.07.2021 4:32:04","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","25.11.2021 20:32:04","нет","1349","Technology TT","1349","1"
"TT16431967","Закрыта","27.07.2021 4:34:49","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 16:34:49","нет","366","OBO","366","1"
"TT16431969","Закрыта","27.07.2021 4:35:50","Претензия","CCB","Требуется ОС от старшего","28.07.2021 4:35:50","нет","560","Contact_Center","560","1"
"TT16431971","Закрыта","27.07.2021 4:36:21","Претензия","CCB","Обратная связь на работу оператора КЦ","30.07.2021 4:36:21","нет","11762","Мониторинг","11762","1"
"TT16431979","Закрыта","27.07.2021 4:38:04","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 16:38:04","нет","352","OBO","352","1"
"TT16431990","Закрыта","27.07.2021 4:41:28","Администрирование","Администрирование B2B","Закон Кудрявцева. Предоставление списка номеров","28.07.2021 4:41:28","нет","677","CKBO B2B","677","1"
"TT16431992","Закрыта","27.07.2021 4:42:30","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","25.11.2021 20:42:30","нет","1339","Technology TT","1339","1"
"TT16432000","Закрыта","27.07.2021 4:46:22","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.11.2021 20:46:22","нет","1335","Technology TT","1335","1"
"TT16432001","Новый","27.07.2021 4:46:51","Администрирование","Администрирование B2B","Заявка от действующего клиента","","нет","","","",""
"TT16432004","Закрыта","27.07.2021 4:48:06","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 16:48:06","нет","346","OBO","346","1"
"TT16432008","Закрыта","27.07.2021 4:51:14","Администрирование","ГОЗ (corpzapros)","Доподключение новых номеров","28.07.2021 4:51:14","нет","9","Corp LIP","9","1"
"TT16432009","Закрыта","27.07.2021 4:51:48","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 16:51:48","нет","345","OBO","345","1"
"TT16432011","Закрыта","27.07.2021 4:52:32","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","01.08.2021 4:52:32","нет","418","OBO","418","1"
"TT16432015","Закрыта","27.07.2021 4:55:30","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.11.2021 20:55:30","нет","1326","Technology TT","1326","1"
"TT16432016","Закрыта","27.07.2021 4:56:32","Администрирование","Администрирование B2B","Закон Кудрявцева. Предоставление списка номеров","04.08.2021 4:56:32","нет","1483","CKBO B2B","1483","1"
"TT16432032","Закрыта","27.07.2021 5:03:41","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 17:03:41","нет","334","OBO","334","1"
"TT16432033","Закрыта","27.07.2021 5:04:22","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.11.2021 21:04:22","нет","1317","Technology TT","1317","1"
"TT16432034","Закрыта","27.07.2021 5:06:06","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 17:06:06","нет","329","OBO","329","1"
"TT16432035","Закрыта","27.07.2021 5:06:27","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.11.2021 21:06:27","нет","1315","Technology TT","1315","1"
"TT16432036","Закрыта","27.07.2021 5:06:35","Администрирование","Администрирование B2C","Корректировка регистрационных данных","29.07.2021 5:06:35","нет","2077","OBO","2077","1"
"TT16432042","Закрыта","27.07.2021 5:10:34","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","06.08.2021 5:10:34","нет","13390","OBO","13390","1"
"TT16432045","Закрыта","27.07.2021 5:11:17","Претензия","Технологическая заявка","Длительные проблемы с сетью","27.07.2022 5:11:17","нет","1310","Technology TT","1310","1"
"TT16432046","Закрыта","27.07.2021 5:11:33","Администрирование","Администрирование B2B","Бизнес окружение подключение","29.07.2021 5:11:33","нет","2785","B2B Admin","2785","1"
"TT16432052","Закрыта","27.07.2021 5:13:18","Администрирование","Администрирование B2C","Корректировка регистрационных данных","29.07.2021 5:13:18","нет","2074","OBO","2074","1"
"TT16432054","Закрыта","27.07.2021 5:15:51","Претензия","CCB","Жалоба на сотрудника телемаркетинга","28.07.2021 5:15:51","нет","1306","Technology TT","1306","1"
"TT16432055","Закрыта","27.07.2021 5:16:08","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 17:16:08","нет","323","OBO","323","1"
"TT16432056","Закрыта","27.07.2021 5:16:24","Претензия","NPS","Передача данных - Нет соединения","27.07.2022 5:16:24","нет","1305","NPS","1305","1"
"TT16432057","Закрыта","27.07.2021 5:17:08","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","06.08.2021 5:17:08","нет","13385","OBO","13385","1"
"TT16432062","Закрыта","27.07.2021 5:18:14","Претензия","Телефония","Не поступают входящие вызовы","30.07.2021 5:18:14","нет","3071","Tech OMS","122","1"
"TT16432062","Закрыта","27.07.2021 5:18:14","Претензия","Телефония","Не поступают входящие вызовы","30.07.2021 5:18:14","нет","3071","OBO","2949","1"
"TT16432063","Закрыта","27.07.2021 5:18:32","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 17:18:32","нет","322","OBO","322","1"
"TT16432064","Закрыта","27.07.2021 5:18:48","Претензия","Телефония","Тишина МГ/МН","30.07.2021 5:18:48","нет","1561","OBO","1493","1"
"TT16432064","Закрыта","27.07.2021 5:18:48","Претензия","Телефония","Тишина МГ/МН","30.07.2021 5:18:48","нет","1561","Tech IRK","68","1"
"TT16432065","Закрыта","27.07.2021 5:19:56","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","25.11.2021 21:19:56","нет","1302","Technology TT","1302","1"
"TT16432068","Закрыта","27.07.2021 5:22:25","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","06.08.2021 5:22:25","нет","13390","OBO","13390","1"
"TT16432069","Закрыта","27.07.2021 5:22:42","Администрирование","Одобрение ЭРФ","Переоформление","28.07.2021 5:22:42","нет","481","OBO","481","1"
"TT16432070","Закрыта","27.07.2021 5:22:47","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 17:22:47","нет","320","OBO","320","1"
"TT16432071","Закрыта","27.07.2021 5:23:40","Претензия","CCB","Обратная связь на работу оператора КЦ","30.07.2021 5:23:40","нет","9477","Мониторинг","9477","1"
"TT16432072","Закрыта","27.07.2021 5:23:44","Претензия","NPS","Передача данных - Нет соединения","27.07.2022 5:23:44","нет","1298","NPS","1298","1"
"TT16432073","Закрыта","27.07.2021 5:25:02","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","01.08.2021 5:25:02","нет","389","OBO","389","1"
"TT16432074","Закрыта","27.07.2021 5:25:20","Администрирование","Администрирование B2C","Ошибочный наличный платёж","27.07.2021 13:25:20","нет","25","OBO","25","1"
"TT16432075","Закрыта","27.07.2021 5:25:42","Администрирование","Администрирование B2C","Корректировка регистрационных данных","29.07.2021 5:25:42","нет","2062","OBO","2062","1"
"TT16432077","Закрыта","27.07.2021 5:26:54","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 17:26:54","нет","329","OBO","329","1"
"TT16432078","Закрыта","27.07.2021 5:27:26","Претензия","USSD","Прочие команды","31.07.2021 5:27:26","нет","595","Billing Support","220","1"
"TT16432078","Закрыта","27.07.2021 5:27:26","Претензия","USSD","Прочие команды","31.07.2021 5:27:26","нет","595","OBO","375","2"
"TT16432079","Закрыта","27.07.2021 5:27:58","Претензия","Сеть","Поиск сети","30.07.2021 5:27:58","нет","3044","OBO","3037","1"
"TT16432079","Закрыта","27.07.2021 5:27:58","Претензия","Сеть","Поиск сети","30.07.2021 5:27:58","нет","3044","Tech KYA-ETK","7","1"
"TT16432080","Закрыта","27.07.2021 5:28:07","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","01.08.2021 5:28:07","нет","389","OBO","389","1"
"TT16432081","Закрыта","27.07.2021 5:28:19","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 17:28:19","нет","315","OBO","315","1"
"TT16432082","Закрыта","27.07.2021 5:28:39","Администрирование","Администрирование B2C","Корректировка регистрационных данных","29.07.2021 5:28:39","нет","2061","OBO","2061","1"
"TT16432083","Закрыта","27.07.2021 5:30:18","Администрирование","Администрирование B2C","Корректировка регистрационных данных","29.07.2021 5:30:18","нет","2062","OBO","2062","1"
"TT16432084","Закрыта","27.07.2021 5:30:25","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","25.11.2021 21:30:25","нет","1291","Technology TT","1291","1"
"TT16432085","Закрыта","27.07.2021 5:30:28","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","01.08.2021 5:30:28","нет","391","OBO","391","1"
"TT16432086","Закрыта","27.07.2021 5:30:50","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","01.08.2021 5:30:50","нет","388","OBO","388","1"
"TT16432088","Закрыта","27.07.2021 5:31:33","Претензия","Технологическая заявка","Длительные проблемы с сетью","27.07.2022 5:31:33","нет","1290","Technology TT","1290","1"
"TT16432089","Закрыта","27.07.2021 5:31:35","Претензия","Передача данных","Нет соединения 4G","30.07.2021 5:31:35","нет","3390","OBO","3390","1"
"TT16432090","Закрыта","27.07.2021 5:32:05","Администрирование","Администрирование B2C","Корректировка регистрационных данных","29.07.2021 5:32:05","нет","2058","OBO","2058","1"
"TT16432092","Закрыта","27.07.2021 5:33:49","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.11.2021 21:33:49","нет","1288","Technology TT","1288","1"
"TT16432098","Закрыта","27.07.2021 5:34:01","Претензия","CCB","Жалоба на сотрудника телемаркетинга","28.07.2021 5:34:01","нет","1287","Technology TT","1287","1"
"TT16432102","Закрыта","27.07.2021 5:35:47","Администрирование","Администрирование B2B","Возврат средств на р/с клиента","04.08.2021 5:35:47","нет","9804","CKBO B2B","183","2"
"TT16432102","Закрыта","27.07.2021 5:35:47","Администрирование","Администрирование B2B","Возврат средств на р/с клиента","04.08.2021 5:35:47","нет","9804","Corp KEM","9621","2"
"TT16432103","Закрыта","27.07.2021 5:36:29","Претензия","NPS","Передача данных - Нет соединения","27.07.2022 5:36:29","нет","1285","NPS","1285","1"
"TT16432105","Закрыта","27.07.2021 5:37:29","Претензия","Личный кабинет","Проблема в работе ЛК","31.07.2021 5:37:29","нет","478","OBO","478","1"
"TT16432106","Закрыта","27.07.2021 5:37:45","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","01.08.2021 5:37:45","нет","390","OBO","390","1"
"TT16432107","Закрыта","27.07.2021 5:37:47","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 17:37:47","нет","306","OBO","306","1"
"TT16432108","Закрыта","27.07.2021 5:38:21","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.11.2021 21:38:21","нет","1283","Technology TT","1283","1"
"TT16432110","Закрыта","27.07.2021 5:40:27","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.11.2021 21:40:27","нет","1281","Technology TT","1281","1"
"TT16432112","Закрыта","27.07.2021 5:42:28","Администрирование","Администрирование B2B","Закон Кудрявцева. Предоставление списка номеров","28.07.2021 5:42:28","нет","1373","CKBO B2B","1373","1"
"TT16432113","Закрыта","27.07.2021 5:43:10","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 17:43:10","нет","324","OBO","324","1"
"TT16432114","Закрыта","27.07.2021 5:44:04","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","25.11.2021 21:44:04","нет","1277","Technology TT","1277","1"
"TT16432115","Закрыта","27.07.2021 5:44:13","Администрирование","Администрирование B2C","Корректировка регистрационных данных","29.07.2021 5:44:13","нет","2047","OBO","2047","1"
"TT16432117","Закрыта","27.07.2021 5:45:11","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","01.08.2021 5:45:11","нет","386","OBO","386","1"
"TT16432121","Закрыта","27.07.2021 5:47:32","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 17:47:32","нет","299","OBO","299","1"
"TT16432126","Закрыта","27.07.2021 5:48:59","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 17:48:59","нет","1998","OBO","1998","1"
"TT16432127","Закрыта","27.07.2021 5:49:27","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","06.08.2021 5:49:27","нет","13377","OBO","13377","1"
"TT16432128","Закрыта","27.07.2021 5:50:03","Претензия","SMS","Не отправить SMS на Tele2","28.07.2021 5:50:03","нет","382","OBO","382","1"
"TT16432129","Закрыта","27.07.2021 5:50:07","Претензия","CCB","Обратная связь на работу оператора КЦ","30.07.2021 5:50:07","нет","8959","Мониторинг","8959","1"
"TT16432133","Закрыта","27.07.2021 5:50:20","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.11.2021 21:50:20","нет","1271","Technology TT","1271","1"
"TT16432134","Закрыта","27.07.2021 5:50:25","Претензия","CCB","Жалоба на сотрудника телемаркетинга","28.07.2021 5:50:25","нет","1271","Technology TT","1271","1"
"TT16432136","Закрыта","27.07.2021 5:50:53","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","26.09.2021 5:50:53","нет","77038","Координатор OBO","5","1"
"TT16432136","Закрыта","27.07.2021 5:50:53","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","26.09.2021 5:50:53","нет","77038","OBO","77033","2"
"TT16432139","Закрыта","27.07.2021 5:51:51","Администрирование","Администрирование B2B","Смена тарифного плана","03.08.2021 17:51:51","нет","6461","B2B Admin","6460","2"
"TT16432139","Закрыта","27.07.2021 5:51:51","Администрирование","Администрирование B2B","Смена тарифного плана","03.08.2021 17:51:51","нет","6461","Corp BRN","1","1"
"TT16432141","Закрыта","27.07.2021 5:52:50","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на банковские реквизиты)","06.08.2021 5:52:50","нет","25997","OBO","25997","1"
"TT16432146","Закрыта","27.07.2021 5:53:46","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 17:53:46","нет","299","OBO","299","1"
"TT16432147","Закрыта","27.07.2021 5:55:00","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","06.08.2021 5:55:00","нет","13783","OBO","13783","1"
"TT16432148","Закрыта","27.07.2021 5:55:53","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 17:55:53","нет","294","OBO","294","1"
"TT16432151","Закрыта","27.07.2021 5:57:07","Администрирование","Администрирование B2C","Ошибочный наличный платёж","27.07.2021 13:57:07","нет","6","OBO","6","1"
"TT16432154","Закрыта","27.07.2021 5:57:28","Администрирование","Администрирование B2C","Корректировка регистрационных данных","29.07.2021 5:57:28","нет","2036","OBO","2036","1"
"TT16432156","Закрыта","27.07.2021 5:59:44","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 17:59:44","нет","294","OBO","294","1"
"TT16432157","Закрыта","27.07.2021 6:00:03","Претензия","Технологическая заявка","Длительные проблемы с сетью","27.07.2022 6:00:03","нет","1261","Technology TT","1261","1"
"TT16432158","Закрыта","27.07.2021 6:00:17","Администрирование","Администрирование B2C","Регистрационная форма","29.07.2021 6:00:17","нет","2092","OBO","2092","1"
"TT16432159","Закрыта","27.07.2021 6:00:36","Претензия","Передача данных","Нет соединения 4G","30.07.2021 6:00:36","нет","3445","OBO","3429","2"
"TT16432159","Закрыта","27.07.2021 6:00:36","Претензия","Передача данных","Нет соединения 4G","30.07.2021 6:00:36","нет","3445","Tech KEM","16","1"
"TT16432160","Закрыта","27.07.2021 6:00:53","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","06.08.2021 6:00:53","нет","14293","OBO","14293","1"
"TT16432161","Закрыта","27.07.2021 6:01:12","Претензия","Претензии к дилеру","Некорректная информация","03.08.2021 6:01:12","нет","9478","OBO","9478","1"
"TT16432164","Закрыта","27.07.2021 6:01:34","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 18:01:34","нет","295","OBO","295","1"
"TT16432165","Закрыта","27.07.2021 6:01:38","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 18:01:38","нет","302","OBO","302","1"
"TT16432166","Закрыта","27.07.2021 6:01:45","Претензия","CCB","Для Digital: помощь с заказом","28.07.2021 6:01:45","нет","188","E-Shop","188","1"
"TT16432167","Закрыта","27.07.2021 6:02:55","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","25.11.2021 22:02:55","нет","1259","Technology TT","1259","1"
"TT16432168","Закрыта","27.07.2021 6:03:04","Администрирование","Администрирование B2B","Отправка разовых счетов ЭЦП","31.07.2021 6:03:04","нет","457","B2B Admin","453","1"
"TT16432168","Закрыта","27.07.2021 6:03:04","Администрирование","Администрирование B2B","Отправка разовых счетов ЭЦП","31.07.2021 6:03:04","нет","457","Corp BRT","4","1"
"TT16432169","Закрыта","27.07.2021 6:03:43","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 18:03:43","нет","295","OBO","295","1"
"TT16432171","Закрыта","27.07.2021 6:04:41","Претензия","Претензии к дилеру","Не выполнена операция клиента","03.08.2021 6:04:41","нет","20659","OBO","20659","1"
"TT16432172","Закрыта","27.07.2021 6:05:15","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","06.08.2021 6:05:15","нет","14290","OBO","14290","1"
"TT16432173","Закрыта","27.07.2021 6:05:28","MVNO","SMS (MVNO)","Не отправить SMS","28.07.2021 6:05:28","нет","5076","OBO","134","1"
"TT16432173","Закрыта","27.07.2021 6:05:28","MVNO","SMS (MVNO)","Не отправить SMS","28.07.2021 6:05:28","нет","5076","RT L2","4942","1"
"TT16432174","Закрыта","27.07.2021 6:06:14","Администрирование","Администрирование B2B","Изменение реквизитов Юр. лица, в т.ч. данных ген. Директора","31.07.2021 6:06:14","нет","5017","B2B Admin","5009","2"
"TT16432174","Закрыта","27.07.2021 6:06:14","Администрирование","Администрирование B2B","Изменение реквизитов Юр. лица, в т.ч. данных ген. Директора","31.07.2021 6:06:14","нет","5017","Corp KYA-ETK","8","1"
"TT16432178","Закрыта","27.07.2021 6:06:46","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 18:06:46","нет","1083","OBO","1083","1"
"TT16432179","Закрыта","27.07.2021 6:07:44","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","06.08.2021 6:07:44","нет","14290","OBO","14290","1"
"TT16432181","Закрыта","27.07.2021 6:07:54","Претензия","CCB","Обратная связь на работу оператора КЦ","30.07.2021 6:07:54","нет","13571","Мониторинг","13571","1"
"TT16432182","Закрыта","27.07.2021 6:08:01","Претензия","Технологическая заявка","Низкая скорость передачи данных","25.11.2021 22:08:01","нет","1253","Technology TT","1253","1"
"TT16432184","Закрыта","27.07.2021 6:08:24","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 18:08:24","нет","293","OBO","293","1"
"TT16432185","Закрыта","27.07.2021 6:08:39","Претензия","Контент","Абонент ничего не заказывал","29.07.2021 18:08:39","нет","306","OBO","306","1"
"TT16432186","Закрыта","27.07.2021 6:10:06","Администрирование","Администрирование B2C","Ошибочный наличный платёж","27.07.2021 14:10:06","нет","11","OBO","11","1"
