"НОМЕР ЗАЯВКИ","СТАТУС","ДАТА РЕГИСТРАЦИИ","ТИП ОБРАЩЕНИЯ","СЕРВИС","КРАТКОЕ ОПИСАНИЕ ПРОБЛЕМЫ","СРОК РЕШЕНИЯ","ПРОСРОЧЕН","ОБЩЕЕ ВРЕМЯ ОБРАБОТКИ (МИН.)","ГРУППА","ВРЕМЯ ОБРАБОТКИ ГРУППОЙ (МИН.)","КОЛ-ВО НАЗНАЧЕНИЙ НА ГРУППУ"
"TT16442655","Закрыта","28.07.2021 8:03:09","Претензия","NPS","Передача данных - Нет соединения","28.07.2022 8:03:09","нет","1137","NPS","1137","1"
"TT16442658","Закрыта","28.07.2021 8:03:25","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","12.08.2021 8:03:25","нет","12732","OBO","12732","1"
"TT16442659","Назначена на группу","28.07.2021 8:03:29","Претензия","Технологическая заявка","Подключение услуги Стопфрод","29.07.2021 8:03:29","нет","0","ФЗ-115","0","1"
"TT16442660","Закрыта","28.07.2021 8:03:33","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","02.08.2021 8:03:33","нет","205","OBO","205","1"
"TT16442661","Закрыта","28.07.2021 8:03:33","Претензия","NPS","Передача данных - Низкая скорость","28.07.2022 8:03:33","нет","1137","NPS","1137","1"
"TT16442662","Закрыта","28.07.2021 8:03:36","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","27.11.2021 0:03:36","нет","1138","Technology TT","1138","1"
"TT16442663","Закрыта","28.07.2021 8:03:41","Администрирование","Администрирование B2C","Ошибочный наличный платёж","28.07.2021 16:03:41","нет","26","OBO","26","1"
"TT16442664","Закрыта","28.07.2021 8:03:43","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","27.11.2021 0:03:43","нет","1138","Technology TT","1138","1"
"TT16442666","Закрыта","28.07.2021 8:03:53","Претензия","CCB","Обратная связь на работу оператора КЦ","31.07.2021 8:03:53","да","7294","Мониторинг","7294","1"
"TT16442668","Закрыта","28.07.2021 8:04:29","Администрирование","Администрирование B2B","Проведение корректировки по услуге закрытых периодов","02.08.2021 8:04:29","нет","2998","Corp KYA-ETK","182","2"
"TT16442668","Закрыта","28.07.2021 8:04:29","Администрирование","Администрирование B2B","Проведение корректировки по услуге закрытых периодов","02.08.2021 8:04:29","нет","2998","CKBO B2B","2816","3"
"TT16442669","Назначена на группу","28.07.2021 8:04:36","Претензия","Технологическая заявка","Подключение услуги Стопфрод","29.07.2021 8:04:36","нет","0","ФЗ-115","0","1"
"TT16442670","Закрыта","28.07.2021 8:04:48","Претензия","Контент","Абонент ничего не заказывал","30.07.2021 20:04:48","нет","135","OBO","135","1"
"TT16442671","Закрыта","28.07.2021 8:04:53","Претензия","Контент","Абонент ничего не заказывал","30.07.2021 20:04:53","нет","135","OBO","135","1"
"TT16442672","Закрыта","28.07.2021 8:05:02","Претензия","Сеть","Поиск сети","31.07.2021 8:05:02","нет","3099","Tech EKT","0","1"
"TT16442672","Закрыта","28.07.2021 8:05:02","Претензия","Сеть","Поиск сети","31.07.2021 8:05:02","нет","3099","OBO","3099","1"
"TT16442673","Закрыта","28.07.2021 8:05:26","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","07.08.2021 8:05:26","нет","5086","OBO","5086","1"
"TT16442674","Закрыта","28.07.2021 8:05:28","Администрирование","Администрирование B2C","Корректировка регистрационных данных","30.07.2021 8:05:28","нет","2034","OBO","2034","1"
"TT16442675","Закрыта","28.07.2021 8:05:43","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","27.11.2021 0:05:43","нет","1136","Technology TT","1136","1"
"TT16442676","Назначена на группу","28.07.2021 8:05:46","Претензия","Технологическая заявка","Подключение услуги Стопфрод","29.07.2021 8:05:46","нет","0","ФЗ-115","0","1"
"TT16442677","Закрыта","28.07.2021 8:06:01","Претензия","Технологическая заявка","Слабое покрытие в помещении","27.11.2021 0:06:01","нет","1135","Technology TT","1135","1"
"TT16442678","Закрыта","28.07.2021 8:06:20","Администрирование","Администрирование B2C","Заявка на замену сим пользователю (не владельцу по Договору)","02.08.2021 8:06:20","нет","6150","OBO","6150","1"
"TT16442680","Закрыта","28.07.2021 8:06:27","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","27.11.2021 0:06:27","нет","1135","Technology TT","1135","1"
"TT16442681","Закрыта","28.07.2021 8:06:30","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","02.08.2021 8:06:30","нет","186","OBO","186","1"
"TT16442682","Закрыта","28.07.2021 8:06:39","Претензия","Контент","Абонент ничего не заказывал","30.07.2021 20:06:39","нет","133","OBO","133","1"
"TT16442683","Закрыта","28.07.2021 8:06:51","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","27.11.2021 0:06:51","нет","1135","Technology TT","1135","1"
"TT16442686","Назначена на группу","28.07.2021 8:06:58","Претензия","Технологическая заявка","Подключение услуги Стопфрод","29.07.2021 8:06:58","нет","0","ФЗ-115","0","1"
"TT16442688","Закрыта","28.07.2021 8:07:18","Претензия","NPS","Передача данных - Нет соединения","28.07.2022 8:07:18","нет","1133","NPS","1133","1"
"TT16442692","Закрыта","28.07.2021 8:07:37","Претензия","Контент","Абонент ничего не заказывал","30.07.2021 20:07:37","нет","140","OBO","140","1"
"TT16442693","Закрыта","28.07.2021 8:07:45","Администрирование","Администрирование B2B","Проведение корректировки по услуге закрытых периодов","02.08.2021 8:07:45","нет","2035","CKBO B2B","2031","2"
"TT16442693","Закрыта","28.07.2021 8:07:45","Администрирование","Администрирование B2B","Проведение корректировки по услуге закрытых периодов","02.08.2021 8:07:45","нет","2035","Corp KYA-ETK","4","1"
"TT16442694","Закрыта","28.07.2021 8:07:48","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","27.11.2021 0:07:48","нет","1134","Technology TT","1134","1"
"TT16442695","Закрыта","28.07.2021 8:08:01","Претензия","Передача данных","Нет соединения 3G","31.07.2021 8:08:01","нет","568","NOC","6","1"
"TT16442695","Закрыта","28.07.2021 8:08:01","Претензия","Передача данных","Нет соединения 3G","31.07.2021 8:08:01","нет","568","Escalation","534","1"
"TT16442695","Закрыта","28.07.2021 8:08:01","Претензия","Передача данных","Нет соединения 3G","31.07.2021 8:08:01","нет","568","Tech BRT","28","1"
"TT16442696","Закрыта","28.07.2021 8:08:24","Претензия","CCB","Для Digital: помощь с заказом","29.07.2021 8:08:24","нет","448","E-Shop","448","1"
"TT16442698","Закрыта","28.07.2021 8:08:32","Претензия","Передача данных","Нет соединения 4G","31.07.2021 8:08:32","нет","2893","OBO","2893","1"
"TT16442700","Назначена на группу","28.07.2021 8:08:34","Претензия","Технологическая заявка","Подключение услуги Стопфрод","29.07.2021 8:08:34","нет","0","ФЗ-115","0","1"
"TT16442701","Закрыта","28.07.2021 8:08:46","Претензия","Wink","Обмен минут на кино","01.08.2021 8:08:46","нет","349","OBO","349","1"
"TT16442702","Закрыта","28.07.2021 8:08:59","MVNO","SMS (MVNO)","Не получить SMS","29.07.2021 8:08:59","нет","6371","OBO","20","1"
"TT16442702","Закрыта","28.07.2021 8:08:59","MVNO","SMS (MVNO)","Не получить SMS","29.07.2021 8:08:59","нет","6371","RT L2","6351","1"
"TT16442703","Закрыта","28.07.2021 8:09:08","Администрирование","Администрирование B2B","Создание нового лицевого счета","29.07.2021 8:09:08","нет","1203","B2B Admin","1203","1"
"TT16442704","Назначена на группу","28.07.2021 8:10:01","Претензия","Технологическая заявка","Подключение услуги Стопфрод","29.07.2021 8:10:01","нет","0","ФЗ-115","0","1"
"TT16442705","Закрыта","28.07.2021 8:10:08","Администрирование","Администрирование B2C","Ошибочный наличный платёж","28.07.2021 16:10:08","нет","26","OBO","26","1"
"TT16442706","Закрыта","28.07.2021 8:10:10","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","02.08.2021 8:10:10","нет","179","OBO","179","1"
"TT16442709","Закрыта","28.07.2021 8:10:37","Претензия","Проблема с SPR","Отсутствуют услуги в профиле","01.08.2021 8:10:37","нет","2013","NPD_CC_PCI_troubles","379","1"
"TT16442709","Закрыта","28.07.2021 8:10:37","Претензия","Проблема с SPR","Отсутствуют услуги в профиле","01.08.2021 8:10:37","нет","2013","OBO","1580","2"
"TT16442709","Закрыта","28.07.2021 8:10:37","Претензия","Проблема с SPR","Отсутствуют услуги в профиле","01.08.2021 8:10:37","нет","2013","Billing Support","54","1"
"TT16442710","Закрыта","28.07.2021 8:11:02","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","27.09.2021 8:11:02","нет","75575","Координатор OBO","26","1"
"TT16442710","Закрыта","28.07.2021 8:11:02","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","27.09.2021 8:11:02","нет","75575","OBO","75549","2"
"TT16442711","Закрыта","28.07.2021 8:11:04","Претензия","Контент","Абонент ничего не заказывал","30.07.2021 20:11:04","нет","130","OBO","130","1"
"TT16442712","Закрыта","28.07.2021 8:11:08","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","27.11.2021 0:11:08","нет","1130","Technology TT","1130","1"
"TT16442713","Закрыта","28.07.2021 8:11:18","Претензия","Контент","Абонент ничего не заказывал","30.07.2021 20:11:18","нет","130","OBO","130","1"
"TT16442715","Закрыта","28.07.2021 8:11:36","Претензия","Контент","Абонент ничего не заказывал","30.07.2021 20:11:36","нет","144","OBO","144","1"
"TT16442718","Закрыта","28.07.2021 8:11:53","Претензия","Wink","Проблемы с услугой Wink","01.08.2021 8:11:53","нет","21711","ESB Support","0","1"
"TT16442718","Закрыта","28.07.2021 8:11:53","Претензия","Wink","Проблемы с услугой Wink","01.08.2021 8:11:53","нет","21711","OBO","21711","1"
"TT16442719","Назначена на группу","28.07.2021 8:11:53","Претензия","Технологическая заявка","Подключение услуги Стопфрод","29.07.2021 8:11:53","нет","0","ФЗ-115","0","1"
"TT16442721","Закрыта","28.07.2021 8:11:56","Администрирование","Администрирование B2C","Ошибочный наличный платёж","28.07.2021 16:11:56","нет","29","OBO","29","1"
"TT16442722","Закрыта","28.07.2021 8:11:58","Претензия","Wink","Проблемы с услугой Wink","01.08.2021 8:11:58","нет","893","ESB Support","893","1"
"TT16442723","Закрыта","28.07.2021 8:12:00","Претензия","NPS","Передача данных - Низкая скорость","28.07.2022 8:12:00","нет","1128","NPS","1128","1"
"TT16442724","Закрыта","28.07.2021 8:12:03","Администрирование","Администрирование B2C","Ошибочный наличный платёж","28.07.2021 16:12:03","нет","30","OBO","30","1"
"TT16442725","Закрыта","28.07.2021 8:12:15","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","27.11.2021 0:12:15","нет","1129","Technology TT","1129","1"
"TT16442726","Закрыта","28.07.2021 8:12:42","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","27.11.2021 0:12:42","нет","1129","Technology TT","1129","1"
"TT16442729","Закрыта","28.07.2021 8:12:54","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","27.11.2021 0:12:54","нет","892","Technology TT","892","1"
"TT16442730","Закрыта","28.07.2021 8:14:03","Претензия","NPS","Телефония - Сеть недоступна","28.07.2022 8:14:03","нет","1126","NPS","1126","1"
"TT16442731","Закрыта","28.07.2021 8:14:04","Администрирование","Администрирование B2B","Бизнес окружение","04.08.2021 20:14:04","нет","12007","OBO","11186","3"
"TT16442731","Закрыта","28.07.2021 8:14:04","Администрирование","Администрирование B2B","Бизнес окружение","04.08.2021 20:14:04","нет","12007","Central Product B2B","3","1"
"TT16442731","Закрыта","28.07.2021 8:14:04","Администрирование","Администрирование B2B","Бизнес окружение","04.08.2021 20:14:04","нет","12007","Billing Support","818","1"
"TT16442732","Закрыта","28.07.2021 8:14:05","Администрирование","Администрирование B2C","Смена владельца","02.08.2021 8:14:05","нет","1352","OBO","1352","1"
"TT16442733","Закрыта","28.07.2021 8:14:06","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","02.08.2021 8:14:06","нет","323","OBO","323","1"
"TT16442734","Закрыта","28.07.2021 8:14:12","Администрирование","Администрирование B2B","Переоформление с юр.лица на юр.лицо","01.08.2021 8:14:12","нет","5111","OBO","3539","1"
"TT16442734","Закрыта","28.07.2021 8:14:12","Администрирование","Администрирование B2B","Переоформление с юр.лица на юр.лицо","01.08.2021 8:14:12","нет","5111","B2B Admin","1199","1"
"TT16442734","Закрыта","28.07.2021 8:14:12","Администрирование","Администрирование B2B","Переоформление с юр.лица на юр.лицо","01.08.2021 8:14:12","нет","5111","Billing Support","373","1"
"TT16442736","Закрыта","28.07.2021 8:14:37","Претензия","NPS","Передача данных - Нет соединения","28.07.2022 8:14:37","нет","1126","NPS","1126","1"
"TT16442738","Закрыта","28.07.2021 8:14:38","Администрирование","Администрирование B2C","Заявка на замену сим пользователю (не владельцу по Договору)","02.08.2021 8:14:38","нет","6148","OBO","6148","1"
"TT16442739","Закрыта","28.07.2021 8:14:39","Претензия","Контент","Абонент ничего не заказывал","30.07.2021 20:14:39","нет","130","OBO","130","1"
"TT16442740","Закрыта","28.07.2021 8:14:41","Претензия","Технологическая заявка","Слабое покрытие в помещении","27.11.2021 0:14:41","нет","1127","Technology TT","1127","1"
"TT16442741","Закрыта","28.07.2021 8:14:44","Администрирование","Администрирование B2C","Ошибочный наличный платёж","28.07.2021 16:14:44","нет","35","OBO","35","1"
"TT16442742","Закрыта","28.07.2021 8:14:47","Претензия","CCB","Жалоба на сотрудника телемаркетинга","29.07.2021 8:14:47","нет","1127","Technology TT","1127","1"
"TT16442743","Закрыта","28.07.2021 8:15:01","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","27.11.2021 0:15:01","нет","1126","Technology TT","1126","1"
"TT16442744","Закрыта","28.07.2021 8:15:08","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","27.11.2021 0:15:08","нет","1126","Technology TT","1126","1"
"TT16442747","Закрыта","28.07.2021 8:16:22","Администрирование","Администрирование B2C","Перечисление на номер телефона","12.08.2021 8:16:22","нет","15862","OBO","15862","1"
"TT16442748","Закрыта","28.07.2021 8:16:41","Администрирование","Администрирование B2C","Корректировка регистрационных данных","30.07.2021 8:16:41","нет","2025","OBO","2025","1"
"TT16442749","Закрыта","28.07.2021 8:16:41","Претензия","CCB","Обратная связь на работу оператора КЦ","31.07.2021 8:16:41","нет","7306","Мониторинг","7306","1"
"TT16442751","Закрыта","28.07.2021 8:17:13","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","27.11.2021 0:17:13","нет","1124","Technology TT","1124","1"
"TT16442754","Закрыта","28.07.2021 8:17:56","Претензия","NPS","Передача данных - Низкая скорость","28.07.2022 8:17:56","нет","1123","NPS","1123","1"
"TT16442755","Закрыта","28.07.2021 8:18:00","Претензия","SMS","Не получить SMS от другого оператора","29.07.2021 8:18:00","нет","3037","OBO","3037","1"
"TT16442757","Закрыта","28.07.2021 8:18:07","Претензия","Контент","Абонент ничего не заказывал","30.07.2021 20:18:07","нет","133","OBO","133","1"
"TT16442758","Закрыта","28.07.2021 8:18:09","Администрирование","Администрирование B2B","Создание нового лицевого счета","29.07.2021 8:18:09","нет","442","B2B Admin","442","1"
"TT16442759","Закрыта","28.07.2021 8:18:20","Претензия","Контент","Абонент ничего не заказывал","30.07.2021 20:18:20","нет","284","OBO","284","1"
"TT16442761","Закрыта","28.07.2021 8:18:36","Администрирование","Администрирование B2B","Создание/Изменение/Отключение Корпоративной АТС","28.07.2021 16:18:36","нет","169","B2B Admin","169","1"
"TT16442762","Закрыта","28.07.2021 8:18:49","Администрирование","Администрирование B2B","Управление Общими пакетами","01.08.2021 8:18:49","нет","4301","B2B Admin","4298","2"
"TT16442762","Закрыта","28.07.2021 8:18:49","Администрирование","Администрирование B2B","Управление Общими пакетами","01.08.2021 8:18:49","нет","4301","Corp NIN","3","1"
"TT16442763","Закрыта","28.07.2021 8:19:00","Претензия","CCB","Жалоба на сотрудника телемаркетинга","29.07.2021 8:19:00","нет","1122","Technology TT","1122","1"
"TT16442767","Закрыта","28.07.2021 8:19:14","Претензия","CCB","Обратная связь на работу оператора КЦ","31.07.2021 8:19:14","нет","7284","Мониторинг","7284","1"
"TT16442768","Закрыта","28.07.2021 8:19:48","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","27.11.2021 0:19:47","нет","1122","Technology TT","1122","1"
"TT16442769","Закрыта","28.07.2021 8:20:04","Претензия","Сеть","Поиск сети","11.08.2021 8:20:04","нет","19055","Tech VRN","11723","1"
"TT16442769","Закрыта","28.07.2021 8:20:04","Претензия","Сеть","Поиск сети","11.08.2021 8:20:04","нет","19055","OBO","7332","1"
"TT16442770","Закрыта","28.07.2021 8:20:09","Претензия","Контент","Абонент ничего не заказывал","30.07.2021 20:20:09","нет","134","OBO","134","1"
"TT16442771","Закрыта","28.07.2021 8:20:23","Претензия","Контент","Абонент ничего не заказывал","30.07.2021 20:20:23","нет","121","OBO","121","1"
"TT16442773","Назначена на группу","28.07.2021 8:20:27","Претензия","","","","нет","0","OBO","0","1"
"TT16442774","Назначена на группу","28.07.2021 8:20:30","Претензия","","","","нет","0","OBO","0","1"
"TT16442776","Закрыта","28.07.2021 8:21:03","Администрирование","Администрирование B2C","Корректировка регистрационных данных","30.07.2021 8:21:03","нет","2023","OBO","2023","1"
"TT16442777","Закрыта","28.07.2021 8:21:07","Претензия","Сеть","Поиск сети","31.07.2021 8:21:07","нет","94","Tech MOS","2","1"
"TT16442777","Закрыта","28.07.2021 8:21:07","Претензия","Сеть","Поиск сети","31.07.2021 8:21:07","нет","94","OBO","92","1"
"TT16442778","Закрыта","28.07.2021 8:21:16","Претензия","Тарификация","Прочие услуги","01.08.2021 8:21:16","нет","140","OBO","140","1"
"TT16442779","Закрыта","28.07.2021 8:21:29","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на банковские реквизиты)","07.08.2021 8:21:29","нет","23701","OBO","23701","1"
"TT16442780","Закрыта","28.07.2021 8:21:36","Претензия","SMS Target","Прочие проблемы","31.07.2021 8:21:36","да","7978","OBO","7978","1"
"TT16442781","Закрыта","28.07.2021 8:21:40","Администрирование","Администрирование B2C","Ошибочный наличный платёж","28.07.2021 16:21:40","нет","68","OBO","68","1"
"TT16442782","Закрыта","28.07.2021 8:21:43","Претензия","NPS","Передача данных - Низкая скорость","28.07.2022 8:21:43","нет","1119","NPS","1119","1"
"TT16442784","Закрыта","28.07.2021 8:22:24","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","27.11.2021 0:22:24","нет","1119","Technology TT","1119","1"
"TT16442785","Закрыта","28.07.2021 8:22:26","Администрирование","Администрирование B2C","Ошибочный наличный платёж","28.07.2021 16:22:26","нет","91","OBO","91","1"
"TT16442786","Закрыта","28.07.2021 8:22:27","Претензия","Технологическая заявка","Длительные проблемы с сетью","28.07.2022 8:22:27","нет","1119","Technology TT","1119","1"
"TT16442788","Закрыта","28.07.2021 8:22:43","Претензия","CCB","Жалоба на сотрудника телемаркетинга","29.07.2021 8:22:43","нет","1119","Technology TT","1119","1"
"TT16442789","Закрыта","28.07.2021 8:22:46","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","27.11.2021 0:22:46","нет","1119","Technology TT","1119","1"
"TT16442791","Закрыта","28.07.2021 8:22:50","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","27.11.2021 0:22:50","нет","1119","Technology TT","1119","1"
"TT16442792","Закрыта","28.07.2021 8:22:53","Претензия","CCB","Обратная связь на работу оператора КЦ","31.07.2021 8:22:53","нет","7264","Мониторинг","7264","1"
"TT16442793","Закрыта","28.07.2021 8:23:00","Претензия","CCB","Обратная связь на работу оператора КЦ","31.07.2021 8:23:00","нет","7247","Мониторинг","7247","1"
"TT16442794","Закрыта","28.07.2021 8:23:08","MVNO","Передача данных (MVNO)","Нет соединения","31.07.2021 8:23:08","нет","6356","RT L2","5849","1"
"TT16442794","Закрыта","28.07.2021 8:23:08","MVNO","Передача данных (MVNO)","Нет соединения","31.07.2021 8:23:08","нет","6356","Tech MUR","0","1"
"TT16442794","Закрыта","28.07.2021 8:23:08","MVNO","Передача данных (MVNO)","Нет соединения","31.07.2021 8:23:08","нет","6356","OBO","507","2"
"TT16442796","Закрыта","28.07.2021 8:23:38","Претензия","Карта оплаты","Карта оплаты заблокирована","30.07.2021 8:23:38","нет","17","OBO","17","1"
"TT16442797","Закрыта","28.07.2021 8:23:46","Претензия","CCB","Жалоба на сотрудника телемаркетинга","29.07.2021 8:23:46","нет","1118","Technology TT","1118","1"
"TT16442798","Закрыта","28.07.2021 8:24:03","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","02.08.2021 8:24:03","нет","171","OBO","171","1"
"TT16442799","Закрыта","28.07.2021 8:24:05","Администрирование","Администрирование B2C","Переформление по смерти абонента","02.08.2021 8:24:05","нет","169","OBO","169","1"
"TT16442800","Закрыта","28.07.2021 8:24:10","Претензия","Технологическая заявка","Длительные проблемы с сетью","28.07.2022 8:24:10","нет","1117","Technology TT","1117","1"
"TT16442801","Закрыта","28.07.2021 8:24:12","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","27.11.2021 0:24:12","нет","1117","Technology TT","1117","1"
"TT16442802","Закрыта","28.07.2021 8:24:13","Претензия","Контент","Абонент ничего не заказывал","30.07.2021 20:24:13","нет","121","OBO","121","1"
"TT16442803","Закрыта","28.07.2021 8:24:14","Претензия","Billing - Сверка","Ошибка заявок","29.07.2021 8:24:14","нет","112","Tech VLG","1","1"
"TT16442803","Закрыта","28.07.2021 8:24:14","Претензия","Billing - Сверка","Ошибка заявок","29.07.2021 8:24:14","нет","112","Billing Support","111","1"
"TT16442806","Закрыта","28.07.2021 8:24:35","Претензия","NPS","Передача данных - Низкая скорость","28.07.2022 8:24:35","нет","1116","NPS","1116","1"
"TT16442807","Закрыта","28.07.2021 8:24:38","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","27.11.2021 0:24:38","нет","1117","Technology TT","1117","1"
"TT16442808","Закрыта","28.07.2021 8:25:01","Претензия","Проблемы с платежами","oplata.tele2.ru / card.tele2.ru","31.07.2021 8:25:01","нет","115","OBO","115","1"
"TT16442809","Закрыта","28.07.2021 8:25:05","Администрирование","Администрирование B2B","Заявка потенциального клиента","29.07.2021 8:25:05","нет","5","DS EKT","5","1"
"TT16442810","Закрыта","28.07.2021 8:25:07","Претензия","Контент","Абонент ничего не заказывал","30.07.2021 20:25:07","нет","123","OBO","123","1"
"TT16442811","Закрыта","28.07.2021 8:25:12","Претензия","Технологическая заявка","Низкая скорость передачи данных","27.11.2021 0:25:12","нет","1116","Technology TT","1116","1"
"TT16442812","Закрыта","28.07.2021 8:25:39","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","27.11.2021 0:25:39","нет","1116","Technology TT","1116","1"
"TT16442813","Закрыта","28.07.2021 8:25:47","Претензия","Контент","Абонент ничего не заказывал","30.07.2021 20:25:47","нет","119","OBO","119","1"
"TT16442814","Закрыта","28.07.2021 8:25:50","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","27.11.2021 0:25:50","нет","1116","Technology TT","1116","1"
"TT16442815","Закрыта","28.07.2021 8:26:00","Претензия","CCB","Обратная связь на работу оператора КЦ","31.07.2021 8:26:00","нет","7234","Мониторинг","7234","1"
"TT16442817","Закрыта","28.07.2021 8:26:20","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","07.08.2021 8:26:20","нет","13184","OBO","13184","1"
"TT16442818","Закрыта","28.07.2021 8:26:24","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","02.08.2021 8:26:24","нет","171","OBO","171","1"
"TT16442819","Закрыта","28.07.2021 8:26:27","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","02.08.2021 8:26:27","нет","314","OBO","314","1"
"TT16442820","Закрыта","28.07.2021 8:26:37","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","02.08.2021 8:26:37","нет","170","OBO","170","1"
"TT16442821","Закрыта","28.07.2021 8:27:04","Администрирование","Документация В2С","Копии документов для Tele2","31.07.2021 8:27:04","нет","38095","OBO","38095","1"
"TT16442822","Закрыта","28.07.2021 8:27:15","Администрирование","ГОЗ (corpzapros)","Вопросы по договору ","29.07.2021 8:27:15","нет","1385","Corp BRN","1385","1"
"TT16442828","Закрыта","28.07.2021 8:28:18","Претензия","NPS","Передача данных - Низкая скорость","28.07.2022 8:28:18","нет","1112","NPS","1112","1"
"TT16442829","Закрыта","28.07.2021 8:28:26","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","27.11.2021 0:28:26","нет","1113","Technology TT","1113","1"
"TT16442830","Закрыта","28.07.2021 8:28:31","Претензия","Технологическая заявка","Претензии к дилеру - Некорректное общение с абонентом","04.08.2021 8:28:31","нет","1113","Technology TT","1113","1"
"TT16442831","Закрыта","28.07.2021 8:28:39","Претензия","NPS","Передача данных - Низкая скорость","28.07.2022 8:28:39","нет","1112","NPS","1112","1"
"TT16442832","Закрыта","28.07.2021 8:28:50","Претензия","Контент","Абонент ничего не заказывал","30.07.2021 20:28:50","нет","117","OBO","117","1"
"TT16442833","Закрыта","28.07.2021 8:29:03","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","27.11.2021 0:29:03","нет","1112","Technology TT","1112","1"
"TT16442834","Закрыта","28.07.2021 8:29:03","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","27.11.2021 0:29:03","нет","1112","Technology TT","1112","1"
"TT16442835","Закрыта","28.07.2021 8:29:14","Претензия","Контент","Абонент ничего не заказывал","30.07.2021 20:29:14","нет","130","OBO","130","1"
"TT16442836","Закрыта","28.07.2021 8:29:18","Администрирование","Администрирование B2C","Корректировка регистрационных данных","30.07.2021 8:29:18","нет","2019","OBO","2019","1"
"TT16442837","Закрыта","28.07.2021 8:29:21","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","02.08.2021 8:29:21","нет","170","OBO","170","1"
"TT16442838","Закрыта","28.07.2021 8:29:27","Претензия","NPS","Передача данных - Низкая скорость","28.07.2022 8:29:27","нет","1111","NPS","1111","1"
"TT16442839","Закрыта","28.07.2021 8:29:29","Претензия","Технологическая заявка","Удержание MNP – проблемы с покрытием (интернет)","27.11.2021 0:29:29","нет","1112","Technology TT","1112","1"
"TT16442840","Закрыта","28.07.2021 8:29:33","Администрирование","Одобрение ЭРФ","Переоформление","29.07.2021 8:29:33","нет","1612","OBO","1612","1"
"TT16442842","Закрыта","28.07.2021 8:29:57","Претензия","CCB","Обратная связь на работу оператора КЦ","31.07.2021 8:29:57","нет","9226","Мониторинг","9226","1"
"TT16442843","Закрыта","28.07.2021 8:29:59","Претензия","Технологическая заявка","Удержание MNP - проблемы с покрытием (сеть)","27.11.2021 0:29:59","нет","1112","Technology TT","1112","1"
"TT16442844","Закрыта","28.07.2021 8:30:10","Претензия","Технологическая заявка","Низкая скорость передачи данных","27.11.2021 0:30:10","нет","1111","Technology TT","1111","1"
"TT16442849","Закрыта","28.07.2021 8:30:50","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","02.08.2021 8:30:50","нет","170","OBO","170","1"
"TT16442851","Закрыта","28.07.2021 8:31:06","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","12.08.2021 8:31:06","нет","21875","OBO","21875","1"
