"НОМЕР ЗАЯВКИ","СТАТУС","ДАТА РЕГИСТРАЦИИ","ТИП ОБРАЩЕНИЯ","СЕРВИС","КРАТКОЕ ОПИСАНИЕ ПРОБЛЕМЫ","СРОК РЕШЕНИЯ","ПРОСРОЧЕН","ОБЩЕЕ ВРЕМЯ ОБРАБОТКИ (МИН.)","ГРУППА","ВРЕМЯ ОБРАБОТКИ ГРУППОЙ (МИН.)","КОЛ-ВО НАЗНАЧЕНИЙ НА ГРУППУ"
"TT16422378","Закрыта","26.07.2021 4:01:15","Претензия","CCB","Жалоба на сотрудника телемаркетинга","27.07.2021 4:01:15","нет","1380","Technology TT","1380","1"
"TT16422381","Закрыта","26.07.2021 4:05:16","Администрирование","Одобрение ЭРФ","Переоформление","27.07.2021 4:05:16","нет","294","OBO","294","1"
"TT16422389","Закрыта","26.07.2021 4:09:41","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.11.2021 20:09:41","нет","1372","Technology TT","1372","1"
"TT16422391","Закрыта","26.07.2021 4:10:57","Администрирование","Администрирование B2C","Корректировка регистрационных данных","28.07.2021 4:10:57","нет","1025","OBO","1025","1"
"TT16422394","Закрыта","26.07.2021 4:12:46","Администрирование","Администрирование B2C","Ошибочный наличный платёж","26.07.2021 12:12:46","нет","136","OBO","136","1"
"TT16422396","Закрыта","26.07.2021 4:14:48","Претензия","CCB","Жалоба на сотрудника телемаркетинга","27.07.2021 4:14:48","нет","1367","Technology TT","1367","1"
"TT16422397","Закрыта","26.07.2021 4:14:50","Администрирование","Администрирование B2C","Корректировка регистрационных данных","28.07.2021 4:14:50","нет","1029","OBO","1029","1"
"TT16422398","Закрыта","26.07.2021 4:15:31","Претензия","Телефония","Не поступают входящие вызовы","29.07.2021 4:15:31","нет","2944","OBO","2944","1"
"TT16422398","Закрыта","26.07.2021 4:15:31","Претензия","Телефония","Не поступают входящие вызовы","29.07.2021 4:15:31","нет","2944","Tech VLD","0","1"
"TT16422401","Закрыта","26.07.2021 4:18:14","Администрирование","Администрирование B2C","Корректировка регистрационных данных","28.07.2021 4:18:14","нет","1027","OBO","1027","1"
"TT16422402","Закрыта","26.07.2021 4:18:16","Претензия","Технологическая заявка","Слабое покрытие в помещении","24.11.2021 20:18:16","нет","1363","Technology TT","1363","1"
"TT16422407","Закрыта","26.07.2021 4:22:07","Претензия","Сеть","Поиск сети","29.07.2021 4:22:07","нет","2951","OBO","2951","1"
"TT16422407","Закрыта","26.07.2021 4:22:07","Претензия","Сеть","Поиск сети","29.07.2021 4:22:07","нет","2951","Tech IRK","0","1"
"TT16422409","Закрыта","26.07.2021 4:23:12","Претензия","Контент","Абонент ничего не заказывал","28.07.2021 16:23:12","нет","351","OBO","351","1"
"TT16422410","Закрыта","26.07.2021 4:23:34","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.11.2021 20:23:34","нет","1358","Technology TT","1358","1"
"TT16422411","Закрыта","26.07.2021 4:24:20","Претензия","CCB","Жалоба на сотрудника телемаркетинга","27.07.2021 4:24:20","нет","1357","Technology TT","1357","1"
"TT16422413","Закрыта","26.07.2021 4:25:03","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.11.2021 20:25:03","нет","1356","Technology TT","1356","1"
"TT16422420","Закрыта","26.07.2021 4:29:14","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.11.2021 20:29:14","нет","1352","Technology TT","1352","1"
"TT16422421","Закрыта","26.07.2021 4:29:53","Претензия","Мобильные переводы и оплата","Не удалось выполнить перевод/платеж","31.07.2021 4:29:53","нет","30803","MFS","18","1"
"TT16422421","Закрыта","26.07.2021 4:29:53","Претензия","Мобильные переводы и оплата","Не удалось выполнить перевод/платеж","31.07.2021 4:29:53","нет","30803","OBO","30785","2"
"TT16422422","Закрыта","26.07.2021 4:30:12","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.11.2021 20:30:12","нет","1351","Technology TT","1351","1"
"TT16422423","Закрыта","26.07.2021 4:32:29","Претензия","Выгодно вместе","Не сработала/некорректная скидка","30.07.2021 4:32:29","нет","447","OBO","447","1"
"TT16422424","Закрыта","26.07.2021 4:32:49","Претензия","Контент","Абонент ничего не заказывал","28.07.2021 16:32:49","нет","348","OBO","348","1"
"TT16422430","Закрыта","26.07.2021 4:35:33","Претензия","CCB","Жалоба на сотрудника телемаркетинга","27.07.2021 4:35:33","нет","1346","Technology TT","1346","1"
"TT16422431","Закрыта","26.07.2021 4:36:03","Администрирование","Администрирование B2C","Ошибочный наличный платёж","26.07.2021 12:36:03","нет","115","OBO","115","1"
"TT16422432","Закрыта","26.07.2021 4:37:15","Администрирование","Администрирование B2B","Угроза оттока MNP OUT","27.07.2021 4:37:15","нет","1461","Corp IRK","1461","1"
"TT16422434","Закрыта","26.07.2021 4:39:32","Претензия","Запрос надзорного органа","Срочный запрос","29.07.2021 4:39:32","нет","16442","OBO","16442","1"
"TT16422438","Закрыта","26.07.2021 4:44:47","Администрирование","Администрирование B2C","Ошибочный наличный платёж","26.07.2021 12:44:47","нет","112","OBO","112","1"
"TT16422443","Закрыта","26.07.2021 4:48:13","Администрирование","Администрирование B2C","Ошибочный наличный платёж","26.07.2021 12:48:13","нет","113","OBO","113","1"
"TT16422444","Закрыта","26.07.2021 4:48:58","Претензия","Претензии к дилеру","Некорректная информация","02.08.2021 4:48:58","нет","9209","OBO","9209","1"
"TT16422445","Закрыта","26.07.2021 4:48:59","Претензия","CCB","Обратная связь на работу оператора КЦ","29.07.2021 4:48:59","нет","8078","Мониторинг","8078","1"
"TT16422448","Закрыта","26.07.2021 4:52:15","Администрирование","Администрирование B2B","Смена номера","27.07.2021 4:52:15","нет","67","B2B Admin","67","1"
"TT16422451","Закрыта","26.07.2021 4:53:31","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на банковские реквизиты)","05.08.2021 4:53:31","нет","13059","OBO","13059","1"
"TT16422454","Закрыта","26.07.2021 4:54:12","Администрирование","Администрирование B2B","Нестандартное обращение","29.07.2021 4:54:12","нет","84","Corp BRT","84","1"
"TT16422457","Закрыта","26.07.2021 4:55:59","Претензия","Технологическая заявка","Длительные проблемы с сетью","26.07.2022 4:55:59","нет","1325","Technology TT","1325","1"
"TT16422462","Закрыта","26.07.2021 4:59:48","Претензия","Массовый инцидент","Другое","02.08.2021 4:59:48","нет","5","Escalation","5","1"
"TT16422463","Закрыта","26.07.2021 5:00:30","Администрирование","Администрирование B2C","Корректировка регистрационных данных","28.07.2021 5:00:30","нет","2099","OBO","2099","1"
"TT16422464","Закрыта","26.07.2021 5:00:47","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.11.2021 21:00:47","нет","1321","Technology TT","1321","1"
"TT16422470","Закрыта","26.07.2021 5:02:14","Претензия","Массовый инцидент","Другое","02.08.2021 5:02:14","нет","3","Escalation","3","1"
"TT16422471","Закрыта","26.07.2021 5:02:35","Администрирование","Администрирование B2B","Угроза оттока MNP OUT","27.07.2021 5:02:35","нет","10560","Corp PRM","10560","1"
"TT16422472","Закрыта","26.07.2021 5:03:22","Претензия","Технологическая заявка","Низкая скорость передачи данных","24.11.2021 21:03:22","нет","1318","Technology TT","1318","1"
"TT16422475","Закрыта","26.07.2021 5:04:23","Претензия","Массовый инцидент","Другое","02.08.2021 5:04:23","нет","4","Escalation","4","1"
"TT16422477","Закрыта","26.07.2021 5:05:06","Администрирование","Администрирование B2C","Корректировка регистрационных данных","28.07.2021 5:05:06","нет","983","OBO","983","1"
"TT16422478","Закрыта","26.07.2021 5:05:21","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","31.07.2021 5:05:21","нет","589","OBO","589","1"
"TT16422479","Закрыта","26.07.2021 5:05:58","Претензия","Массовый инцидент","Другое","02.08.2021 5:05:58","нет","4","Escalation","4","1"
"TT16422485","Закрыта","26.07.2021 5:07:26","Претензия","CCB","Обратная связь на работу оператора КЦ","29.07.2021 5:07:26","нет","10439","Мониторинг","10439","1"
"TT16422486","Закрыта","26.07.2021 5:09:43","Администрирование","Администрирование B2C","Корректировка регистрационных данных","28.07.2021 5:09:43","нет","982","OBO","982","1"
"TT16422488","Закрыта","26.07.2021 5:11:28","Претензия","CCB","Жалоба на сотрудника телемаркетинга","27.07.2021 5:11:28","нет","1310","Technology TT","1310","1"
"TT16422489","Закрыта","26.07.2021 5:11:38","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","31.07.2021 5:11:38","нет","582","OBO","582","1"
"TT16422490","Закрыта","26.07.2021 5:12:18","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","05.08.2021 5:12:18","нет","13067","OBO","13067","1"
"TT16422492","Закрыта","26.07.2021 5:14:51","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","05.08.2021 5:14:51","нет","13086","OBO","13086","1"
"TT16422495","Закрыта","26.07.2021 5:16:30","Претензия","CCB","Обратная связь на работу оператора КЦ","29.07.2021 5:16:30","нет","10442","Мониторинг","10442","1"
"TT16422496","Закрыта","26.07.2021 5:16:46","Претензия","Контент","Абонент ничего не заказывал","28.07.2021 17:16:46","нет","302","OBO","302","1"
"TT16422504","Закрыта","26.07.2021 5:19:35","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","05.08.2021 5:19:35","нет","13083","OBO","13083","1"
"TT16422506","Закрыта","26.07.2021 5:21:48","Администрирование","Администрирование B2C","Ошибочный наличный платёж","26.07.2021 13:21:48","нет","130","OBO","130","1"
"TT16422507","Закрыта","26.07.2021 5:21:51","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","05.08.2021 5:21:51","нет","13059","OBO","13059","1"
"TT16422508","Закрыта","26.07.2021 5:22:33","Претензия","Тарификация","Роуминг","30.07.2021 5:22:33","нет","321","OBO","321","1"
"TT16422511","Закрыта","26.07.2021 5:23:58","Претензия","CCB","Обратная связь на работу оператора КЦ","29.07.2021 5:23:58","нет","10464","Мониторинг","10464","1"
"TT16422519","Закрыта","26.07.2021 5:27:14","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","05.08.2021 5:27:14","нет","14255","OBO","14255","1"
"TT16422520","Закрыта","26.07.2021 5:27:41","Администрирование","Администрирование B2B","Проведение корректировки по услуге закрытых периодов","28.07.2021 5:27:41","нет","106","CKBO B2B","106","1"
"TT16422531","Закрыта","26.07.2021 5:30:38","Администрирование","ГОЗ (corpzapros)","Перенос денежных средств","27.07.2021 5:30:38","нет","36","CKBO B2B","36","1"
"TT16422533","Закрыта","26.07.2021 5:31:00","Претензия","Сеть","Поиск сети","29.07.2021 5:31:00","нет","3010","Tech TOM","63","2"
"TT16422533","Закрыта","26.07.2021 5:31:00","Претензия","Сеть","Поиск сети","29.07.2021 5:31:00","нет","3010","OBO","2947","2"
"TT16422534","Закрыта","26.07.2021 5:31:10","Претензия","CCB","Жалоба на сотрудника телемаркетинга","27.07.2021 5:31:10","нет","1290","Technology TT","1290","1"
"TT16422538","Закрыта","26.07.2021 5:31:56","Администрирование","Администрирование B2C","Переформление по смерти абонента","31.07.2021 5:31:56","нет","567","OBO","567","1"
"TT16422542","Закрыта","26.07.2021 5:32:56","Администрирование","Администрирование B2C","Ошибочный наличный платёж","26.07.2021 13:32:56","нет","123","OBO","123","1"
"TT16422543","Закрыта","26.07.2021 5:33:15","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","05.08.2021 5:33:15","нет","13086","OBO","13086","1"
"TT16422544","Закрыта","26.07.2021 5:34:16","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.11.2021 21:34:16","нет","1287","Technology TT","1287","1"
"TT16422548","Закрыта","26.07.2021 5:34:43","Администрирование","Администрирование B2C","Корректировка регистрационных данных","28.07.2021 5:34:43","нет","2022","OBO","2022","1"
"TT16422549","Закрыта","26.07.2021 5:34:47","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","31.07.2021 5:34:47","нет","563","OBO","563","1"
"TT16422551","Закрыта","26.07.2021 5:36:07","Претензия","Личный кабинет","Мой Tele2","30.07.2021 5:36:07","нет","499","OBO","499","1"
"TT16422552","Закрыта","26.07.2021 5:36:34","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","05.08.2021 5:36:34","нет","9069","OBO","9069","1"
"TT16422553","Закрыта","26.07.2021 5:38:29","Претензия","Контент","Абонент ничего не заказывал","28.07.2021 17:38:29","нет","317","OBO","317","1"
"TT16422555","Закрыта","26.07.2021 5:38:50","Администрирование","Администрирование B2C","Корректировка регистрационных данных","28.07.2021 5:38:50","нет","956","OBO","956","1"
"TT16422556","Закрыта","26.07.2021 5:38:54","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","05.08.2021 5:38:54","нет","13090","OBO","13090","1"
"TT16422557","Закрыта","26.07.2021 5:39:02","Претензия","CCB","Обратная связь на работу оператора КЦ","29.07.2021 5:39:02","нет","7541","Мониторинг","7541","1"
"TT16422558","Закрыта","26.07.2021 5:40:32","Претензия","Контент","Абонент ничего не заказывал","28.07.2021 17:40:32","нет","295","OBO","295","1"
"TT16422561","Закрыта","26.07.2021 5:41:00","Администрирование","Администрирование B2C","Ошибочный наличный платёж","26.07.2021 13:41:00","нет","118","OBO","118","1"
"TT16422562","Закрыта","26.07.2021 5:41:37","Претензия","Мобильные переводы и оплата","Не удалось выполнить перевод/платеж","31.07.2021 5:41:37","нет","327","OBO","327","1"
"TT16422563","Закрыта","26.07.2021 5:41:51","Претензия","Контент","Абонент ничего не заказывал","28.07.2021 17:41:51","нет","316","OBO","316","1"
"TT16422564","Закрыта","26.07.2021 5:42:12","Претензия","Телефония","Тишина МГ/МН","29.07.2021 5:42:12","нет","3044","Tech IRK","53","1"
"TT16422564","Закрыта","26.07.2021 5:42:12","Претензия","Телефония","Тишина МГ/МН","29.07.2021 5:42:12","нет","3044","OBO","2991","1"
"TT16422565","Закрыта","26.07.2021 5:42:13","Претензия","Контент","Абонент ничего не заказывал","28.07.2021 17:42:13","нет","282","OBO","282","1"
"TT16422566","Закрыта","26.07.2021 5:42:22","Претензия","Контент","Абонент ничего не заказывал","28.07.2021 17:42:22","нет","289","OBO","289","1"
"TT16422567","Закрыта","26.07.2021 5:42:30","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","05.08.2021 5:42:30","нет","13104","OBO","13104","1"
"TT16422569","Закрыта","26.07.2021 5:42:46","Администрирование","Администрирование B2B","Создание нового лицевого счета","27.07.2021 5:42:46","нет","44","B2B Admin","38","2"
"TT16422569","Закрыта","26.07.2021 5:42:46","Администрирование","Администрирование B2B","Создание нового лицевого счета","27.07.2021 5:42:46","нет","44","Corp SAH","6","1"
"TT16422572","Закрыта","26.07.2021 5:43:25","Администрирование","Администрирование B2B","Заявка потенциального клиента","27.07.2021 5:43:25","нет","17","DS IRK","17","1"
"TT16422575","Закрыта","26.07.2021 5:43:35","Претензия","Контент","Абонент ничего не заказывал","28.07.2021 17:43:35","нет","284","OBO","284","1"
"TT16422576","Закрыта","26.07.2021 5:43:40","Администрирование","ГОЗ (corpzapros)","Вопросы по договору ","27.07.2021 5:43:40","нет","1784","Corp IRK","1784","1"
"TT16422577","Закрыта","26.07.2021 5:44:05","Администрирование","Администрирование B2B","Подключение услуги РТК ШПД","19.08.2021 5:44:05","нет","3228","CKBO B2B","3228","1"
"TT16422578","Закрыта","26.07.2021 5:45:11","Претензия","CCB","Жалоба на сотрудника телемаркетинга","27.07.2021 5:45:11","нет","1276","Technology TT","1276","1"
"TT16422579","Закрыта","26.07.2021 5:45:20","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","05.08.2021 5:45:20","нет","13104","OBO","13104","1"
"TT16422580","Закрыта","26.07.2021 5:45:40","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","05.08.2021 5:45:40","нет","13106","OBO","13106","1"
"TT16422582","Закрыта","26.07.2021 5:45:59","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","31.07.2021 5:45:59","нет","551","OBO","551","1"
"TT16422584","Закрыта","26.07.2021 5:46:18","Администрирование","Администрирование B2B","Переоформление с юр.лица на юр.лицо","27.07.2021 5:46:18","нет","38","B2B Admin","38","1"
"TT16422585","Закрыта","26.07.2021 5:47:09","Администрирование","Администрирование B2C","Перечисление на номер телефона","10.08.2021 5:47:09","нет","17320","OBO","17320","1"
"TT16422586","Закрыта","26.07.2021 5:47:24","Администрирование","Администрирование B2C","Ошибочный наличный платёж","26.07.2021 13:47:24","нет","132","OBO","132","1"
"TT16422587","Закрыта","26.07.2021 5:47:36","Претензия","CCB","Обратная связь на работу оператора КЦ","29.07.2021 5:47:36","нет","10546","Мониторинг","10546","1"
"TT16422589","Закрыта","26.07.2021 5:47:57","Претензия","Контент","Абонент ничего не заказывал","28.07.2021 17:47:57","нет","288","OBO","288","1"
"TT16422590","Закрыта","26.07.2021 5:48:20","Претензия","Контент","Абонент ничего не заказывал","28.07.2021 17:48:20","нет","281","OBO","281","1"
"TT16422591","Закрыта","26.07.2021 5:48:30","Администрирование","Администрирование B2C","Возврат денежных средств","10.08.2021 5:48:30","да","36827","OBO","36827","1"
"TT16422592","Закрыта","26.07.2021 5:48:45","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","05.08.2021 5:48:45","нет","13105","OBO","13105","1"
"TT16422593","Закрыта","26.07.2021 5:50:07","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","31.07.2021 5:50:07","нет","549","OBO","549","1"
"TT16422599","Закрыта","26.07.2021 5:51:22","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","31.07.2021 5:51:22","нет","549","OBO","549","1"
"TT16422601","Закрыта","26.07.2021 5:52:21","Претензия","Технологическая заявка","Поиск сети (покрытие неустойчивое/покрытия нет)","24.11.2021 21:52:21","нет","1269","Technology TT","1269","1"
"TT16422609","Закрыта","26.07.2021 5:54:10","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","05.08.2021 5:54:10","нет","13101","OBO","13101","1"
"TT16422610","Закрыта","26.07.2021 5:54:13","Претензия","CCB","Жалоба на сотрудника телемаркетинга","27.07.2021 5:54:13","нет","1267","Technology TT","1267","1"
"TT16422611","Закрыта","26.07.2021 5:55:10","Администрирование","Администрирование B2C","Ошибочный наличный платёж","26.07.2021 13:55:10","нет","128","OBO","128","1"
"TT16422614","Закрыта","26.07.2021 5:55:56","Претензия","CCB","Жалоба на сотрудника телемаркетинга","27.07.2021 5:55:56","нет","1266","Technology TT","1266","1"
"TT16422615","Закрыта","26.07.2021 5:56:22","Претензия","Контент","Абонент ничего не заказывал","28.07.2021 17:56:22","нет","270","OBO","270","1"
"TT16422616","Закрыта","26.07.2021 5:56:25","Администрирование","Администрирование B2C","Перечисление на номер телефона","10.08.2021 5:56:25","нет","1631","OBO","1631","1"
"TT16422617","Закрыта","26.07.2021 5:56:55","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (без перечисления)","05.08.2021 5:56:55","нет","13100","OBO","13100","1"
"TT16422618","Закрыта","26.07.2021 5:57:07","Претензия","Проблема с SPR","Статус услуги «Временно блокирована»","30.07.2021 5:57:07","нет","2201","OBO","2201","1"
"TT16422623","Закрыта","26.07.2021 5:58:49","Администрирование","Администрирование B2B","Отправка разовых счетов ЭЦП","30.07.2021 5:58:49","нет","4649","B2B Admin","4649","1"
"TT16422624","Закрыта","26.07.2021 5:58:51","Претензия","Телефония","Недостаточно средств","29.07.2021 5:58:51","нет","2933","OBO","2933","1"
"TT16422625","Закрыта","26.07.2021 5:59:04","Претензия","Контент","Абонент ничего не заказывал","28.07.2021 17:59:04","нет","276","OBO","276","1"
"TT16422626","Закрыта","26.07.2021 5:59:18","Претензия","Контент","Абонент ничего не заказывал","28.07.2021 17:59:18","нет","269","OBO","269","1"
"TT16422627","Закрыта","26.07.2021 5:59:34","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","31.07.2021 5:59:34","нет","544","OBO","544","1"
"TT16422628","Закрыта","26.07.2021 5:59:49","Администрирование","Администрирование B2C","Перечисление на номер телефона","10.08.2021 5:59:49","нет","1606","OBO","1606","1"
"TT16422630","Закрыта","26.07.2021 6:00:07","Претензия","Тарификация","Местные вызовы","30.07.2021 6:00:07","нет","9089","Central Product B2B","4239","1"
"TT16422630","Закрыта","26.07.2021 6:00:07","Претензия","Тарификация","Местные вызовы","30.07.2021 6:00:07","нет","9089","Billing Support","1398","1"
"TT16422630","Закрыта","26.07.2021 6:00:07","Претензия","Тарификация","Местные вызовы","30.07.2021 6:00:07","нет","9089","OBO","3452","2"
"TT16422631","Закрыта","26.07.2021 6:00:24","Претензия","Претензии к дилеру","Не выполнена операция клиента","02.08.2021 6:00:24","нет","9166","OBO","9166","1"
"TT16422632","Закрыта","26.07.2021 6:00:53","Администрирование","Администрирование B2C","Изменение статуса SIM: закрытие (перевод на номер телефона)","05.08.2021 6:00:53","нет","13100","OBO","13100","1"
"TT16422636","Закрыта","26.07.2021 6:01:45","Претензия","Контент","Абонент ничего не заказывал","28.07.2021 18:01:45","нет","294","OBO","294","1"
"TT16422637","Закрыта","26.07.2021 6:02:02","Администрирование","Администрирование B2C","Переоформление номера с физ.лица на физ.лицо","31.07.2021 6:02:02","нет","3483","OBO","3483","1"
"TT16422643","Закрыта","26.07.2021 6:04:33","Претензия","Контент","Абонент ничего не заказывал","28.07.2021 18:04:33","нет","268","OBO","268","1"
"TT16422646","Закрыта","26.07.2021 6:05:20","Претензия","ТП Игровой","Проблемы в игре Wargaming","30.07.2021 6:05:20","нет","3504","OBO","3503","2"
"TT16422646","Закрыта","26.07.2021 6:05:20","Претензия","ТП Игровой","Проблемы в игре Wargaming","30.07.2021 6:05:20","нет","3504","ESB Support","1","1"
"TT16422647","Закрыта","26.07.2021 6:06:03","Претензия","Тарификация","Местные вызовы","30.07.2021 6:06:03","нет","476","NPD_CC_PCI_troubles","57","1"
"TT16422647","Закрыта","26.07.2021 6:06:03","Претензия","Тарификация","Местные вызовы","30.07.2021 6:06:03","нет","476","OBO","419","2"
