"FileSystemObjectType";"Id";"Title";"Reduction";"Description";"URLExternal";"ClassSystem";"BusinessGroup";"CategorySystem";"ShortDescArch";"Requirements";"Resiliency";"DisasterRecovery";"BusinessOwnerId";"ITOwnerId";"SysVendor";"TicketStatus";"OperationStatus";"Comment";"ContentTypeId";"OData__x0417__x0430__x043f__x0438__x04";"Link";"OData__x0417__x0430__x043f__x0438__x040";"Links";"OData__x041f__x0440__x043e__x0432__x04";"OData__x0414__x043e__x043a__x0443__x04";"OData__x0414__x0435__x0440__x0436__x04Id";"OData__x0426__x041a__x002f__x0421__x04";"OData__x041f__x0435__x0440__x0441__x04";"OData__x0412__x043b__x0438__x044f__x04";"OData__x0421__x0438__x0441__x0442__x04";"OData__x0418__x043d__x0442__x0435__x04";"OData__x0412__x0440__x0435__x043c__x04";"contractCodeId";"contractCodeText";"contract";"OData__x0422__x0438__x043f__x0020__x04";"OData__x0422__x0438__x043f__x0020__x040";"OData__x041f__x043b__x0430__x043d__x04";"OData__x041e__x0441__x043d__x043e__x04";"OData__x0414__x043e__x043f__x043e__x04";"OData__x041f__x0440__x0438__x043d__x04";"OData__x0420__x0435__x0433__x0438__x04";"OData__x041f__x043b__x0430__x043d__x00";"OData__x041a__x043e__x0440__x043e__x04";"Modified";"Created";"AuthorId";"EditorId";"OData__UIVersionString";"Attachments";"GUID"
"System.Xml.XmlElement";"System.Object[]";"Ring Back Tone (RBT, X-tones)";"System.Xml.XmlElement";"Платформа для организации услуги ""Гудок""";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"2 - Критичная система";"Oracle DB, Java AS";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"Bercut";"Оказывается";"Пром. эксплуатация";"Внесены изменения по результату аудита 2020";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Bercut";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"System.Xml.XmlElement";"Российское";"System.Xml.XmlElement";"System.Xml.XmlElement";"RBT";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"17.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"SAP BPC";"SAP BPC";"System.Xml.XmlElement";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"3 - Важная система";"Архитектура SAP (Hana DB, Netweaver)";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"SAP AG";"Оказывается";"Пром. эксплуатация";"PaaS
Смена Бизнес Владельца - SR02096264
Смена времени обслуживания - SR02171259
Смена БВ SR02613267";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ERP";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"SAP AG";"Будни 20:00 - 01:00 Выходные/праздники 00:00 - 23:59";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Системы управления эффективностью предприятия (CPM, EMP) (2.20)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"BPC";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"17.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Scala";"Scala";"Финансовая/бухгалтерская система";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"4 - Вспомогательная система";"Специфическая архитектура вендора";"24х7";"System.Xml.XmlElement";"Да";"System.Xml.XmlElement";"System.Xml.XmlElement";"Scala";"Оказывается";"Пром. эксплуатация";"используется как архив, в таком случае наверно надо добавить такой вариант выбора в столбце «Статус эксплуатации» (правда есть небольший кусочек, использующийся для расчета Мультибаланса) 

Изменение выремени обслуживания SR02171262";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ERP";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Будни 20:00 - 01:00 Выходные/праздники 00:00 - 23:59";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Системы финансового менеджмента, управления активами и трудовыми ресурсами (ERP) (2.22)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"SCL";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"13.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Black List IN";"Black List IN";"Платформа обработки звонков для целей черного списка ""Black list""";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"2 - Критичная система";"Выделенные SCP серверы,  C++";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"АСУ";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"System.Xml.XmlElement";"Отечественное";"EXPERA, Запись в реестре №9997 от 02.04.2021";"System.Xml.XmlElement";"BLST";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"15.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"CallCatcher/IVR/ZIVR";"IVR";"System.Xml.XmlElement";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"2 - Критичная система";"Oracle PL/SQL";"24х7";"System.Xml.XmlElement";"Да";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"Не оказывается";"Не используется";"ЗНИ 66475: Изменение IT-ландшафта для приложений ЦК ПиР
Основание: функционал реализован в приложении id=30 (CallCatcher Central).";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"3.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"X-terminal";"X-terminal";"Платформа работы с картами экспресс оплаты. Активация карт";"System.Xml.XmlElement";"Сервисная платформа";"System.Xml.XmlElement";"Category 3. Medium Impact";"Oracle PL/SQL";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"Не оказывается";"Не используется";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"1.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"CallCatcher Central";"Call-catcher";"Платформа, реализующая услуги ""Голосовая почта"", ""Кто звонил""";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"1 - Система высокой критичности";"Работает на основе платформы CareM";"24х7";"System.Xml.XmlElement";"Да";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"АСУ";"Платформа (PaaS)";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"System.Xml.XmlElement";"Российское";"System.Xml.XmlElement";"2021";"CTCH";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"15.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Active Directory";"AD";"LDAP-совместимая реализация интеллектуальной службы каталогов корпорации Microsoft для операционных систем семейства Windows";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"1 - Система высокой критичности";"Microsoft Active Directory";"24х7";"System.Xml.XmlElement";"Да";"System.Xml.XmlElement";"System.Xml.XmlElement";"Microsoft";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"IT-Service";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Теле2";"с 22:00 по 02:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"АСУ";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Системы управления доступом к информационным ресурсам (1.15)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"AD";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"21.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"FileNet - EDA";"FN-EDA";"Система документооборота компании";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"2 - Критичная система";"Web-приложение. Построено с использованием платформы IBM FileNet. Используется Oracle DB.";"24х7";"System.Xml.XmlElement";"Да";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Фирма ""АйТи""";"Оказывается";"Пром. эксплуатация";"Изменение времени обслуживания SR02171274";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ERP";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Будни 20:00 - 01:00 Выходные/праздники 00:00 - 23:59";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Системы электронного документооборота (EDMC) (2.26)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"FNED";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"15.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"FileNet - Avatar";"FN-Avatar";"Система управления CAPEX затратами компании";"System.Xml.XmlElement";"Бизнес-приложение";"System.Xml.XmlElement";"System.Xml.XmlElement";"Web-приложение. Построено с использованием платформы IBM FileNet. Используется Oracle DB.";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Фирма ""АйТи""";"Не оказывается";"Не используется";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"с 00:00 до 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"3.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"FileNet - LCA";"FN-LCA";"Система управления OPEX бюджетами маркетингового подразделения";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"4 - Вспомогательная система";"Web-приложение. Построено с использованием платформы IBM FileNet. Используется Oracle DB.";"24х7";"System.Xml.XmlElement";"Да";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Фирма ""АйТи""";"Оказывается";"Пром. эксплуатация";"Изменение времени обслуживания SR02171280
Смена БВ по заявке SR02654793";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ERP";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Будни 20:00 - 01:00 Выходные/праздники 00:00 - 23:59";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"TPX";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"19.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"HLR Web Server";"HLR Web";"Web интерфейсы к HLR Nokia для управления коммутаторными услугами и статусами абонентов на коммутаторах для ЗЦ";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"4 - Вспомогательная система";"Кастомное решение с использованием протоколов управления коммутаторами.";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"Нет";"Не оказывается";"Не используется";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"IT-Service";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Tele2";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"3.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Project Server";"PrServer";"Система управления проектами проектного офиса Теле2";"System.Xml.XmlElement";"IT приложение";"System.Xml.XmlElement";"4 - Вспомогательная система";"MS Project server с веб интерфейсом";"8х5";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"Microsoft";"Оказывается";"Не используется";"Выведена из эксплуатации по аудиту 2020";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"IT-Service";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"с 20:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Системы управления проектами (2.14)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"15.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Платежная система ПСКБ";"PSKB";"Интерфейс к внешнему банковскому процессинговому центру для обработки оплаты банковскими картами (используется в Web SelfCare)
Петербургский социальный коммерческий банк» (ПСКБ)";"System.Xml.XmlElement";"Коммуникационная система";"System.Xml.XmlElement";"Category 2. Significant Impact";"HTTPS/SOAP";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"Банк ПСКБ";"Не оказывается";"Не используется";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"1.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Портал Survey Gizmo";"P-Survey";"Портал он-лайн опросов Survey Gizmo - внешняя система хостится у вендора";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"4 - Вспомогательная система";"URL ссылки";"Нет";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"http://www.surveygizmo.com/";"Не оказывается";"Не используется";"Владельцы не найдеты 18.01.2021";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Outsource";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"9.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Портал подписок";"P-Content";"Внешний портал по управлению подписками на контент (хостится у контент провайдера). Клиенты Теле2 используют портал как элемент ЛК. Теле2 в бэкофисе (ЗЦ) использует веб интерфейс для управления настройками абонентов по контенту.";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"4 - Вспомогательная система";"Кастомная архитектура провайдера сервиса.";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"EMMS";"Оказывается";"Не используется";"вывод из эксплуатации SR04512058";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Outsource";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"АСУ";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"CNTN";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"33.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Портал Гудок";"P-Gudok";"Портал управления услугами RBT - Гудок, включение сервисов и управление мелодиями";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"2 - Критичная система";"SaaS, Внешнее веб приложение";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"Группа компаний INTECH";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Outsource";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Группа компаний INTECH";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"АСУ";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Коммуникационное программное обеспечение (2.2)";"System.Xml.XmlElement";"Российское";"System.Xml.XmlElement";"System.Xml.XmlElement";"RBTP";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"19.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Основной сайт Теле2 Россия";"P-Tele2";"Корпоративные порталы Теле2 Россия";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"1 - Система высокой критичности";"на платформе DS";"24х7";"System.Xml.XmlElement";"Да";"System.Xml.XmlElement";"System.Xml.XmlElement";"oracle e-commerce";"Не оказывается";"Не используется";"ИТ-Владелец был Девликамов Тимур";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Digital";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"1.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"САРД";"SARD";"Система управления разрешительной деятельностью Теле2";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"3 - Важная система";"Специфическая архитектура вендора";"8х5";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"НПЦ ""ТВП""";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"IT-Service";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"НПЦ ""ТВП""";"с 22:00 по 02:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"System.Xml.XmlElement";"Российское";"System.Xml.XmlElement";"System.Xml.XmlElement";"WFS";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"21.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
