"FileSystemObjectType";"Id";"Title";"Reduction";"Description";"URLExternal";"ClassSystem";"BusinessGroup";"CategorySystem";"ShortDescArch";"Requirements";"Resiliency";"DisasterRecovery";"BusinessOwnerId";"ITOwnerId";"SysVendor";"TicketStatus";"OperationStatus";"Comment";"ContentTypeId";"OData__x0417__x0430__x043f__x0438__x04";"Link";"OData__x0417__x0430__x043f__x0438__x040";"Links";"OData__x041f__x0440__x043e__x0432__x04";"OData__x0414__x043e__x043a__x0443__x04";"OData__x0414__x0435__x0440__x0436__x04Id";"OData__x0426__x041a__x002f__x0421__x04";"OData__x041f__x0435__x0440__x0441__x04";"OData__x0412__x043b__x0438__x044f__x04";"OData__x0421__x0438__x0441__x0442__x04";"OData__x0418__x043d__x0442__x0435__x04";"OData__x0412__x0440__x0435__x043c__x04";"contractCodeId";"contractCodeText";"contract";"OData__x0422__x0438__x043f__x0020__x04";"OData__x0422__x0438__x043f__x0020__x040";"OData__x041f__x043b__x0430__x043d__x04";"OData__x041e__x0441__x043d__x043e__x04";"OData__x0414__x043e__x043f__x043e__x04";"OData__x041f__x0440__x0438__x043d__x04";"OData__x0420__x0435__x0433__x0438__x04";"OData__x041f__x043b__x0430__x043d__x00";"OData__x041a__x043e__x0440__x043e__x04";"Modified";"Created";"AuthorId";"EditorId";"OData__UIVersionString";"Attachments";"GUID"
"System.Xml.XmlElement";"System.Object[]";"System Center Configuration Manager";"SCCM";"ПО для управления ИТ-инфраструктурой на основе Microsoft Windows, позволяет организовывать работу парка ПК и контроля серверов рабочих станций.";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"4 - Вспомогательная система";"Специфическая архитектура вендора";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"Microsoft";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"IT-Service";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Tele2";"с 00:00 по 23:59";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"АСУ";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Системы управления ИТ-службой, ИТ-инфраструктурой и ИТ-активами (ITSM-ServiceDesk, SCCM, Asset Management) (2.27)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"SCCM";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"27.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"SCSM";"SCSM";"Автоматизация процессов управления конфигурациями, инцидентами, проблемами, портал самообслуживания";"System.Xml.XmlElement";"IT приложение";"System.Xml.XmlElement";"System.Xml.XmlElement";"Специфическая архитектура вендора";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"Microsoft, покупается через ""Softline""";"Не оказывается";"Не используется";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"с 00:00 до 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"3.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Платформа Sharepoint";"SharePoint";"Microsoft SharePoint Products and Technologies — это коллекция программных продуктов и компонентов, которая включает в себя следующие компоненты:
набор веб-приложений для организации совместной работы; функциональность для создания веб-порталов; модуль поиска информации в документах и информационных системах; функциональность управления рабочими процессами и систему управления содержимым масштаба предприятия
Модуль создания форм для ввода информации; функциональность для бизнес-анализа";"System.Xml.XmlElement";"Коммуникационная система";"System.Xml.XmlElement";"3 - Важная система";"Виртуальные сервера MS на отдельный хостах ВМ.";"8х5";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"Microsoft";"Оказывается";"Пром. эксплуатация";"Web сервера и сервера приложений состоят в ферме. Развернуты на виртуальных машинах кластера Hyper-V.
В качестве БД используется MS SQL 2012 Std на физическом сервере, без резервирования.
Смена владельца ТП SR04872767";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"IT-Service";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Аплана";"с 22:00 по 04:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИС";"Платформа (PaaS)";"System.Xml.XmlElement";"Системы управления содержимым (CMS), сайты и портальные решения (2.24)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"SHP";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"31.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Terminal Servers";"TermS";"Терминальные серверы Microsoft для обеспечения удаленной работы";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"2 - Критичная система";"Специфическая архитектура вендора";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"Microsoft";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"IT-Service";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Tele2";"с 20:00 по 02:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИС";"Платформа (PaaS)";"System.Xml.XmlElement";"Средства обеспечения облачных и распределенных вычислений (1.1)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"TRM";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"29.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Кодос";"Kodos";"Система контроля доступа";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"4 - Вспомогательная система";"Специфическая архитектура вендора";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"Кодос";"Оказывается";"Пром. эксплуатация";"Система управления Контролем Доступа";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"IT-Infra";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Кодос-Юг";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"АСУ";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Системы мониторинга и управления (3.7)";"System.Xml.XmlElement";"Отечественное";"Программный комплекс ""КОДОС"", № 1986 от 08.10.2016 и № 3878 от 16.08.2017";"System.Xml.XmlElement";"KDS";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"15.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Платформа для контент провайдеров (SPACE)";"SPACE";"Платформа для взаимодействия с системами контент провайдеров";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"2 - Критичная система";"Специфичная архитектура соответствующая интеграционным возможностям контент-провайдеров";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""Беркут""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"АСУ";"Платформа (PaaS)";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"System.Xml.XmlElement";"Российское";"System.Xml.XmlElement";"2021";"SPCE";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"17.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Платформа Lotus";"Платформа Lotus";"Система приложений и баз данных построенных с помощью Lotus Domino сервера (отчеты RS.)";"System.Xml.XmlElement";"Коммуникационная система";"System.Xml.XmlElement";"4 - Вспомогательная система";"IBD Lotus Domino Server архитектура";"Нет";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"IBM";"Не оказывается";"Вывод из эксплуатации";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"IT-Service";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"с 00:00 по 23:59";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИС";"Платформа (PaaS)";"System.Xml.XmlElement";"Коммуникационное программное обеспечение (2.2)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"LN";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"23.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Lotus Notes Mail";"Lotus-Mail";"Почтовая система, корпоративная адресная и телефонная книга";"System.Xml.XmlElement";"IT приложение";"System.Xml.XmlElement";"System.Xml.XmlElement";"IBD Lotus Domino Server архитектура";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"IBM";"Не оказывается";"Не используется";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"с 00:00 до 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"1.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Система отчетности Crystal";"Crystal";"Интрефейс предназначен для предастовления ФСБ информации о звонках и сессиях GPRS.";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"3 - Важная система";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"SAP";"Не оказывается";"Вывод из эксплуатации";"Внесены изменения по результату аудита 2020
Выведена из эксплуатации 24.02.2021";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Data";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Tele2";"с 20:00 до 05:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"CRST";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"27.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Chicago";"Chicago";"Система автоматизации работы мерчендайзеров";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"3 - Важная система";"MS SQL сервер и веб клиент к нему, клеинт работает также на мобильных Android устройствах";"8х5";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"""Системные технологии""";"Оказывается";"Пром. эксплуатация";"Имеется сервис публикации фотографий ST Drive
смена БВ SR04390574";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"IT-Service";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"""Системные технологии""";"с 18:00 по 02:00";"System.Xml.XmlElement";"2000 10 1086045 SAP";"System.Xml.XmlElement";"ИС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Российское";"System.Xml.XmlElement";"System.Xml.XmlElement";"CHI";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"166.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"AIC (Avaya)";"AIC  (Avaya)";"AVAYA Interaction Center Manager - платформа программного управления и интеллектуальной маршрутизации звонков УАТС AVAYA (CM)";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"2 - Критичная система";"WorkFlow Designer, deploy execute applications";"24х7";"System.Xml.XmlElement";"Да";"System.Xml.XmlElement";"System.Xml.XmlElement";"AVAYA inc.";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""КРОК инкорпорейтед""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИТКС";"Платформа (PaaS)";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"AIC";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"25.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"AES (Avaya)";"AES (Avaya)";"Application Enablement Services - программный комплекс, обеспечивающий интеграцию УАТС AVAYA с другими платформами";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"2 - Критичная система";"CTI";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"AVAYA inc.";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""КРОК инкорпорейтед""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"АСУ";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Информационные системы для решения специфических отраслевых задач (2.32)";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"AES";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"25.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"CMS (Avaya)";"CMS (Avaya)";"AVAYA Call Management System (ACD) - система учета и сбора данных о звонках напрямую от УАТС AVAYA (PBX), позволяет проводить количественный анализ о звонках в реальном времени, исторических и дизайнерских отчетах кастомера";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"3 - Важная система";"RedHat, Informix DB, OpenLink Universal Data Access Driver";"24х7";"System.Xml.XmlElement";"Да";"System.Xml.XmlElement";"System.Xml.XmlElement";"AVAYA inc.";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""КРОК инкорпорейтед""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Коммуникационное программное обеспечение (2.2)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"CMS";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"21.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"CM (Avaya)";"CM (Avaya)";"AVAYA Communication Manager - аппаратный комплекс УАТС AVAYA (PBX), обеспечивающий первичную обработку соединений и базовую векторную маршрутизацию звонков";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"2 - Критичная система";"AVAYA Communcation Manager 5.2, RHEL";"24х7";"System.Xml.XmlElement";"Да";"System.Xml.XmlElement";"System.Xml.XmlElement";"AVAYA inc.";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""КРОК инкорпорейтед""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИТКС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Коммуникационное программное обеспечение (2.2)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"CM";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"21.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Nice (NICE)";"Nice (Nice)";"System.Xml.XmlElement";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"3 - Важная система";"MS Windows 2008, IIS7.0, ASPx, .NetFrameWork, MS SQL server 2008";"8х5";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"AVAYA inc.";"Оказывается";"Пром. эксплуатация";"Смена имени по заявке SR02736981";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""КРОК инкорпорейтед""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИС";"Платформа (PaaS)";"System.Xml.XmlElement";"Коммуникационное программное обеспечение (2.2)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"NICE";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"29.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Teleopti WFM";"Teleopti WFM (Teleopti)";"WorkForce Management - планирование рабочего времени, использующаяся в ЗЦ";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"3 - Важная система";"MS Windows 2008, IIS7.0, ASPx, .NetFrameWork, MS SQL server 2008";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"Teleopti WFM";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""КРОК инкорпорейтед""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Системы управления бизнес процессами организации (BPM) (2.17)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"OPTI";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"19.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"Wallboard (AVAYA)";"Wallboard (Avaya)";"WB - система интерактивного графического оповещения операторов в реальном времени данными о звонках и событиях ЗЦ, а также мониторинга показателей работу ЗЦ";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"4 - Вспомогательная система";"Кастомная архитектура";"24х7";"System.Xml.XmlElement";"Нет";"System.Xml.XmlElement";"System.Xml.XmlElement";"AVAYA inc.";"Оказывается";"Пром. эксплуатация";"System.Xml.XmlElement";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""КРОК инкорпорейтед""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИС";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Коммуникационное программное обеспечение (2.2)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"WBCM";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"21.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"ExperiencePortal (AVAYA)";"ExperiencePortal (AVAYA)";"VP - платформа голосового управления, APPs - сервер голосовых приложений. Обе системы входят в состав единой платформы IVR (interactive Voice Responds) и служат для автоматизации обслуживания звонков абонентов";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"1 - Система высокой критичности";"AVAYA Dialog Designer";"24х7";"System.Xml.XmlElement";"Да";"System.Xml.XmlElement";"System.Xml.XmlElement";"AVAYA inc.";"Оказывается";"Пром. эксплуатация";"Смена имени по заявке SR02736981";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""КРОК инкорпорейтед""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ИТКС";"Платформа (PaaS)";"System.Xml.XmlElement";"Коммуникационное программное обеспечение (2.2)";"System.Xml.XmlElement";"Иностранное";"System.Xml.XmlElement";"System.Xml.XmlElement";"EPMS";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"27.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
"System.Xml.XmlElement";"System.Object[]";"CallClient (Croc)";"CallClient (Croc)";"Система управления звонками на рабочем месте оператора ЗЦ";"System.Xml.XmlElement";"Будет определена позже";"System.Xml.XmlElement";"2 - Критичная система";"Локальное приложение (рабочее место), запускается в рамках терминальной инфраструктуры Citrix";"24х7";"System.Xml.XmlElement";"Да";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""КРОК инкорпорейтед""";"Оказывается";"Пром. эксплуатация";"увеличение времени разговора
был Бизнес-Владелец - Виктор Рупп
Смена имени по заявке SR02736981";"0x0100DC6B68CB02A76245BA3281DCF99163C5";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"Billing";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"ЗАО ""КРОК инкорпорейтед""";"с 00:00 по 06:00";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"АСУ";"Сервис/Приложение (SaaS)";"System.Xml.XmlElement";"Коммуникационное программное обеспечение (2.2)";"System.Xml.XmlElement";"Российское";"System.Xml.XmlElement";"System.Xml.XmlElement";"CC";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"System.Xml.XmlElement";"21.0";"System.Xml.XmlElement";"System.Xml.XmlElement"
