"НОМЕР ЗАЯВКИ","СТАТУС","ДАТА РЕГИСТРАЦИИ","ТИП ОБРАЩЕНИЯ","СЕРВИС","КРАТКОЕ ОПИСАНИЕ ПРОБЛЕМЫ","СРОК РЕШЕНИЯ","ПРОСРОЧЕН","ОБЩЕЕ ВРЕМЯ ОБРАБОТКИ (МИН.)","ГРУППА","ВРЕМЯ ОБРАБОТКИ ГРУППОЙ (МИН.)","КОЛ-ВО НАЗНАЧЕНИЙ НА ГРУППУ"
"TT15907429","Закрыта","26.05.2021 8:08:14","Претензия","Контент","Абонент ничего не заказывал","28.05.2021 20:08:14","нет","69673","OBO","69600","2"
"TT15907690","Закрыта","26.05.2021 8:53:43","Претензия","Контент","Абонент ничего не заказывал","28.05.2021 20:53:43","нет","23103","OBO","23103","1"
"TT15908292","Закрыта","26.05.2021 9:57:24","Претензия","Контент","Абонент ничего не заказывал","28.05.2021 21:57:24","нет","23028","OBO","23028","1"
"TT15908523","Закрыта","26.05.2021 10:22:48","Претензия","Контент","Абонент ничего не заказывал","28.05.2021 22:22:48","нет","23002","OBO","23002","1"
"TT15911515","Закрыта","26.05.2021 14:38:41","Претензия","Контент","Абонент ничего не заказывал","29.05.2021 2:38:41","нет","22746","OBO","22746","1"
"TT15916541","Закрыта","27.05.2021 9:26:56","Претензия","Контент","Абонент ничего не заказывал","29.05.2021 21:26:56","нет","21604","OBO","21604","1"
"TT15920013","Закрыта","27.05.2021 14:18:58","Претензия","Контент","Абонент ничего не заказывал","30.05.2021 2:18:58","нет","21314","OBO","21314","1"
"TT15920987","Закрыта","27.05.2021 15:44:51","Претензия","Контент","Абонент ничего не заказывал","30.05.2021 3:44:51","нет","21226","OBO","21226","1"
"TT15921064","Закрыта","27.05.2021 15:51:33","Претензия","Контент","Абонент ничего не заказывал","30.05.2021 3:51:33","нет","21235","OBO","21235","1"
"TT15921137","Закрыта","27.05.2021 15:58:44","Претензия","Контент","Абонент ничего не заказывал","30.05.2021 3:58:44","нет","21216","OBO","21216","1"
"TT15925041","Закрыта","28.05.2021 8:21:17","Претензия","Контент","Абонент ничего не заказывал","30.05.2021 20:21:17","нет","20251","OBO","20251","1"
"TT15925274","Закрыта","28.05.2021 8:54:41","Претензия","Контент","Абонент ничего не заказывал","30.05.2021 20:54:41","нет","20204","OBO","20204","1"
"TT15932673","Закрыта","29.05.2021 1:43:33","Претензия","Контент","Абонент ничего не заказывал","31.05.2021 13:43:33","нет","19208","OBO","19208","1"
"TT15936888","Закрыта","29.05.2021 16:37:47","Претензия","Контент","Абонент ничего не заказывал","01.06.2021 4:37:47","нет","18314","OBO","18314","1"
"TT15937262","Закрыта","29.05.2021 17:38:27","Претензия","Контент","Абонент ничего не заказывал","01.06.2021 5:38:27","нет","18232","OBO","18232","1"
"TT15938305","Закрыта","29.05.2021 21:13:21","Претензия","Контент","Абонент ничего не заказывал","01.06.2021 9:13:21","нет","18028","OBO","18028","1"
"TT15960247","Закрыта","01.06.2021 15:15:09","Претензия","Контент","Абонент ничего не заказывал","04.06.2021 3:15:09","нет","14060","OBO","14060","1"
"TT15960247","Закрыта","01.06.2021 15:15:09","Претензия","Контент","Абонент ничего не заказывал","04.06.2021 3:15:09","нет","14060","ESB Support","0","1"
"TT15966226","Закрыта","02.06.2021 10:50:54","Претензия","Контент","Абонент ничего не заказывал","04.06.2021 22:50:54","нет","12938","OBO","12938","1"
"TT15980009","Закрыта","03.06.2021 19:27:42","Претензия","Контент","Абонент ничего не заказывал","06.06.2021 7:27:42","нет","11087","OBO","11087","1"
"TT15980416","Закрыта","03.06.2021 20:57:24","Претензия","Контент","Абонент ничего не заказывал","06.06.2021 8:57:24","нет","10851","OBO","10851","1"
"TT15980463","Закрыта","03.06.2021 21:08:26","Претензия","Контент","Абонент ничего не заказывал","06.06.2021 9:08:26","нет","10827","OBO","10827","1"
"TT15988692","Закрыта","04.06.2021 19:26:06","Претензия","Контент","Абонент ничего не заказывал","07.06.2021 7:26:06","нет","9486","OBO","9486","1"
"TT15990664","Закрыта","05.06.2021 8:26:07","Претензия","Контент","Абонент ничего не заказывал","07.06.2021 20:26:07","нет","8741","OBO","8741","1"
"TT15993134","Закрыта","05.06.2021 14:23:29","Претензия","Контент","Абонент ничего не заказывал","08.06.2021 2:23:29","нет","8350","OBO","8350","1"
"TT15998887","Закрыта","06.06.2021 13:36:23","Претензия","Контент","Абонент ничего не заказывал","09.06.2021 1:36:23","нет","6986","OBO","6986","1"
"TT16003923","Закрыта","07.06.2021 9:53:54","Претензия","Контент","Абонент ничего не заказывал","09.06.2021 21:53:54","нет","5766","OBO","5766","1"
"TT16015920","Закрыта","08.06.2021 12:19:14","Претензия","Контент","Абонент ничего не заказывал","11.06.2021 0:19:14","нет","4393","CKBO B2B","2","1"
"TT16015920","Закрыта","08.06.2021 12:19:14","Претензия","Контент","Абонент ничего не заказывал","11.06.2021 0:19:14","нет","4393","OBO","4391","1"
"TT16019979","Закрыта","08.06.2021 18:52:31","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 18:52:31","нет","72882","OBO","72879","2"
"TT16019979","Закрыта","08.06.2021 18:52:31","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 18:52:31","нет","72882","Координатор OBO","3","1"
"TT16021711","Закрыта","09.06.2021 4:54:03","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 4:54:03","нет","72274","OBO","72270","2"
"TT16021711","Закрыта","09.06.2021 4:54:03","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 4:54:03","нет","72274","Координатор OBO","4","1"
"TT16022173","Закрыта","09.06.2021 7:32:01","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 7:32:01","нет","72118","Координатор OBO","4","1"
"TT16022173","Закрыта","09.06.2021 7:32:01","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 7:32:01","нет","72118","OBO","72114","2"
"TT16022243","Закрыта","09.06.2021 7:45:36","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 7:45:36","нет","72108","Координатор OBO","3","1"
"TT16022243","Закрыта","09.06.2021 7:45:36","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 7:45:36","нет","72108","OBO","72105","2"
"TT16022298","Закрыта","09.06.2021 7:56:38","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 7:56:38","нет","72102","Координатор OBO","5","1"
"TT16022298","Закрыта","09.06.2021 7:56:38","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 7:56:38","нет","72102","OBO","72097","2"
"TT16022317","Закрыта","09.06.2021 8:02:08","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 8:02:08","нет","72098","OBO","72095","2"
"TT16022317","Закрыта","09.06.2021 8:02:08","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 8:02:08","нет","72098","Координатор OBO","3","1"
"TT16022340","Закрыта","09.06.2021 8:06:07","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 8:06:07","нет","72702","Координатор OBO","6","1"
"TT16022340","Закрыта","09.06.2021 8:06:07","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 8:06:07","нет","72702","OBO","72696","2"
"TT16022940","Закрыта","09.06.2021 9:30:29","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 9:30:29","нет","72014","OBO","72011","2"
"TT16022940","Закрыта","09.06.2021 9:30:29","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 9:30:29","нет","72014","Координатор OBO","3","1"
"TT16022943","Закрыта","09.06.2021 9:30:52","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 9:30:52","нет","71659","OBO","71644","2"
"TT16022943","Закрыта","09.06.2021 9:30:52","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 9:30:52","нет","71659","Координатор OBO","15","1"
"TT16023135","Закрыта","09.06.2021 9:52:22","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 9:52:22","нет","72002","OBO","71997","2"
"TT16023135","Закрыта","09.06.2021 9:52:22","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 9:52:22","нет","72002","Координатор OBO","5","1"
"TT16023136","Закрыта","09.06.2021 9:52:22","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 9:52:22","нет","72005","OBO","71996","2"
"TT16023136","Закрыта","09.06.2021 9:52:22","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 9:52:22","нет","72005","Координатор OBO","9","1"
"TT16023434","Закрыта","09.06.2021 10:16:56","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 10:16:56","нет","72173","OBO","72166","2"
"TT16023434","Закрыта","09.06.2021 10:16:56","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 10:16:56","нет","72173","Координатор OBO","7","1"
"TT16023877","Закрыта","09.06.2021 10:45:02","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 10:45:02","нет","72547","Координатор OBO","10","1"
"TT16023877","Закрыта","09.06.2021 10:45:02","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 10:45:02","нет","72547","OBO","72537","2"
"TT16024191","Закрыта","09.06.2021 11:06:23","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 11:06:23","нет","72533","OBO","72480","2"
"TT16024191","Закрыта","09.06.2021 11:06:23","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 11:06:23","нет","72533","Координатор OBO","53","1"
"TT16026571","Закрыта","09.06.2021 13:59:34","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 13:59:34","нет","71954","Координатор OBO","4","1"
"TT16026571","Закрыта","09.06.2021 13:59:34","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 13:59:34","нет","71954","OBO","71950","2"
"TT16026923","Закрыта","09.06.2021 14:25:18","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 14:25:18","нет","71933","Координатор OBO","8","1"
"TT16026923","Закрыта","09.06.2021 14:25:18","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","09.08.2021 14:25:18","нет","71933","OBO","71925","2"
"TT16031637","Закрыта","10.06.2021 7:47:30","Претензия","Контент","Абонент ничего не заказывал","12.06.2021 19:47:30","нет","8970","OBO","8970","1"
"TT16032117","Закрыта","10.06.2021 9:02:37","Претензия","Контент","Абонент ничего не заказывал","12.06.2021 21:02:37","нет","361","OBO","361","1"
"TT16040976","Закрыта","11.06.2021 7:51:02","Претензия","Контент","Абонент ничего не заказывал","13.06.2021 19:51:02","нет","578","OBO","578","1"
"TT16041873","Закрыта","11.06.2021 9:56:41","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","11.08.2021 9:56:41","нет","69290","BO MOS","69290","1"
"TT16041972","Закрыта","11.06.2021 10:07:08","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","11.08.2021 10:07:08","нет","69291","BO MOS","69291","1"
"TT16045013","Закрыта","11.06.2021 14:17:06","Претензия","Контент","Абонент ничего не заказывал","14.06.2021 2:17:06","нет","1418","OBO","1418","1"
"TT16045791","Закрыта","11.06.2021 15:39:04","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","11.08.2021 15:39:04","нет","68965","BO MOS","68965","1"
"TT16045923","Закрыта","11.06.2021 15:52:48","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","11.08.2021 15:52:48","нет","68957","BO MOS","68957","1"
"TT16045968","Закрыта","11.06.2021 15:57:31","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","11.08.2021 15:57:31","нет","68985","OBO","50232","1"
"TT16045968","Закрыта","11.06.2021 15:57:31","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","11.08.2021 15:57:31","нет","68985","ФЗ-115","41","1"
"TT16045968","Закрыта","11.06.2021 15:57:31","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","11.08.2021 15:57:31","нет","68985","BO MOS","18712","1"
"TT16046301","Закрыта","11.06.2021 16:31:41","Претензия","Контент","Абонент ничего не заказывал","14.06.2021 4:31:41","нет","1375","OBO","1375","1"
"TT16047075","Закрыта","11.06.2021 18:12:27","Администрирование","Администрирование B2B","Нестандартное обращение","14.06.2021 18:12:27","нет","68975","Corp SPB","0","1"
"TT16047075","Закрыта","11.06.2021 18:12:27","Администрирование","Администрирование B2B","Нестандартное обращение","14.06.2021 18:12:27","нет","68975","Сар_Наставник","68975","1"
"TT16047208","Закрыта","11.06.2021 18:36:48","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","11.08.2021 18:36:48","нет","68830","BO MOS","68830","1"
"TT16047617","Закрыта","11.06.2021 19:44:54","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","11.08.2021 19:44:54","нет","68766","BO MOS","68766","1"
"TT16049319","Закрыта","12.06.2021 7:34:34","Претензия","Контент","Геопоиск","14.06.2021 19:34:34","нет","1492","OBO","1492","1"
"TT16049594","Закрыта","12.06.2021 8:45:12","Претензия","Контент","Абонент ничего не заказывал","14.06.2021 20:45:12","нет","1515","OBO","1515","1"
"TT16062778","Закрыта","14.06.2021 10:12:37","Претензия","Контент","Абонент ничего не заказывал","16.06.2021 22:12:37","нет","1654","OBO","1654","1"
"TT16062836","Закрыта","14.06.2021 10:19:50","Претензия","Контент","Абонент ничего не заказывал","16.06.2021 22:19:50","нет","1580","OBO","1580","1"
"TT16080374","Закрыта","16.06.2021 10:55:27","Администрирование","Администрирование B2B","Подключение услуги РТК 8-800","03.07.2021 10:55:27","нет","57565","CKBO B2B","59","2"
"TT16080374","Закрыта","16.06.2021 10:55:27","Администрирование","Администрирование B2B","Подключение услуги РТК 8-800","03.07.2021 10:55:27","нет","57565","Corp IRK","57506","1"
"TT16085063","Закрыта","16.06.2021 18:37:56","Администрирование","Документация В2С","Копии документов для Tele2","19.06.2021 18:37:56","нет","61662","OBO","61662","1"
"TT16085534","Закрыта","16.06.2021 19:49:16","Администрирование","Документация В2С","Копии документов для Tele2","19.06.2021 19:49:16","нет","61574","OBO","61574","1"
"TT16091572","Закрыта","17.06.2021 14:12:20","Администрирование","Документация В2С","Копии документов для Tele2","20.06.2021 14:12:20","нет","60500","OBO","60500","1"
"TT16091593","Закрыта","17.06.2021 14:14:13","Администрирование","Документация В2С","Копии документов для Tele2","20.06.2021 14:14:13","нет","60509","OBO","60509","1"
"TT16091876","Закрыта","17.06.2021 14:41:21","Претензия","Контент","Абонент ничего не заказывал","20.06.2021 2:41:21","нет","1164","OBO","1164","1"
"TT16093204","Закрыта","17.06.2021 16:39:10","Администрирование","Документация В2С","Копии документов для Tele2","20.06.2021 16:39:10","нет","60404","OBO","60404","1"
"TT16098688","Закрыта","18.06.2021 11:35:28","Претензия","Контент","Абонент ничего не заказывал","20.06.2021 23:35:28","нет","235","OBO","235","1"
"TT16099561","Закрыта","18.06.2021 12:55:18","Администрирование","Документация В2С","Копии документов для Tele2","21.06.2021 12:55:18","нет","58956","OBO","58956","1"
"TT16099930","Закрыта","18.06.2021 13:31:35","Претензия","Контент","Абонент ничего не заказывал","21.06.2021 1:31:35","нет","1287","OBO","1287","1"
"TT16112042","Закрыта","20.06.2021 10:16:35","Администрирование","Документация В2С","Копии документов для Tele2","23.06.2021 10:16:35","нет","56058","OBO","56058","1"
"TT16122263","Закрыта","21.06.2021 14:27:19","Претензия","Бонусная программа","Программа Больше","28.06.2021 14:27:19","нет","55126","OBO","46934","3"
"TT16122263","Закрыта","21.06.2021 14:27:19","Претензия","Бонусная программа","Программа Больше","28.06.2021 14:27:19","нет","55126","LoyaltyProgram","8192","2"
"TT16128753","Закрыта","22.06.2021 9:42:10","MVNO","Телефония (MVNO)","Исходящие местные вызовы","25.06.2021 9:42:10","нет","53712","OBO","78","1"
"TT16128753","Закрыта","22.06.2021 9:42:10","MVNO","Телефония (MVNO)","Исходящие местные вызовы","25.06.2021 9:42:10","нет","53712","RT L2","4495","1"
"TT16128753","Закрыта","22.06.2021 9:42:10","MVNO","Телефония (MVNO)","Исходящие местные вызовы","25.06.2021 9:42:10","нет","53712","Tech BRT","49139","1"
"TT16132944","Закрыта","22.06.2021 15:06:19","Претензия","Контент","Абонент ничего не заказывал","25.06.2021 3:06:19","нет","1220","OBO","1220","1"
"TT16133167","Закрыта","22.06.2021 15:26:27","Претензия","Контент","Абонент ничего не заказывал","25.06.2021 3:26:27","нет","1201","OBO","1201","1"
"TT16141174","Закрыта","23.06.2021 12:43:17","Претензия","Контент","Абонент ничего не заказывал","26.06.2021 0:43:17","нет","584","OBO","584","1"
"TT16143399","Закрыта","23.06.2021 16:14:37","Претензия","Контент","Медиа сервисы/контент-услуги  ","26.06.2021 4:14:37","нет","51557","CBM_Execution","50720","1"
"TT16143399","Закрыта","23.06.2021 16:14:37","Претензия","Контент","Медиа сервисы/контент-услуги  ","26.06.2021 4:14:37","нет","51557","OBO","837","1"
"TT16149059","Закрыта","24.06.2021 10:09:41","Претензия","Контент","Абонент ничего не заказывал","26.06.2021 22:09:41","нет","2623","OBO","2623","1"
"TT16161823","Закрыта","25.06.2021 14:46:33","Претензия","Контент","Контент поврежден","28.06.2021 2:46:33","нет","5277","OBO","5277","1"
"TT16186583","Закрыта","28.06.2021 17:31:03","Администрирование","Документация В2С","Копии документов для Tele2","01.07.2021 17:31:03","нет","44448","OBO","44448","1"
"TT16195421","Закрыта","29.06.2021 14:44:24","Претензия","Контент","Абонент ничего не заказывал","02.07.2021 2:44:24","нет","115","OBO","115","1"
"TT16204436","Закрыта","30.06.2021 13:37:42","Претензия","Контент","Абонент ничего не заказывал","03.07.2021 1:37:42","нет","252","OBO","252","1"
"TT16206373","Закрыта","30.06.2021 16:45:30","Претензия","MNP","Некорректная дата/время портации","03.07.2021 16:45:30","да","9012","OBO","8639","3"
"TT16206373","Закрыта","30.06.2021 16:45:30","Претензия","MNP","Некорректная дата/время портации","03.07.2021 16:45:30","да","9012","VAS Customer Services","0","1"
"TT16206373","Закрыта","30.06.2021 16:45:30","Претензия","MNP","Некорректная дата/время портации","03.07.2021 16:45:30","да","9012","Billing Support","373","2"
"TT16207428","Закрыта","30.06.2021 18:51:23","MVNO","Телефония (MVNO)","Не поступают входящие вызовы","14.07.2021 18:51:23","нет","41644","RT L2","5855","3"
"TT16207428","Закрыта","30.06.2021 18:51:23","MVNO","Телефония (MVNO)","Не поступают входящие вызовы","14.07.2021 18:51:23","нет","41644","Tech KHA-TYV","6980","3"
"TT16207428","Закрыта","30.06.2021 18:51:23","MVNO","Телефония (MVNO)","Не поступают входящие вызовы","14.07.2021 18:51:23","нет","41644","OBO","28809","6"
"TT16209994","Закрыта","01.07.2021 6:31:57","Администрирование","Администрирование B2B","Запрос компенсации","07.07.2021 6:31:57","нет","35844","Corp IRK","34697","2"
"TT16209994","Закрыта","01.07.2021 6:31:57","Администрирование","Администрирование B2B","Запрос компенсации","07.07.2021 6:31:57","нет","35844","CKBO B2B","1147","2"
"TT16211169","Закрыта","01.07.2021 9:35:24","Претензия","Контент","Абонент ничего не заказывал","03.07.2021 21:35:24","нет","126","OBO","126","1"
"TT16214200","Закрыта","01.07.2021 13:51:27","Администрирование","Документация В2С","Копии документов для Tele2","04.07.2021 13:51:27","нет","40336","OBO","40336","1"
"TT16215346","Закрыта","01.07.2021 15:51:55","Претензия","Контент","Контент поврежден","04.07.2021 3:51:55","нет","994","OBO","994","1"
"TT16216314","Закрыта","01.07.2021 17:27:55","Претензия","Контент","Абонент ничего не заказывал","04.07.2021 5:27:55","нет","991","OBO","991","1"
"TT16223535","Закрыта","02.07.2021 14:24:04","MVNO","Не работают/не корректно работают услуги/сервисы (MVNO)","Прямой городской номер","05.07.2021 14:24:04","нет","39031","OBO","16","1"
"TT16223535","Закрыта","02.07.2021 14:24:04","MVNO","Не работают/не корректно работают услуги/сервисы (MVNO)","Прямой городской номер","05.07.2021 14:24:04","нет","39031","Tech BRT","34524","1"
"TT16223535","Закрыта","02.07.2021 14:24:04","MVNO","Не работают/не корректно работают услуги/сервисы (MVNO)","Прямой городской номер","05.07.2021 14:24:04","нет","39031","RT L2","4491","1"
"TT16224491","Закрыта","02.07.2021 15:47:27","Претензия","Контент","Абонент ничего не заказывал","05.07.2021 3:47:27","нет","980","OBO","980","1"
"TT16225807","Закрыта","02.07.2021 17:37:30","Претензия","CAMEL/внутрисетевой роуминг","Нет входящей связи","05.07.2021 17:37:30","нет","38670","OBO","35922","2"
"TT16225807","Закрыта","02.07.2021 17:37:30","Претензия","CAMEL/внутрисетевой роуминг","Нет входящей связи","05.07.2021 17:37:30","нет","38670","NOC","71","1"
"TT16225807","Закрыта","02.07.2021 17:37:30","Претензия","CAMEL/внутрисетевой роуминг","Нет входящей связи","05.07.2021 17:37:30","нет","38670","Roaming","2677","1"
"TT16226295","Закрыта","02.07.2021 18:29:26","Претензия","Письменная претензия","Ответ на письменную претензию","01.08.2021 18:29:26","нет","8230","BO SPB","5","1"
"TT16226295","Закрыта","02.07.2021 18:29:26","Претензия","Письменная претензия","Ответ на письменную претензию","01.08.2021 18:29:26","нет","8230","OBO","8225","2"
"TT16229853","Закрыта","03.07.2021 11:07:52","Претензия","Контент","Абонент ничего не заказывал","05.07.2021 23:07:52","нет","1695","OBO","1695","1"
"TT16236349","Закрыта","04.07.2021 11:24:42","Претензия","Контент","Абонент ничего не заказывал","06.07.2021 23:24:42","нет","1306","OBO","1306","1"
"TT16241518","Закрыта","05.07.2021 8:28:03","Претензия","Тарификация","Местные вызовы","09.07.2021 8:28:03","да","32873","PSCore PCRF","823","2"
"TT16241518","Закрыта","05.07.2021 8:28:03","Претензия","Тарификация","Местные вызовы","09.07.2021 8:28:03","да","32873","OBO","13561","4"
"TT16241518","Закрыта","05.07.2021 8:28:03","Претензия","Тарификация","Местные вызовы","09.07.2021 8:28:03","да","32873","PSCore","14433","1"
"TT16241518","Закрыта","05.07.2021 8:28:03","Претензия","Тарификация","Местные вызовы","09.07.2021 8:28:03","да","32873","Central Product B2B","4056","2"
"TT16242674","Закрыта","05.07.2021 10:36:47","Администрирование","Документация В2С","Копии документов для Tele2","08.07.2021 10:36:47","нет","34820","OBO","34820","1"
"TT16247423","Закрыта","05.07.2021 16:41:35","Претензия","Письменная претензия","Ответ на письменную претензию","04.08.2021 16:41:35","нет","34648","BO MOS","34648","1"
"TT16247981","Закрыта","05.07.2021 17:46:20","Претензия","Контент","Абонент ничего не заказывал","08.07.2021 5:46:20","нет","1117","OBO","1117","1"
"TT16253852","Закрыта","06.07.2021 11:49:14","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","21.07.2021 11:49:14","да","29321","OBO","29315","3"
"TT16253852","Закрыта","06.07.2021 11:49:14","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","21.07.2021 11:49:14","да","29321","ФЗ-115","6","2"
"TT16259019","Закрыта","06.07.2021 21:31:25","Претензия","Сеть","Поиск сети","23.07.2021 21:31:25","да","32518","Tech MOS SEA","991","2"
"TT16259019","Закрыта","06.07.2021 21:31:25","Претензия","Сеть","Поиск сети","23.07.2021 21:31:25","да","32518","Tech MOS","639","1"
"TT16259019","Закрыта","06.07.2021 21:31:25","Претензия","Сеть","Поиск сети","23.07.2021 21:31:25","да","32518","OBO","30888","2"
"TT16262448","Закрыта","07.07.2021 11:17:57","Претензия","Контент","Абонент ничего не заказывал","09.07.2021 23:17:57","нет","1524","OBO","1524","1"
"TT16263174","Закрыта","07.07.2021 12:27:33","Претензия","Контент","Абонент ничего не заказывал","10.07.2021 0:27:33","нет","1462","OBO","1462","1"
"TT16264084","Закрыта","07.07.2021 13:38:10","Администрирование","Администрирование B2B","Запрос доставки оригиналов документов","08.07.2021 13:38:10","нет","31664","Corp VLG","30422","1"
"TT16264084","Закрыта","07.07.2021 13:38:10","Администрирование","Администрирование B2B","Запрос доставки оригиналов документов","08.07.2021 13:38:10","нет","31664","B2B Admin","1242","1"
"TT16264090","Закрыта","07.07.2021 13:38:54","Претензия","Бонусная программа","Программа Больше","14.07.2021 13:38:54","нет","32138","OBO","28084","4"
"TT16264090","Закрыта","07.07.2021 13:38:54","Претензия","Бонусная программа","Программа Больше","14.07.2021 13:38:54","нет","32138","LoyaltyProgram","4054","3"
"TT16264970","Закрыта","07.07.2021 15:00:44","Претензия","Контент","Абонент ничего не заказывал","10.07.2021 3:00:44","да","1501","OBO","1501","1"
"TT16265026","Закрыта","07.07.2021 15:06:26","Претензия","Контент","Абонент ничего не заказывал","10.07.2021 3:06:26","нет","1429","OBO","1429","1"
