"НОМЕР ЗАЯВКИ","СТАТУС","ДАТА РЕГИСТРАЦИИ","ТИП ОБРАЩЕНИЯ","СЕРВИС","КРАТКОЕ ОПИСАНИЕ ПРОБЛЕМЫ","СРОК РЕШЕНИЯ","ПРОСРОЧЕН","ОБЩЕЕ ВРЕМЯ ОБРАБОТКИ (МИН.)","ГРУППА","ВРЕМЯ ОБРАБОТКИ ГРУППОЙ (МИН.)","КОЛ-ВО НАЗНАЧЕНИЙ НА ГРУППУ"
"TT16014867","Закрыта","08.06.2021 11:08:04","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 11:08:04","нет","69157","Координатор OBO","5","1"
"TT16014904","Закрыта","08.06.2021 11:10:56","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 11:10:56","нет","69157","Координатор OBO","4","1"
"TT16014904","Закрыта","08.06.2021 11:10:56","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 11:10:56","нет","69157","OBO","69153","2"
"TT16014920","Закрыта","08.06.2021 11:12:26","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 11:12:26","нет","69157","OBO","69145","2"
"TT16014920","Закрыта","08.06.2021 11:12:26","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 11:12:26","нет","69157","Координатор OBO","12","1"
"TT16014931","Закрыта","08.06.2021 11:12:42","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 11:12:42","нет","69172","Координатор OBO","6","1"
"TT16014931","Закрыта","08.06.2021 11:12:42","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 11:12:42","нет","69172","OBO","69166","2"
"TT16015156","Закрыта","08.06.2021 11:28:57","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 11:28:57","нет","69159","OBO","69154","2"
"TT16015156","Закрыта","08.06.2021 11:28:57","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 11:28:57","нет","69159","Координатор OBO","5","1"
"TT16015179","Закрыта","08.06.2021 11:31:12","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 11:31:12","нет","69167","OBO","69163","2"
"TT16015179","Закрыта","08.06.2021 11:31:12","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 11:31:12","нет","69167","Координатор OBO","4","1"
"TT16015418","Закрыта","08.06.2021 11:47:12","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 11:47:12","нет","69153","Координатор OBO","6","1"
"TT16015418","Закрыта","08.06.2021 11:47:12","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 11:47:12","нет","69153","OBO","69147","2"
"TT16015530","Закрыта","08.06.2021 11:54:23","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 11:54:23","нет","68773","OBO","68767","2"
"TT16015530","Закрыта","08.06.2021 11:54:23","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 11:54:23","нет","68773","Координатор OBO","6","1"
"TT16015773","Закрыта","08.06.2021 12:10:34","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 12:10:34","нет","69137","OBO","69132","2"
"TT16015773","Закрыта","08.06.2021 12:10:34","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 12:10:34","нет","69137","Координатор OBO","5","1"
"TT16016103","Закрыта","08.06.2021 12:30:56","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 12:30:56","нет","69120","Координатор OBO","4","1"
"TT16016103","Закрыта","08.06.2021 12:30:56","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 12:30:56","нет","69120","OBO","69116","2"
"TT16016168","Закрыта","08.06.2021 12:35:25","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 12:35:25","нет","69121","OBO","69117","2"
"TT16016168","Закрыта","08.06.2021 12:35:25","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 12:35:25","нет","69121","Координатор OBO","4","1"
"TT16016414","Закрыта","08.06.2021 12:54:28","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 12:54:28","нет","69110","OBO","69104","2"
"TT16016414","Закрыта","08.06.2021 12:54:28","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 12:54:28","нет","69110","Координатор OBO","6","1"
"TT16016958","Закрыта","08.06.2021 13:36:35","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 13:36:35","нет","69072","OBO","69068","2"
"TT16016958","Закрыта","08.06.2021 13:36:35","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 13:36:35","нет","69072","Координатор OBO","4","1"
"TT16016971","Закрыта","08.06.2021 13:38:05","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 13:38:05","нет","69074","Координатор OBO","4","1"
"TT16016971","Закрыта","08.06.2021 13:38:05","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 13:38:05","нет","69074","OBO","69070","2"
"TT16017271","Закрыта","08.06.2021 14:06:44","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 14:06:44","нет","69049","OBO","69045","2"
"TT16017271","Закрыта","08.06.2021 14:06:44","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 14:06:44","нет","69049","Координатор OBO","4","1"
"TT16017668","Закрыта","08.06.2021 14:45:22","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 14:45:22","нет","69015","OBO","69012","2"
"TT16017668","Закрыта","08.06.2021 14:45:22","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 14:45:22","нет","69015","Координатор OBO","3","1"
"TT16018034","Закрыта","08.06.2021 15:18:33","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 15:18:33","нет","69132","OBO","69128","2"
"TT16018034","Закрыта","08.06.2021 15:18:33","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 15:18:33","нет","69132","Координатор OBO","4","1"
"TT16018205","Закрыта","08.06.2021 15:30:40","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 15:30:40","нет","69122","OBO","69118","2"
"TT16018205","Закрыта","08.06.2021 15:30:40","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 15:30:40","нет","69122","Координатор OBO","4","1"
"TT16018542","Закрыта","08.06.2021 15:55:00","Администрирование","Администрирование B2C","Переоформление на Пользователя ф.л","08.08.2021 15:55:00","нет","69107","OBO","69100","2"
"TT16018542","Закрыта","08.06.2021 15:55:00","Администрирование","Администрирование B2C","Переоформление на Пользователя ф.л","08.08.2021 15:55:00","нет","69107","Координатор OBO","7","1"
"TT16018547","Закрыта","08.06.2021 15:55:59","Администрирование","Администрирование B2C","Переоформление на Пользователя ф.л","08.08.2021 15:55:59","нет","69107","OBO","69100","2"
"TT16018547","Закрыта","08.06.2021 15:55:59","Администрирование","Администрирование B2C","Переоформление на Пользователя ф.л","08.08.2021 15:55:59","нет","69107","Координатор OBO","7","1"
"TT16018667","Закрыта","08.06.2021 16:09:38","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 16:09:38","нет","69105","OBO","69099","2"
"TT16018667","Закрыта","08.06.2021 16:09:38","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 16:09:38","нет","69105","Координатор OBO","6","1"
"TT16018669","Закрыта","08.06.2021 16:09:42","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 16:09:42","нет","69108","OBO","69105","2"
"TT16018669","Закрыта","08.06.2021 16:09:42","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 16:09:42","нет","69108","Координатор OBO","3","1"
"TT16018726","Закрыта","08.06.2021 16:16:38","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 16:16:38","нет","69127","Координатор OBO","5","1"
"TT16018726","Закрыта","08.06.2021 16:16:38","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 16:16:38","нет","69127","OBO","69122","2"
"TT16018835","Закрыта","08.06.2021 16:27:12","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 16:27:12","нет","69120","OBO","69114","2"
"TT16018835","Закрыта","08.06.2021 16:27:12","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 16:27:12","нет","69120","Координатор OBO","6","1"
"TT16018916","Закрыта","08.06.2021 16:36:36","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 16:36:36","нет","69114","OBO","69108","2"
"TT16018916","Закрыта","08.06.2021 16:36:36","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","08.08.2021 16:36:36","нет","69114","Координатор OBO","6","1"
"TT16039637","Закрыта","10.06.2021 21:57:25","Претензия","Претензии к дилеру","Не выполнена операция клиента","17.06.2021 21:57:25","нет","49531","OBO","5368","2"
"TT16039637","Закрыта","10.06.2021 21:57:25","Претензия","Претензии к дилеру","Не выполнена операция клиента","17.06.2021 21:57:25","нет","49531","NPD_CC_PCI_troubles","1026","1"
"TT16039637","Закрыта","10.06.2021 21:57:25","Претензия","Претензии к дилеру","Не выполнена операция клиента","17.06.2021 21:57:25","нет","49531","WebDealer Support","43137","1"
"TT16051481","Закрыта","12.06.2021 12:56:58","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","12.08.2021 12:56:58","нет","63299","OBO","63295","2"
"TT16051481","Закрыта","12.06.2021 12:56:58","Администрирование","Администрирование B2C","Переоформление на пользователя ф.л.","12.08.2021 12:56:58","нет","63299","Координатор OBO","4","1"
"TT16067685","Закрыта","15.06.2021 0:15:39","Претензия","Письменная претензия","mail DS со сканом претензии","15.07.2021 0:15:39","нет","60056","OBO","12618","1"
"TT16067685","Закрыта","15.06.2021 0:15:39","Претензия","Письменная претензия","mail DS со сканом претензии","15.07.2021 0:15:39","нет","60056","Рос_Online","1118","1"
"TT16067685","Закрыта","15.06.2021 0:15:39","Претензия","Письменная претензия","mail DS со сканом претензии","15.07.2021 0:15:39","нет","60056","Рос_ОБО","46056","1"
"TT16067685","Закрыта","15.06.2021 0:15:39","Претензия","Письменная претензия","mail DS со сканом претензии","15.07.2021 0:15:39","нет","60056","BO MOS","264","1"
"TT16081747","Закрыта","16.06.2021 12:38:46","Администрирование","Администрирование B2B","Расторжение договора (полное)","28.06.2021 12:38:46","нет","10811","B2B Admin","10765","4"
"TT16081747","Закрыта","16.06.2021 12:38:46","Администрирование","Администрирование B2B","Расторжение договора (полное)","28.06.2021 12:38:46","нет","10811","Corp PSK","46","4"
"TT16108012","Закрыта","19.06.2021 15:02:46","Претензия","Интернет магазин","Жалоба на курьерскую доставку","22.06.2021 15:02:46","нет","7761","OBO","7761","1"
"TT16121333","Закрыта","21.06.2021 13:20:48","Администрирование","Администрирование B2B","Подключение услуги РТК 8-800","24.07.2021 13:20:48","нет","4149","Corp MOS","4141","1"
"TT16121333","Закрыта","21.06.2021 13:20:48","Администрирование","Администрирование B2B","Подключение услуги РТК 8-800","24.07.2021 13:20:48","нет","4149","CKBO B2B","8","1"
"TT16148549","Закрыта","24.06.2021 9:28:30","Администрирование","Администрирование B2B","Подключение услуги РТК 8-800","27.07.2021 9:28:30","нет","45848","DS SPB","37493","1"
"TT16148549","Закрыта","24.06.2021 9:28:30","Администрирование","Администрирование B2B","Подключение услуги РТК 8-800","27.07.2021 9:28:30","нет","45848","CKBO B2B","1446","2"
"TT16148549","Закрыта","24.06.2021 9:28:30","Администрирование","Администрирование B2B","Подключение услуги РТК 8-800","27.07.2021 9:28:30","нет","45848","Corp SPB","6909","2"
"TT16154529","Закрыта","24.06.2021 18:44:46","Претензия","Контент","Абонент ничего не заказывал","27.06.2021 6:44:46","нет","2553","OBO","2553","1"
"TT16158638","Закрыта","25.06.2021 10:33:40","Администрирование","Администрирование B2B","Бизнес окружение подключение","27.06.2021 10:33:40","нет","39913","Admin СКВО В2В","24539","1"
"TT16158638","Закрыта","25.06.2021 10:33:40","Администрирование","Администрирование B2B","Бизнес окружение подключение","27.06.2021 10:33:40","нет","39913","Corp PSK","7662","3"
"TT16158638","Закрыта","25.06.2021 10:33:40","Администрирование","Администрирование B2B","Бизнес окружение подключение","27.06.2021 10:33:40","нет","39913","B2B Admin","7712","4"
"TT16183189","Закрыта","28.06.2021 12:56:59","Претензия","CAMEL/внутрисетевой роуминг","Телефония","01.07.2021 12:56:59","нет","39578","OBO","23702","3"
"TT16183189","Закрыта","28.06.2021 12:56:59","Претензия","CAMEL/внутрисетевой роуминг","Телефония","01.07.2021 12:56:59","нет","39578","Corp NSK","15875","3"
"TT16183189","Закрыта","28.06.2021 12:56:59","Претензия","CAMEL/внутрисетевой роуминг","Телефония","01.07.2021 12:56:59","нет","39578","B2B Admin","1","1"
"TT16191392","Закрыта","29.06.2021 9:38:07","Администрирование","Администрирование B2B","Нестандартное обращение","02.07.2021 9:38:07","нет","38539","Corp SAH","38539","1"
"TT16194286","Закрыта","29.06.2021 13:02:57","Администрирование","Администрирование B2B","Расторжение договора (полное) - Удержание","30.06.2021 13:02:57","нет","27405","Corp SMO","1082","3"
"TT16194286","Закрыта","29.06.2021 13:02:57","Администрирование","Администрирование B2B","Расторжение договора (полное) - Удержание","30.06.2021 13:02:57","нет","27405","B2B Admin","26323","3"
"TT16205905","Закрыта","30.06.2021 16:00:39","Администрирование","ГОЗ (corpzapros)","Вопросы по договору ","01.07.2021 16:00:39","нет","37445","Corp TVE","37445","1"
"TT16205905","Закрыта","30.06.2021 16:00:39","Администрирование","ГОЗ (corpzapros)","Вопросы по договору ","01.07.2021 16:00:39","нет","37445","CKBO B2B","0","1"
"TT16206772","Закрыта","30.06.2021 17:25:21","Администрирование","Администрирование B2C","Корректировка регистрационных данных","02.07.2021 17:25:21","да","19618","BO KLG","426","1"
"TT16206772","Закрыта","30.06.2021 17:25:21","Администрирование","Администрирование B2C","Корректировка регистрационных данных","02.07.2021 17:25:21","да","19618","OBO","19192","2"
"TT16213818","Закрыта","01.07.2021 13:05:14","Претензия","Письменная претензия","Ответ на письменную претензию","31.07.2021 13:05:14","да","11144","OBO","11144","1"
"TT16214314","Закрыта","01.07.2021 14:07:06","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","30.07.2021 14:07:06","нет","24234","FO MOS","47","1"
"TT16214314","Закрыта","01.07.2021 14:07:06","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","30.07.2021 14:07:06","нет","24234","OBO","7138","1"
"TT16214314","Закрыта","01.07.2021 14:07:06","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","30.07.2021 14:07:06","нет","24234","BO MOS","17049","2"
"TT16225119","Закрыта","02.07.2021 16:46:48","Администрирование","Администрирование B2B","Расторжение договора (полное)","06.07.2021 16:46:48","да","31549","Corp MOS","37","2"
"TT16225119","Закрыта","02.07.2021 16:46:48","Администрирование","Администрирование B2B","Расторжение договора (полное)","06.07.2021 16:46:48","да","31549","B2B Admin","31512","3"
"TT16225985","Закрыта","02.07.2021 17:49:30","Претензия","Письменная претензия","Ответ на письменную претензию","01.08.2021 17:49:30","нет","35561","OBO","35561","1"
"TT16227552","Закрыта","02.07.2021 22:32:02","Претензия","Претензии к дилеру","Некорректная информация","09.07.2021 22:32:02","нет","33870","OBO","33870","1"
"TT16230101","Закрыта","03.07.2021 11:43:10","Администрирование","Администрирование B2C","Запрос на возврат денежных средств. Мошенничество","01.08.2021 11:43:10","нет","31579","ФЗ-115","4","1"
"TT16230101","Закрыта","03.07.2021 11:43:10","Администрирование","Администрирование B2C","Запрос на возврат денежных средств. Мошенничество","01.08.2021 11:43:10","нет","31579","OBO","31575","2"
"TT16243464","Закрыта","05.07.2021 11:30:47","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","03.08.2021 11:30:47","нет","28839","ФЗ-115","44","2"
"TT16243464","Закрыта","05.07.2021 11:30:47","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","03.08.2021 11:30:47","нет","28839","OBO","28795","3"
"TT16244043","Закрыта","05.07.2021 12:13:51","Администрирование","Администрирование B2C","Запрос на возврат денежных средств. Мошенничество","03.08.2021 12:13:51","нет","30106","ФЗ-115","7","1"
"TT16244043","Закрыта","05.07.2021 12:13:51","Администрирование","Администрирование B2C","Запрос на возврат денежных средств. Мошенничество","03.08.2021 12:13:51","нет","30106","OBO","30099","2"
"TT16245138","Закрыта","05.07.2021 13:36:42","Претензия","Письменная претензия","Ответ на письменную претензию","04.08.2021 13:36:42","нет","31494","OBO","10014","2"
"TT16245138","Закрыта","05.07.2021 13:36:42","Претензия","Письменная претензия","Ответ на письменную претензию","04.08.2021 13:36:42","нет","31494","Tech SPB","11457","1"
"TT16245138","Закрыта","05.07.2021 13:36:42","Претензия","Письменная претензия","Ответ на письменную претензию","04.08.2021 13:36:42","нет","31494","Tech SPB NORTH","10023","1"
"TT16246888","Закрыта","05.07.2021 15:40:20","Претензия","Письменная претензия","Ответ на письменную претензию","04.08.2021 15:40:20","нет","25571","OBO","25571","1"
"TT16247399","Закрыта","05.07.2021 16:38:12","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","03.08.2021 16:38:12","нет","29869","OBO","29869","1"
"TT16248602","Закрыта","05.07.2021 19:14:51","Претензия","Письменная претензия","Ответ на письменную претензию","04.08.2021 19:14:51","нет","25848","OBO","25848","1"
"TT16251895","Закрыта","06.07.2021 8:30:30","Претензия","Претензии к дилеру","Некорректная информация","13.07.2021 8:30:30","нет","29057","OBO","29057","1"
"TT16252583","Закрыта","06.07.2021 9:52:57","Администрирование","Администрирование B2C","Возврат денежных средств","04.08.2021 9:52:57","нет","26220","OBO","26220","1"
"TT16254497","Закрыта","06.07.2021 12:50:00","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","04.08.2021 12:50:00","нет","28947","OBO","28947","1"
"TT16255234","Закрыта","06.07.2021 13:46:56","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","04.08.2021 13:46:56","нет","28898","BO MOS","0","1"
"TT16255234","Закрыта","06.07.2021 13:46:56","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","04.08.2021 13:46:56","нет","28898","OBO","28891","2"
"TT16255234","Закрыта","06.07.2021 13:46:56","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","04.08.2021 13:46:56","нет","28898","ФЗ-115","7","1"
"TT16255310","Закрыта","06.07.2021 13:52:32","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","04.08.2021 13:52:32","нет","25572","OBO","25572","1"
"TT16256190","Закрыта","06.07.2021 15:04:16","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","04.08.2021 15:04:16","нет","28872","OBO","28872","1"
"TT16256846","Закрыта","06.07.2021 16:11:44","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","04.08.2021 16:11:44","нет","28864","ФЗ-115","3","1"
"TT16256846","Закрыта","06.07.2021 16:11:44","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","04.08.2021 16:11:44","нет","28864","OBO","28861","2"
"TT16258163","Закрыта","06.07.2021 18:47:51","Администрирование","Администрирование B2C","Возврат денежных средств","04.08.2021 18:47:51","нет","28506","OBO","28506","1"
"TT16258313","Закрыта","06.07.2021 19:09:54","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","04.08.2021 19:09:54","нет","28489","OBO","28489","1"
"TT16258573","Закрыта","06.07.2021 19:49:57","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","04.08.2021 19:49:57","нет","28657","OBO","28657","1"
"TT16260235","Закрыта","07.07.2021 6:56:30","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","05.08.2021 6:56:30","нет","28001","OBO","27993","2"
"TT16260235","Закрыта","07.07.2021 6:56:30","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","05.08.2021 6:56:30","нет","28001","ФЗ-115","8","1"
"TT16260912","Закрыта","07.07.2021 9:01:21","Администрирование","Администрирование B2C","Перечисление на банковские реквизиты","05.08.2021 9:01:21","нет","27896","OBO","27896","1"
"TT16261348","Закрыта","07.07.2021 9:38:56","Администрирование","Администрирование B2B","Подключение услуги РТК ШПД","31.07.2021 9:38:56","нет","27456","CKBO B2B","27456","1"
"TT16261845","Закрыта","07.07.2021 10:25:39","Претензия","Претензии к дилеру","Не выполнена операция клиента","14.07.2021 10:25:39","нет","27241","OBO","27241","1"
"TT16264879","Закрыта","07.07.2021 14:53:24","Администрирование","Документация В2С","Копии документов для Tele2","10.07.2021 14:53:24","нет","27597","OBO","27597","1"
"TT16265266","Закрыта","07.07.2021 15:30:27","Претензия","Претензии к дилеру","Отсутствие сим карт","14.07.2021 15:30:27","нет","27203","OBO","27203","1"
"TT16267349","Закрыта","07.07.2021 19:46:57","Претензия","Претензии к дилеру","Не выполнена операция клиента","14.07.2021 19:46:57","нет","26964","OBO","26964","1"
"TT16268893","Закрыта","08.07.2021 4:43:45","Администрирование","ГОЗ (corpzapros)","Отчетные документы","09.07.2021 4:43:45","нет","25875","Corp SAH","25875","1"
"TT16269927","Закрыта","08.07.2021 9:02:46","Претензия","Письменная претензия","Ответ на письменную претензию","07.08.2021 9:02:46","нет","22406","OBO","22406","1"
"TT16272593","Закрыта","08.07.2021 13:12:12","Администрирование","Администрирование B2C","Запрос на возврат денежных средств. Мошенничество","23.07.2021 13:12:12","нет","25876","ФЗ-115","12","1"
"TT16272593","Закрыта","08.07.2021 13:12:12","Администрирование","Администрирование B2C","Запрос на возврат денежных средств. Мошенничество","23.07.2021 13:12:12","нет","25876","OBO","25864","2"
"TT16273315","Закрыта","08.07.2021 14:20:00","Администрирование","Администрирование B2C","Запрос на возврат денежных средств. Мошенничество","23.07.2021 14:20:00","нет","24988","OBO","24978","2"
"TT16273315","Закрыта","08.07.2021 14:20:00","Администрирование","Администрирование B2C","Запрос на возврат денежных средств. Мошенничество","23.07.2021 14:20:00","нет","24988","ФЗ-115","10","1"
"TT16275484","Закрыта","08.07.2021 18:16:22","Претензия","Письменная претензия","Ответ на письменную претензию","07.08.2021 18:16:22","нет","26855","OBO","26855","1"
"TT16279029","Закрыта","09.07.2021 8:04:34","Претензия","Сеть","Поиск сети","26.07.2021 8:04:34","нет","24463","Tech CHE","4243","1"
"TT16279029","Закрыта","09.07.2021 8:04:34","Претензия","Сеть","Поиск сети","26.07.2021 8:04:34","нет","24463","OBO","20220","1"
"TT16281910","Закрыта","09.07.2021 10:55:09","Претензия","MNP","Ошибка дилера","14.07.2021 10:55:09","нет","18984","OBO","18981","2"
